#grain	nu/um	abs+scat*(1-g)	abs	scat*(1-g)	scat	scat*(1-g)/[abs+scat*(1-g)]
1.99298e+07	1.27e-35	1.27e-35	2.15e-51	2.15e-51	1.69e-16
1.98635e+07	1.28e-35	1.28e-35	2.18e-51	2.18e-51	1.70e-16
1.97974e+07	1.29e-35	1.29e-35	2.21e-51	2.21e-51	1.71e-16
1.97315e+07	1.30e-35	1.30e-35	2.24e-51	2.24e-51	1.72e-16
1.96658e+07	1.31e-35	1.31e-35	2.27e-51	2.27e-51	1.73e-16
1.96004e+07	1.32e-35	1.32e-35	2.30e-51	2.30e-51	1.74e-16
1.95352e+07	1.33e-35	1.33e-35	2.33e-51	2.33e-51	1.76e-16
1.94702e+07	1.34e-35	1.34e-35	2.36e-51	2.36e-51	1.77e-16
1.94054e+07	1.34e-35	1.34e-35	2.39e-51	2.39e-51	1.78e-16
1.93408e+07	1.35e-35	1.35e-35	2.42e-51	2.42e-51	1.79e-16
1.92765e+07	1.36e-35	1.36e-35	2.46e-51	2.46e-51	1.80e-16
1.92123e+07	1.37e-35	1.37e-35	2.49e-51	2.49e-51	1.81e-16
1.91484e+07	1.38e-35	1.38e-35	2.52e-51	2.52e-51	1.83e-16
1.90847e+07	1.39e-35	1.39e-35	2.56e-51	2.56e-51	1.84e-16
1.90212e+07	1.40e-35	1.40e-35	2.59e-51	2.59e-51	1.85e-16
1.89579e+07	1.41e-35	1.41e-35	2.62e-51	2.62e-51	1.86e-16
1.88948e+07	1.42e-35	1.42e-35	2.66e-51	2.66e-51	1.88e-16
1.88319e+07	1.43e-35	1.43e-35	2.70e-51	2.70e-51	1.89e-16
1.87693e+07	1.44e-35	1.44e-35	2.73e-51	2.73e-51	1.90e-16
1.87068e+07	1.45e-35	1.45e-35	2.77e-51	2.77e-51	1.91e-16
1.86446e+07	1.46e-35	1.46e-35	2.81e-51	2.81e-51	1.93e-16
1.85825e+07	1.47e-35	1.47e-35	2.84e-51	2.84e-51	1.94e-16
1.85207e+07	1.48e-35	1.48e-35	2.88e-51	2.88e-51	1.95e-16
1.84591e+07	1.49e-35	1.49e-35	2.92e-51	2.92e-51	1.96e-16
1.83977e+07	1.50e-35	1.50e-35	2.96e-51	2.96e-51	1.98e-16
1.83364e+07	1.51e-35	1.51e-35	3.00e-51	3.00e-51	1.99e-16
1.82754e+07	1.52e-35	1.52e-35	3.04e-51	3.04e-51	2.00e-16
1.82146e+07	1.53e-35	1.53e-35	3.08e-51	3.08e-51	2.02e-16
1.81540e+07	1.54e-35	1.54e-35	3.12e-51	3.12e-51	2.03e-16
1.80936e+07	1.55e-35	1.55e-35	3.16e-51	3.16e-51	2.04e-16
1.80334e+07	1.56e-35	1.56e-35	3.21e-51	3.21e-51	2.06e-16
1.79734e+07	1.57e-35	1.57e-35	3.25e-51	3.25e-51	2.07e-16
1.79136e+07	1.58e-35	1.58e-35	3.29e-51	3.29e-51	2.08e-16
1.78540e+07	1.59e-35	1.59e-35	3.34e-51	3.34e-51	2.10e-16
1.77946e+07	1.60e-35	1.60e-35	3.38e-51	3.38e-51	2.11e-16
1.77354e+07	1.61e-35	1.61e-35	3.43e-51	3.43e-51	2.13e-16
1.76764e+07	1.62e-35	1.62e-35	3.47e-51	3.47e-51	2.14e-16
1.76175e+07	1.63e-35	1.63e-35	3.52e-51	3.52e-51	2.15e-16
1.75589e+07	1.64e-35	1.64e-35	3.57e-51	3.57e-51	2.17e-16
1.75005e+07	1.66e-35	1.66e-35	3.61e-51	3.61e-51	2.18e-16
1.74423e+07	1.67e-35	1.67e-35	3.66e-51	3.66e-51	2.20e-16
1.73842e+07	1.68e-35	1.68e-35	3.71e-51	3.71e-51	2.21e-16
