name,sample,OH_over_solar,DTG,DTG_err_low,DTG_err_high,DTM,DTM_err_low,DTM_err_high,OH_err_low,OH_err_high
,HRS_LTG,0.6403353717565538,0.0057235901577838335,0.0037467146503641618,0.0032973091647341213,0.39924315506359387,0.4690127410896204,0.4168321983107932,0.05450138002298006,0.05450138002298006
,HRS_LTG,0.6403480287266844,0.010009664052600903,0.0029498349697457786,0.005471078313783872,0.5375082478415915,0.3882484122503066,0.6809845937049482,0.054502457305868765,0.054502457305868765
,HRS_LTG,0.6477957940237399,0.006952354086245478,0.002150846800586748,0.003397588347063489,0.4438086172305443,0.2846332993439656,0.42772552011270354,0.055136364949707486,0.055136364949707486
,HRS_LTG,0.653430522627599,0.006139367423005792,0.0019701319510813985,0.0038477746545130063,0.41126501557366557,0.2591723282020136,0.4728165997094244,0.05561595814182313,0.05561595814182313
,HRS_LTG,0.6600948630692551,0.010317128399747971,0.003677313492461519,0.00792462494175782,0.5374790879206597,0.45993918739722134,0.9383329085626665,0.05618318551521786,0.05618318551521786
UGC06877,HAPLESS,0.6791078275941704,0.0032752351121777793,0.0022109689307222378,0.0018325157042665293,0.2639352875795259,0.27108702438536264,0.23396431026804,0.0746888121069329,0.08578039687309566
,HRS_LTG,0.6802578918662567,0.0052185517208592986,0.0014710681985227667,0.0024232486995094723,0.36320603588794076,0.19169566530278834,0.29576515150672117,0.05789933761824032,0.05789933761824032
,HRS_LTG,0.6848668710879929,0.0055090260514639175,0.0014704061300374882,0.0021558529001995085,0.3742421446351296,0.19148109548120676,0.2658934919535277,0.05829162537737627,0.05829162537737627
NGC5713,HIGH,0.6854128148892903,0.00301464862532073,0.0010255231475386698,0.0019916085727158346,0.2464266729701854,0.12127571920299209,0.22657594341181808,0.02790630505746487,0.029311227774209046
,HRS_LTG,0.688033906473175,0.007156828340411781,0.002312547570778869,0.004791361746568281,0.4361025386330824,0.2870139122936937,0.5548763679047244,0.058561183809859134,0.058561183809859134
,HRS_LTG,0.6921238310747718,0.0032312180902245055,0.0007133174975640479,0.0008903866516592487,0.25766706628070757,0.09855713643604982,0.11757828883458557,0.05890929285522624,0.05890929285522624
,HRS_LTG,0.6956894124630763,0.002860029665842636,0.0007196936863786323,0.0009649314818355793,0.23410145132914958,0.09684008289968887,0.12304903910324712,0.05921277305453769,0.05921277305453769
,HRS_LTG,0.6977762675523347,0.0036787706446243865,0.0009842615386496862,0.0013737521384060807,0.28159902496044414,0.12884297956327984,0.1703439738653671,0.059390393231852835,0.059390393231852835
,HRS_LTG,0.7039014091819534,0.009769271748664798,0.0027872803897667914,0.00668020225974191,0.5078443048486524,0.33763048227791015,0.7488195585929369,0.05991172734265586,0.05991172734265586
,HRS_LTG,0.7066395337201788,0.0041847622688538045,0.0013533382112854747,0.003018795516176855,0.30570112534002475,0.16841156271285554,0.34364351056767695,0.06014477954091051,0.06014477954091051
NGC4030,HIGH,0.7070839459851022,0.006157214960049173,0.0017853758597937979,0.0043113726459029595,0.3929929666393828,0.2143533037098129,0.4822595123825713,0.04789928015792981,0.05203606331036616
,HRS_LTG,0.7074002592206967,0.008069397941857228,0.0025373082054591135,0.005924272208932092,0.45890749601283437,0.30573646394932047,0.6617144010990651,0.06020952778288746,0.06020952778288746
,HRS_LTG,0.7080685234746277,0.0028176763884642055,0.0007800988575713871,0.0011571612522825081,0.22831465646997043,0.1013455852537562,0.1409383334970489,0.06026640629634418,0.06026640629634418
He2-10,DGS,0.7181382003419968,0.002527193583514032,0.0006370729891589942,0.0017094084681707421,0.20738240464257005,0.08360779952456965,0.19462757938026906,0.06112347481053794,0.06112347481053794
,HRS_LTG,0.7200304892734284,0.015167432654752669,0.005136733180542306,0.0022741019439882627,0.6103142055175872,0.5823587695103725,0.2867670697897255,0.06128453472181898,0.06128453472181898
,HRS_LTG,0.7249566652395611,0.01437153015569444,0.0024329339556545294,0.0019672797048157237,0.595780308695505,0.3002237436965746,0.25246760108642224,0.06170382030283222,0.06170382030283222
,HRS_LTG,0.7424545996217663,0.008670631214657894,0.004205907230811937,0.0021213370980065274,0.4647475977220891,0.46073620618564326,0.25198724422441926,0.06319313607929115,0.06319313607929115
,HRS_LTG,0.7477952467928757,0.006966500963308298,0.005946620617019617,0.0033098618634715637,0.40920811529149725,0.6260712191282969,0.3639118327782192,0.06364769888165958,0.06364769888165958
,HRS_LTG,0.7628500888279249,0.0055957524367364715,0.0016794610179000921,0.003611773018944204,0.3529088067722907,0.19372224542216956,0.38205062328336425,0.0649290737722694,0.0649290737722694
,HRS_LTG,0.7639413811117095,0.012123121054545672,0.008202522930378708,0.004599726056470477,0.5412558830033162,0.8443665170055618,0.49372974669377234,0.06502195781100606,0.06502195781100606
NGC5740,HIGH,0.7640217493848344,0.0026632269087404617,0.0009648601103396924,0.00144377062675826,0.20582434196083257,0.10755633051467105,0.15534366507040137,0.050715889676190666,0.05510717348572552
,HRS_LTG,0.7648864348814514,0.005458362468635768,0.0018873774632620706,0.003324199792040853,0.3466488630328388,0.21296381489911198,0.3526276055887944,0.06510239493336205,0.06510239493336205
,HRS_LTG,0.7669214736422884,0.011645917649394516,0.008044890125894724,0.004763531840265449,0.5302996934073549,0.8250502167882868,0.5069379104211317,0.06527560482579954,0.06527560482579954
,HRS_LTG,0.7733444403155406,0.00275872188969437,0.0007526116103620992,0.0011620996948109212,0.20962606365495048,0.09019825713847948,0.1295664987039934,0.06582228795931687,0.06582228795931687
,HRS_LTG,0.7749593627438779,0.004489156855110163,0.001459615885470464,0.002574428616284018,0.30103597080618594,0.16565756574486296,0.2726124705797821,0.06595974015211546,0.06595974015211546
,HRS_LTG,0.7835459582407012,0.005576724456210672,0.001696639690612201,0.0034455649190031365,0.34604901942455996,0.19044501787872437,0.3563977793296422,0.06669057796760615,0.06669057796760615
,HRS_LTG,0.7963492263076107,0.015251240053649097,0.005805694694694473,0.002884234285572728,0.5874416257417258,0.592035660689569,0.3192797576566998,0.06778031283034933,0.06778031283034933
NGC5750,HAPLESS,0.8002178929160092,0.008103717479955252,0.0018722821904130606,0.0013691366999851158,0.42952608327462033,0.22135110600699717,0.18169635977974663,0.08829726595582424,0.10151217745911302
IC1011,HIGH,0.8099976752035792,0.004788969627739996,0.0016613975144678548,0.002194472260402946,0.3053520228185273,0.18662842325647186,0.24079032856842517,0.09053357478570541,0.10441004182682455
,HRS_LTG,0.8136866608009785,0.004879936759585014,0.0015911276320312376,0.0031269826348025234,0.30838788346375917,0.17163505347478752,0.31197158414731424,0.06925596785055302,0.06925596785055302
,HRS_LTG,0.8336629844329569,0.007759770190518577,0.0024346390617190263,0.005373738780572077,0.4090001276625007,0.25194253214950646,0.5140633522818397,0.07095622876655068,0.07095622876655068
,HRS_LTG,0.8366909119914939,0.003836426401895859,0.0021482007085617174,0.0018321381467117583,0.25423770393583905,0.2125310466225431,0.18444531640402345,0.07121394720259017,0.07121394720259017
,HRS_LTG,0.8422727546638219,0.008614008700858263,0.0070172825829273675,0.004613265200135616,0.43194059586199607,0.6561965233362668,0.4439881254144231,0.07168903907183756,0.07168903907183756
,HRS_LTG,0.8485605948108924,0.004240048190319285,0.001410095736297838,0.0021316170449694038,0.2708744147652685,0.14660535272396572,0.2098238279777969,0.07222422107254316,0.07222422107254316
,HRS_LTG,0.85988840481048,0.011538629030190328,0.003344200798745523,0.006842490576494768,0.4994185018706716,0.3316605865774484,0.6341369228106073,0.07318837408492798,0.07318837408492798
,HRS_LTG,0.86837231840878,0.004793362549318053,0.0015291408827722659,0.0031892424367148606,0.2909835009615316,0.15569070669486348,0.297827463258703,0.07391047225332163,0.07391047225332163
,HRS_LTG,0.8788059996311224,0.0020230459204991923,0.00037609701351595023,0.0004655079182559782,0.14614230127395084,0.04425758525885703,0.051821997555575074,0.07479852256323596,0.07479852256323596
,HRS_LTG,0.8904984848686944,0.004496855775819818,0.0014132380403422237,0.0029718307865955673,0.27296584250448663,0.14122714132931324,0.27135706692627926,0.07579371447274721,0.07579371447274721
,HRS_LTG,0.8924580571879084,0.005204290015964584,0.00298216545587638,0.001434277160595938,0.3024369545448704,0.2741816261092473,0.14522920006248183,0.07596050112918167,0.07596050112918167
,HRS_LTG,0.900990221770931,0.003175021350788882,0.0008410664767774015,0.0012987898607682807,0.2076081081917508,0.08707486900309007,0.12484606511745404,0.07668670612248434,0.07668670612248434
,HRS_LTG,0.9144987742438435,0.003545318453552185,0.0010296276082130123,0.0020068364461512038,0.22374536422670696,0.10275332302313919,0.18220114103556692,0.07783647042469201,0.07783647042469201
,HRS_LTG,0.9146213032222897,0.0020160717812897156,0.00037918001398278716,0.0005580322950132343,0.14080947324121168,0.04280832225474089,0.057347200056963574,0.07784689933228119,0.07784689933228119
,HRS_LTG,0.9255395146532887,0.006707155569106949,0.00509975258651566,0.0026700082775772934,0.35013958560572905,0.4394695386959842,0.24428593860816813,0.07877618985193462,0.07877618985193462
,HRS_LTG,0.9318962253561396,0.011578313658445529,0.009502499654296606,0.004747370854067885,0.48018252378359516,0.7990077432414313,0.4196294765217832,0.07931723368770126,0.07931723368770126
,HRS_LTG,0.940272584419528,0.007445613668943142,0.005612840053826987,0.0029969889221029447,0.3705708707578587,0.47536043071735085,0.2685192697462473,0.08003017748037405,0.08003017748037405
,HRS_LTG,0.948368053821852,0.008530847807480858,0.006679490988163529,0.004600472525532693,0.400765209540215,0.5577643413878209,0.3947750222414134,0.08071921368518362,0.08071921368518362
,HRS_LTG,0.9504925827095269,0.008982716861978372,0.007862014571668404,0.0037709920866381835,0.4126789187402202,0.6501072726173229,0.3300992619754906,0.08090004042283415,0.08090004042283415
,HRS_LTG,0.9518292894845737,0.005295941223714795,0.0017896367471362023,0.002613348913672835,0.2926250418077644,0.16469882388416265,0.22904076097259815,0.08101381262274601,0.08101381262274601
,HRS_LTG,0.9518669632829903,0.005994474021263938,0.004535102027479432,0.0031796716562879175,0.31890445375631843,0.3813757690163833,0.2755043645353178,0.08101701918308137,0.08101701918308137
,HRS_LTG,0.9535070808067985,0.0031767847364574412,0.0008264882846636032,0.0012585250624655223,0.1985309924476528,0.0813429162117302,0.11503086060506594,0.08115661582632508,0.08115661582632508
,HRS_LTG,0.9770984252597038,0.0065916708534835755,0.001772167117214237,0.0040853575967593515,0.33403210418736046,0.1632786088455791,0.3392940621764965,0.08316456491986608,0.08316456491986608
,HRS_LTG,1.0271241786532723,0.007551963764806883,0.001985388953186429,0.00524466233567098,0.3534441016591669,0.17379739819266773,0.40972326147705185,0.08742244714361325,0.08742244714361325
,HRS_LTG,1.0401343554994982,0.004251433839436928,0.001404584203812635,0.0030135291530436472,0.23306713933944143,0.12023777238104748,0.23524614525291637,0.08852979279987024,0.08852979279987024
,HRS_LTG,1.0584472680288368,0.015578998704493845,0.005734426996876355,0.0025612441613591785,0.5225201709577696,0.4472820791002952,0.22438540629083176,0.0900884744674957,0.0900884744674957
,HRS_LTG,1.0684373610726627,0.010931634094858297,0.007392203473398862,0.003591655604638432,0.4320442541278486,0.5511748282209108,0.28670577736888797,0.09093876929964421,0.09093876929964421
,HRS_LTG,1.0797870385136026,0.015129723171115612,0.002819199602269248,0.0019304239936144575,0.5102281453939836,0.23754529040502498,0.17634806489038526,0.09190478353317007,0.09190478353317007
,HRS_LTG,1.0853021498363695,0.013461087519507973,0.005259486922932403,0.0025811191900031987,0.47975247452298403,0.40113867730587716,0.21765507556445973,0.09237419564333761,0.09237419564333761
,HRS_LTG,1.1557905397424229,0.006087585088993012,0.0016043433259235896,0.0037629837262973037,0.2814031404113176,0.12715514046282864,0.26601569049010904,0.09837373072280589,0.09837373072280589
,HRS_LTG,1.1716775924191494,0.008141974723647161,0.0029249353680782506,0.0013913412186319454,0.3406535986952128,0.2145976973351229,0.11728264190943259,0.09972593822776403,0.09972593822776403
,HRS_LTG,1.3215912627464785,0.030953885023711724,0.006536712817345297,0.0030917925066733585,0.6352213752120036,0.42180533803438575,0.2280026765315375,0.1124856611441108,0.1124856611441108
,HRS_LTG,1.3467717403083004,0.006820599778534727,0.003722443931208977,0.0017720446407983104,0.2735386964867019,0.22878194746786282,0.12110883901253547,0.11462886740334385,0.11462886740334385
,HRS_LTG,1.448806291260668,0.008014460503988413,0.005648755153299787,0.003519070684749343,0.29142533558791756,0.3146855809903488,0.20539501976387095,0.12331341628539957,0.12331341628539957
,HRS_LTG,1.6712120746527337,0.006609570970530908,0.0019446756685188586,0.004469891302444149,0.2272316198993849,0.10585593011790519,0.21819856880339406,0.14224321878359414,0.14224321878359414
,HRS_LTG,1.6866522709192202,0.0018437971141616492,0.0005552727965588486,0.0011562677606620658,0.07516722276216686,0.030874789191586868,0.057367292254721716,0.14355739263914855,0.14355739263914855
,HRS_LTG,1.8796169910294882,0.008925952453013954,0.007027856926204171,0.004135337546724941,0.26094087130850974,0.30020100916252507,0.18578557029299803,0.15998135421557705,0.15998135421557705
