name,sample,OH_over_solar,DTG,DTG_err_low,DTG_err_high,DTM,DTM_err_low,DTM_err_high,OH_err_low,OH_err_high
UGC09470,HIGH,0.17882533586598678,0.0012576271761635537,0.0003330646459803883,0.00041136229221753334,0.34334869001268536,0.1763712247295439,0.21456006127449603,0.01973641662720244,0.02267146549577653
Mrk1450,DGS,0.18386647309239953,0.0005630299520534911,0.0001529939641004685,0.00016847274450472439,0.18544915809395712,0.07764991743626129,0.08390901770838051,0.015649575153102325,0.015649575153102325
NGC2366,DGS,0.18556550096644683,0.00012438504289223238,6.902959454500166e-06,3.6544755565047547e-06,0.04747084005853408,0.006806192160796359,0.005504641144385275,0.01579418588041397,0.01579418588041397
,HRS_LTG,0.18742218535221833,0.007321954716366326,0.002685449639793327,0.0049848379714511675,0.7438906897591011,1.1286197914129927,2.04077562798421,0.015952215353335446,0.015952215353335446
SBS1533+574,DGS,0.22956855978271987,0.0001725355651931563,1.4769481372455142e-05,1.0568575968139933e-05,0.052921242553133074,0.009287660611507376,0.007927130342928157,0.019539453651801448,0.019539453651801448
,HRS_LTG,0.23340042687860613,0.0035939118077450843,0.000901898421616578,0.0011831986411571026,0.5337640058309464,0.33272940915530547,0.42233727638880186,0.01986559844092587,0.01986559844092587
UGC06780,HIGH,0.23688275513437929,0.0012486690734102425,0.0003518187318648997,0.00046796729034621854,0.28156520420260667,0.1373652126971653,0.17921396896758252,0.0226658813495505,0.027203615803173868
UGC09432,HIGH,0.23696077244876734,1.6139162526590607e-05,7.667093345959893e-06,2.257634107416298e-05,0.005038353023874302,0.0034451307474796526,0.007770513892476288,0.048888342480438884,0.03230591498601506
,HRS_LTG,0.24268541378361447,0.0005770876535051576,0.00021200258777337856,0.0003828173359313135,0.15023604124857226,0.07773657007329543,0.13006761493372768,0.020655879006608324,0.020655879006608324
,HRS_LTG,0.24994027913097033,0.0009621926836998338,0.00016782363760736718,0.00021279476149627444,0.2225294373258441,0.06886262826445225,0.08224013586719169,0.021273368201726716,0.021273368201726716
Mrk930,DGS,0.25489669822371563,0.0022919719750946104,0.00023203596434101265,0.00017192994807116186,0.4006711058437156,0.10178396068609273,0.08425196115671758,0.02169522789032372,0.02169522789032372
NGC1705,DGS,0.2615083729349664,0.007581537251840122,0.0028076420159718887,0.002883082794454624,0.6830936916416445,0.856381371284275,0.877829938111761,0.0222579726830059,0.0222579726830059
