#---Details of Columns:
#    M0 (solMass)          (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Z0                    (F7.4)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)          (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                    (a4)    Species i (2) [ucd=phys.atmol.element]
#    Yield (solMass)       (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass)    (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)       (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    M(i)lostall (solMass) (D9.2)  Total mass lost in the wind [ucd=phys.mass]
#----- ----- ----- ---- --------- --------- --------- -----------
#M0                                                                 
#(sol        M1 (so     Yield     M(i)lost  M(i)0     M(i)lostall
#Mass) Z0    lMass) El  (solMass) (solMass) (solMass) (solMass)  
#----- ----- ----- ---- --------- --------- --------- -----------
 1.00 0.0080 0.577    p -8.73e-03  3.03e-01  3.12e-01  4.23e-01
 1.00 0.0080 0.577   He  8.72e-03  1.17e-01  1.08e-01  4.23e-01
 1.00 0.0080 0.577    C -6.94e-05  4.50e-04  5.19e-04  4.23e-01
 1.00 0.0080 0.577    N  8.48e-05  2.73e-04  1.88e-04  4.23e-01
 1.00 0.0080 0.577    O -3.42e-06  1.62e-03  1.62e-03  4.23e-01
 1.00 0.0080 0.577    F -1.24e-10  6.84e-08  6.86e-08  4.23e-01
 1.00 0.0080 0.577   Ne -1.63e-07  2.97e-04  2.97e-04  4.23e-01
 1.00 0.0080 0.577   Mg -3.14e-10  1.12e-04  1.12e-04  4.23e-01
 1.00 0.0080 0.577   Si -3.58e-10  1.21e-04  1.21e-04  4.23e-01
 1.00 0.0080 0.577    S -1.31e-10  9.92e-05  9.92e-05  4.23e-01
 1.00 0.0080 0.577   Fe  4.41e-10  2.16e-04  2.16e-04  4.23e-01
 1.25 0.0080 0.600    p -1.44e-02  4.65e-01  4.79e-01  6.50e-01
 1.25 0.0080 0.600   He  1.44e-02  1.80e-01  1.66e-01  6.50e-01
 1.25 0.0080 0.600    C -1.88e-04  6.10e-04  7.98e-04  6.50e-01
 1.25 0.0080 0.600    N  2.28e-04  5.16e-04  2.88e-04  6.50e-01
 1.25 0.0080 0.600    O -7.72e-06  2.50e-03  2.51e-03  6.50e-01
 1.25 0.0080 0.600    F  4.92e-11  1.05e-07  1.05e-07  6.50e-01
 1.25 0.0080 0.600   Ne -4.17e-07  4.56e-04  4.56e-04  6.50e-01
 1.25 0.0080 0.600   Mg -1.53e-09  1.72e-04  1.72e-04  6.50e-01
 1.25 0.0080 0.600   Si -9.24e-11  1.85e-04  1.85e-04  6.50e-01
 1.25 0.0080 0.600    S  1.83e-11  1.52e-04  1.52e-04  6.50e-01
 1.25 0.0080 0.600   Fe -3.00e-10  3.31e-04  3.31e-04  6.50e-01
 1.50 0.0080 0.633    p -1.74e-02  6.22e-01  6.39e-01  8.67e-01
 1.50 0.0080 0.633   He  1.71e-02  2.38e-01  2.21e-01  8.67e-01
 1.50 0.0080 0.633    C -8.44e-05  9.79e-04  1.06e-03  8.67e-01
 1.50 0.0080 0.633    N  3.92e-04  7.77e-04  3.85e-04  8.67e-01
 1.50 0.0080 0.633    O -7.12e-06  3.33e-03  3.34e-03  8.67e-01
 1.50 0.0080 0.633    F  8.85e-09  1.49e-07  1.41e-07  8.67e-01
 1.50 0.0080 0.633   Ne  5.66e-06  6.14e-04  6.09e-04  8.67e-01
 1.50 0.0080 0.633   Mg -2.83e-08  2.29e-04  2.29e-04  8.67e-01
 1.50 0.0080 0.633   Si  1.99e-08  2.47e-04  2.47e-04  8.67e-01
 1.50 0.0080 0.633    S  1.30e-08  2.03e-04  2.03e-04  8.67e-01
 1.50 0.0080 0.633   Fe  3.08e-08  4.42e-04  4.42e-04  8.67e-01
 1.75 0.0080 0.636    p -2.59e-02  7.95e-01  8.21e-01  1.11e+00
 1.75 0.0080 0.636   He  2.27e-02  3.07e-01  2.84e-01  1.11e+00
 1.75 0.0080 0.636    C  2.48e-03  3.85e-03  1.37e-03  1.11e+00
 1.75 0.0080 0.636    N  5.70e-04  1.06e-03  4.94e-04  1.11e+00
 1.75 0.0080 0.636    O  3.17e-05  4.32e-03  4.29e-03  1.11e+00
 1.75 0.0080 0.636    F  1.50e-07  3.31e-07  1.81e-07  1.11e+00
 1.75 0.0080 0.636   Ne  9.82e-05  8.80e-04  7.82e-04  1.11e+00
 1.75 0.0080 0.636   Mg  1.11e-07  2.95e-04  2.95e-04  1.11e+00
 1.75 0.0080 0.636   Si  3.72e-08  3.17e-04  3.17e-04  1.11e+00
 1.75 0.0080 0.636    S -1.48e-08  2.62e-04  2.62e-04  1.11e+00
 1.75 0.0080 0.636   Fe  6.92e-09  5.67e-04  5.68e-04  1.11e+00
 1.90 0.0080 0.640    p -3.09e-02  8.98e-01  9.29e-01  1.26e+00
 1.90 0.0080 0.640   He  2.54e-02  3.47e-01  3.22e-01  1.26e+00
 1.90 0.0080 0.640    C  4.57e-03  6.11e-03  1.55e-03  1.26e+00
 1.90 0.0080 0.640    N  6.33e-04  1.19e-03  5.59e-04  1.26e+00
 1.90 0.0080 0.640    O  6.01e-05  4.91e-03  4.85e-03  1.26e+00
 1.90 0.0080 0.640    F  3.12e-07  5.16e-07  2.04e-07  1.26e+00
 1.90 0.0080 0.640   Ne  1.88e-04  1.07e-03  8.85e-04  1.26e+00
 1.90 0.0080 0.640   Mg  5.62e-07  3.34e-04  3.33e-04  1.26e+00
 1.90 0.0080 0.640   Si  6.96e-08  3.59e-04  3.59e-04  1.26e+00
 1.90 0.0080 0.640    S -3.31e-08  2.96e-04  2.96e-04  1.26e+00
 1.90 0.0080 0.640   Fe  7.06e-09  6.43e-04  6.42e-04  1.26e+00
 2.10 0.0080 0.644    p -4.79e-02  1.03e+00  1.07e+00  1.46e+00
 2.10 0.0080 0.644   He  3.70e-02  4.08e-01  3.72e-01  1.46e+00
 2.10 0.0080 0.644    C  9.46e-03  1.12e-02  1.79e-03  1.46e+00
 2.10 0.0080 0.644    N  7.75e-04  1.42e-03  6.47e-04  1.46e+00
 2.10 0.0080 0.644    O  4.38e-05  5.65e-03  5.60e-03  1.46e+00
 2.10 0.0080 0.644    F  9.36e-07  1.17e-06  2.36e-07  1.46e+00
 2.10 0.0080 0.644   Ne  5.13e-04  1.54e-03  1.02e-03  1.46e+00
 2.10 0.0080 0.644   Mg  3.04e-06  3.88e-04  3.85e-04  1.46e+00
 2.10 0.0080 0.644   Si  1.86e-07  4.15e-04  4.15e-04  1.46e+00
 2.10 0.0080 0.644    S -9.37e-08  3.42e-04  3.42e-04  1.46e+00
 2.10 0.0080 0.644   Fe  9.54e-09  7.42e-04  7.42e-04  1.46e+00
 2.25 0.0080 0.652    p -6.49e-02  1.11e+00  1.18e+00  1.60e+00
 2.25 0.0080 0.652   He  4.92e-02  4.57e-01  4.08e-01  1.60e+00
 2.25 0.0080 0.652    C  1.39e-02  1.59e-02  1.96e-03  1.60e+00
 2.25 0.0080 0.652    N  8.51e-04  1.56e-03  7.09e-04  1.60e+00
 2.25 0.0080 0.652    O  3.72e-05  6.19e-03  6.16e-03  1.60e+00
