#---Details of Columns:
#    M0 (solMass)          (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Z0                    (F7.4)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)          (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                    (a4)    Species i (2) [ucd=phys.atmol.element]
#    Yield (solMass)       (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass)    (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)       (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    M(i)lostall (solMass) (D9.2)  Total mass lost in the wind [ucd=phys.mass]
#----- ----- ----- ---- --------- --------- --------- -----------
#M0                                                                 
#(sol        M1 (so     Yield     M(i)lost  M(i)0     M(i)lostall
#Mass) Z0    lMass) El  (solMass) (solMass) (solMass) (solMass)  
#----- ----- ----- ---- --------- --------- --------- -----------
 2.25 0.0080 0.652    F  1.87e-06  2.13e-06  2.59e-07  1.60e+00
 2.25 0.0080 0.652   Ne  9.48e-04  2.07e-03  1.13e-03  1.60e+00
 2.25 0.0080 0.652   Mg  7.47e-06  4.30e-04  4.22e-04  1.60e+00
 2.25 0.0080 0.652   Si  3.37e-07  4.55e-04  4.55e-04  1.60e+00
 2.25 0.0080 0.652    S -1.72e-07  3.75e-04  3.75e-04  1.60e+00
 2.25 0.0080 0.652   Fe  1.98e-08  8.15e-04  8.14e-04  1.60e+00
 2.50 0.0080 0.663    p -9.56e-02  1.26e+00  1.35e+00  1.84e+00
 2.50 0.0080 0.663   He  7.28e-02  5.41e-01  4.69e-01  1.84e+00
 2.50 0.0080 0.663    C  2.02e-02  2.25e-02  2.26e-03  1.84e+00
 2.50 0.0080 0.663    N  1.09e-03  1.90e-03  8.15e-04  1.84e+00
 2.50 0.0080 0.663    O -2.09e-04  6.87e-03  7.07e-03  1.84e+00
 2.50 0.0080 0.663    F  3.71e-06  4.01e-06  2.98e-07  1.84e+00
 2.50 0.0080 0.663   Ne  1.71e-03  3.00e-03  1.29e-03  1.84e+00
 2.50 0.0080 0.663   Mg  2.24e-05  5.08e-04  4.86e-04  1.84e+00
 2.50 0.0080 0.663   Si  7.18e-07  5.23e-04  5.23e-04  1.84e+00
 2.50 0.0080 0.663    S -4.29e-07  4.31e-04  4.30e-04  1.84e+00
 2.50 0.0080 0.663   Fe -1.31e-07  9.37e-04  9.36e-04  1.84e+00
 3.00 0.0080 0.694    p -1.66e-01  1.53e+00  1.70e+00  2.30e+00
 3.00 0.0080 0.694   He  1.23e-01  7.12e-01  5.88e-01  2.30e+00
 3.00 0.0080 0.694    C  3.68e-02  3.97e-02  2.83e-03  2.30e+00
 3.00 0.0080 0.694    N  1.45e-03  2.47e-03  1.02e-03  2.30e+00
 3.00 0.0080 0.694    O -5.81e-04  8.30e-03  8.87e-03  2.30e+00
 3.00 0.0080 0.694    F  1.15e-05  1.19e-05  3.74e-07  2.30e+00
 3.00 0.0080 0.694   Ne  4.28e-03  5.90e-03  1.61e-03  2.30e+00
 3.00 0.0080 0.694   Mg  1.43e-04  7.52e-04  6.09e-04  2.30e+00
 3.00 0.0080 0.694   Si  3.30e-06  6.60e-04  6.56e-04  2.30e+00
 3.00 0.0080 0.694    S -2.05e-06  5.39e-04  5.42e-04  2.30e+00
 3.00 0.0080 0.694   Fe -2.25e-06  1.18e-03  1.18e-03  2.30e+00
 3.50 0.0080 0.766    p -1.11e-01  1.90e+00  2.02e+00  2.73e+00
 3.50 0.0080 0.766   He  8.28e-02  7.80e-01  6.98e-01  2.73e+00
 3.50 0.0080 0.766    C  2.51e-02  2.84e-02  3.36e-03  2.73e+00
 3.50 0.0080 0.766    N  1.81e-03  3.02e-03  1.21e-03  2.73e+00
 3.50 0.0080 0.766    O -5.37e-04  9.99e-03  1.05e-02  2.73e+00
 3.50 0.0080 0.766    F  6.03e-06  6.47e-06  4.43e-07  2.73e+00
 3.50 0.0080 0.766   Ne  1.83e-03  3.75e-03  1.92e-03  2.73e+00
 3.50 0.0080 0.766   Mg  1.99e-04  9.22e-04  7.23e-04  2.73e+00
 3.50 0.0080 0.766   Si  7.07e-06  7.85e-04  7.78e-04  2.73e+00
 3.50 0.0080 0.766    S -2.88e-06  6.39e-04  6.42e-04  2.73e+00
 3.50 0.0080 0.766   Fe -5.77e-06  1.38e-03  1.39e-03  2.73e+00
 4.00 0.0080 0.836    p -9.02e-02  2.24e+00  2.33e+00  3.16e+00
 4.00 0.0080 0.836   He  6.92e-02  8.76e-01  8.07e-01  3.16e+00
 4.00 0.0080 0.836    C  1.81e-02  2.20e-02  3.89e-03  3.16e+00
 4.00 0.0080 0.836    N  2.08e-03  3.49e-03  1.41e-03  3.16e+00
 4.00 0.0080 0.836    O -4.18e-04  1.17e-02  1.21e-02  3.16e+00
 4.00 0.0080 0.836    F  2.98e-06  3.49e-06  5.13e-07  3.16e+00
 4.00 0.0080 0.836   Ne  9.14e-04  3.13e-03  2.22e-03  3.16e+00
 4.00 0.0080 0.836   Mg  1.79e-04  1.02e-03  8.36e-04  3.16e+00
 4.00 0.0080 0.836   Si  1.18e-05  9.13e-04  9.00e-04  3.16e+00
 4.00 0.0080 0.836    S -2.68e-06  7.40e-04  7.43e-04  3.16e+00
 4.00 0.0080 0.836   Fe -6.46e-06  1.61e-03  1.61e-03  3.16e+00
 4.50 0.0080 0.861    p -1.99e-01  2.48e+00  2.68e+00  3.64e+00
 4.50 0.0080 0.861   He  1.58e-01  1.09e+00  9.29e-01  3.64e+00
 4.50 0.0080 0.861    C  2.78e-03  7.25e-03  4.46e-03  3.64e+00
 4.50 0.0080 0.861    N  3.66e-02  3.82e-02  1.62e-03  3.64e+00
 4.50 0.0080 0.861    O -1.13e-03  1.29e-02  1.40e-02  3.64e+00
 4.50 0.0080 0.861    F  1.68e-06  2.27e-06  5.90e-07  3.64e+00
 4.50 0.0080 0.861   Ne  1.69e-03  4.24e-03  2.56e-03  3.64e+00
 4.50 0.0080 0.861   Mg  5.50e-04  1.51e-03  9.62e-04  3.64e+00
 4.50 0.0080 0.861   Si  2.92e-05  1.07e-03  1.04e-03  3.64e+00
 4.50 0.0080 0.861    S -6.22e-06  8.47e-04  8.54e-04  3.64e+00
 4.50 0.0080 0.861   Fe -1.75e-05  1.84e-03  1.85e-03  3.64e+00
 5.00 0.0080 0.886    p -3.25e-01  2.71e+00  3.03e+00  4.11e+00
 5.00 0.0080 0.886   He  2.72e-01  1.32e+00  1.05e+00  4.11e+00
 5.00 0.0080 0.886    C -2.61e-04  4.79e-03  5.05e-03  4.11e+00
 5.00 0.0080 0.886    N  5.36e-02  5.54e-02  1.83e-03  4.11e+00
 5.00 0.0080 0.886    O -3.83e-03  1.20e-02  1.58e-02  4.11e+00
 5.00 0.0080 0.886    F  4.03e-07  1.07e-06  6.67e-07  4.11e+00
 5.00 0.0080 0.886   Ne  2.20e-03  5.08e-03  2.89e-03  4.11e+00
 5.00 0.0080 0.886   Mg  8.21e-04  1.91e-03  1.09e-03  4.11e+00
 5.00 0.0080 0.886   Si  5.11e-05  1.22e-03  1.18e-03  4.11e+00
 5.00 0.0080 0.886    S -8.74e-06  9.57e-04  9.65e-04  4.11e+00
 5.00 0.0080 0.886   Fe -2.56e-05  2.08e-03  2.10e-03  4.11e+00
 5.50 0.0080 0.907    p -3.50e-01  3.04e+00  3.39e+00  4.60e+00
 5.50 0.0080 0.907   He  3.05e-01  1.48e+00  1.17e+00  4.60e+00
 5.50 0.0080 0.907    C  9.05e-04  6.55e-03  5.64e-03  4.60e+00
 5.50 0.0080 0.907    N  4.60e-02  4.80e-02  2.04e-03  4.60e+00
 5.50 0.0080 0.907    O -4.47e-03  1.32e-02  1.76e-02  4.60e+00
 5.50 0.0080 0.907    F  1.06e-07  8.50e-07  7.45e-07  4.60e+00
 5.50 0.0080 0.907   Ne  1.39e-03  4.61e-03  3.23e-03  4.60e+00
 5.50 0.0080 0.907   Mg  6.84e-04  1.90e-03  1.21e-03  4.60e+00
 5.50 0.0080 0.907   Si  4.36e-05  1.35e-03  1.31e-03  4.60e+00
 5.50 0.0080 0.907    S -7.01e-06  1.07e-03  1.08e-03  4.60e+00
 5.50 0.0080 0.907   Fe -2.15e-05  2.32e-03  2.34e-03  4.60e+00
 6.00 0.0080 0.948    p -4.45e-01  3.28e+00  3.72e+00  5.05e+00
 6.00 0.0080 0.948   He  4.05e-01  1.69e+00  1.29e+00  5.05e+00
 6.00 0.0080 0.948    C -9.97e-04  5.21e-03  6.20e-03  5.05e+00
 6.00 0.0080 0.948    N  4.77e-02  4.99e-02  2.24e-03  5.05e+00
 6.00 0.0080 0.948    O -7.81e-03  1.16e-02  1.95e-02  5.05e+00
 6.00 0.0080 0.948    F -4.11e-07  4.08e-07  8.19e-07  5.05e+00
 6.00 0.0080 0.948   Ne  9.95e-04  4.54e-03  3.54e-03  5.05e+00
 6.00 0.0080 0.948   Mg  6.77e-04  2.01e-03  1.33e-03  5.05e+00
 6.00 0.0080 0.948   Si  4.95e-05  1.49e-03  1.44e-03  5.05e+00
 6.00 0.0080 0.948    S -6.75e-06  1.18e-03  1.19e-03  5.05e+00
 6.00 0.0080 0.948   Fe -2.10e-05  2.55e-03  2.58e-03  5.05e+00
