#---Details of Columns:
#    M0 (solMass)          (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Z0                    (F7.4)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)          (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                    (a4)    Species i (2) [ucd=phys.atmol.element]
#    Yield (solMass)       (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass)    (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)       (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    M(i)lostall (solMass) (D9.2)  Total mass lost in the wind [ucd=phys.mass]
#----- ----- ----- ---- --------- --------- --------- -----------
#M0                                                                 
#(sol        M1 (so     Yield     M(i)lost  M(i)0     M(i)lostall
#Mass) Z0    lMass) El  (solMass) (solMass) (solMass) (solMass)  
#----- ----- ----- ---- --------- --------- --------- -----------
 2.50 0.0001 0.732   He  1.45e-01  5.52e-01  4.07e-01  1.77e+00
 2.50 0.0001 0.732    C  4.92e-02  4.92e-02  2.71e-05  1.77e+00
 2.50 0.0001 0.732    N  4.86e-05  5.83e-05  9.81e-06  1.77e+00
 2.50 0.0001 0.732    O  6.91e-04  7.77e-04  8.50e-05  1.77e+00
 2.50 0.0001 0.732    F  1.50e-05  1.50e-05  3.58e-09  1.77e+00
 2.50 0.0001 0.732   Ne  5.57e-03  5.59e-03  1.55e-05  1.77e+00
 2.50 0.0001 0.732   Mg  7.13e-04  7.17e-04  5.83e-06  1.77e+00
 2.50 0.0001 0.732   Si  8.28e-06  1.46e-05  6.29e-06  1.77e+00
 2.50 0.0001 0.732    S -1.47e-07  5.04e-06  5.18e-06  1.77e+00
 2.50 0.0001 0.732   Fe -4.94e-07  1.08e-05  1.12e-05  1.77e+00
 3.00 0.0001 0.813    p -1.02e-01  1.58e+00  1.68e+00  2.19e+00
 3.00 0.0001 0.813   He  7.66e-02  5.79e-01  5.03e-01  2.19e+00
 3.00 0.0001 0.813    C  2.39e-02  2.39e-02  3.36e-05  2.19e+00
 3.00 0.0001 0.813    N  7.57e-05  8.78e-05  1.21e-05  2.19e+00
 3.00 0.0001 0.813    O  4.17e-04  5.22e-04  1.05e-04  2.19e+00
 3.00 0.0001 0.813    F  1.78e-06  1.78e-06  4.43e-09  2.19e+00
 3.00 0.0001 0.813   Ne  9.49e-04  9.69e-04  1.92e-05  2.19e+00
 3.00 0.0001 0.813   Mg  2.24e-04  2.31e-04  7.22e-06  2.19e+00
 3.00 0.0001 0.813   Si  3.72e-06  1.15e-05  7.78e-06  2.19e+00
 3.00 0.0001 0.813    S -7.03e-08  6.34e-06  6.41e-06  2.19e+00
 3.00 0.0001 0.813   Fe -2.71e-07  1.37e-05  1.39e-05  2.19e+00
 3.50 0.0001 0.854    p -1.44e-01  1.89e+00  2.04e+00  2.64e+00
 3.50 0.0001 0.854   He  1.17e-01  7.25e-01  6.09e-01  2.64e+00
 3.50 0.0001 0.854    C  7.46e-03  7.50e-03  4.06e-05  2.64e+00
 3.50 0.0001 0.854    N  1.80e-02  1.81e-02  1.47e-05  2.64e+00
 3.50 0.0001 0.854    O  4.52e-04  5.79e-04  1.27e-04  2.64e+00
 3.50 0.0001 0.854    F  6.10e-07  6.15e-07  5.36e-09  2.64e+00
 3.50 0.0001 0.854   Ne  6.66e-04  6.90e-04  2.32e-05  2.64e+00
 3.50 0.0001 0.854   Mg  2.11e-04  2.19e-04  8.74e-06  2.64e+00
 3.50 0.0001 0.854   Si  4.14e-06  1.35e-05  9.42e-06  2.64e+00
 3.50 0.0001 0.854    S -5.78e-08  7.70e-06  7.75e-06  2.64e+00
 3.50 0.0001 0.854   Fe -2.82e-07  1.66e-05  1.69e-05  2.64e+00
 4.00 0.0001 0.874    p -2.37e-01  2.17e+00  2.41e+00  3.13e+00
 4.00 0.0001 0.874   He  2.03e-01  9.22e-01  7.19e-01  3.13e+00
 4.00 0.0001 0.874    C  5.45e-03  5.50e-03  4.80e-05  3.13e+00
 4.00 0.0001 0.874    N  2.63e-02  2.63e-02  1.74e-05  3.13e+00
 4.00 0.0001 0.874    O  6.50e-04  8.00e-04  1.50e-04  3.13e+00
 4.00 0.0001 0.874    F  4.99e-07  5.05e-07  6.33e-09  3.13e+00
 4.00 0.0001 0.874   Ne  8.60e-04  8.88e-04  2.74e-05  3.13e+00
 4.00 0.0001 0.874   Mg  2.66e-04  2.76e-04  1.03e-05  3.13e+00
 4.00 0.0001 0.874   Si  6.15e-06  1.72e-05  1.11e-05  3.13e+00
 4.00 0.0001 0.874    S -6.22e-08  9.10e-06  9.16e-06  3.13e+00
 4.00 0.0001 0.874   Fe -3.58e-07  1.96e-05  1.99e-05  3.13e+00
 4.50 0.0001 0.897    p -2.92e-01  2.48e+00  2.77e+00  3.60e+00
 4.50 0.0001 0.897   He  2.65e-01  1.09e+00  8.29e-01  3.60e+00
 4.50 0.0001 0.897    C  3.79e-03  3.85e-03  5.53e-05  3.60e+00
 4.50 0.0001 0.897    N  2.24e-02  2.24e-02  2.00e-05  3.60e+00
 4.50 0.0001 0.897    O  4.78e-04  6.51e-04  1.73e-04  3.60e+00
 4.50 0.0001 0.897    F  2.10e-07  2.18e-07  7.30e-09  3.60e+00
 4.50 0.0001 0.897   Ne  5.04e-04  5.35e-04  3.16e-05  3.60e+00
 4.50 0.0001 0.897   Mg  1.77e-04  1.89e-04  1.19e-05  3.60e+00
 4.50 0.0001 0.897   Si  4.09e-06  1.69e-05  1.28e-05  3.60e+00
 4.50 0.0001 0.897    S -5.02e-08  1.05e-05  1.06e-05  3.60e+00
 4.50 0.0001 0.897   Fe -3.04e-07  2.26e-05  2.30e-05  3.60e+00
 5.00 0.0001 0.929    p -3.73e-01  2.76e+00  3.13e+00  4.07e+00
 5.00 0.0001 0.929   He  3.44e-01  1.28e+00  9.36e-01  4.07e+00
 5.00 0.0001 0.929    C  3.14e-03  3.20e-03  6.24e-05  4.07e+00
 5.00 0.0001 0.929    N  2.40e-02  2.41e-02  2.26e-05  4.07e+00
 5.00 0.0001 0.929    O  4.15e-04  6.11e-04  1.96e-04  4.07e+00
 5.00 0.0001 0.929    F  9.61e-08  1.04e-07  8.25e-09  4.07e+00
 5.00 0.0001 0.929   Ne  4.38e-04  4.73e-04  3.57e-05  4.07e+00
 5.00 0.0001 0.929   Mg  2.14e-04  2.28e-04  1.35e-05  4.07e+00
 5.00 0.0001 0.929   Si  5.09e-06  1.95e-05  1.45e-05  4.07e+00
 5.00 0.0001 0.929    S -3.14e-08  1.19e-05  1.19e-05  4.07e+00
 5.00 0.0001 0.929   Fe -3.30e-07  2.56e-05  2.59e-05  4.07e+00
 5.50 0.0001 0.966    p -4.53e-01  3.04e+00  3.49e+00  4.53e+00
 5.50 0.0001 0.966   He  4.21e-01  1.46e+00  1.04e+00  4.53e+00
 5.50 0.0001 0.966    C  2.91e-03  2.98e-03  6.95e-05  4.53e+00
 5.50 0.0001 0.966    N  2.79e-02  2.80e-02  2.51e-05  4.53e+00
 5.50 0.0001 0.966    O  3.73e-04  5.92e-04  2.19e-04  4.53e+00
 5.50 0.0001 0.966    F  6.08e-08  7.00e-08  9.18e-09  4.53e+00
 5.50 0.0001 0.966   Ne  4.58e-04  4.97e-04  3.97e-05  4.53e+00
 5.50 0.0001 0.966   Mg  3.26e-04  3.41e-04  1.50e-05  4.53e+00
 5.50 0.0001 0.966   Si  8.54e-06  2.47e-05  1.61e-05  4.53e+00
 5.50 0.0001 0.966    S  1.44e-08  1.33e-05  1.33e-05  4.53e+00
 5.50 0.0001 0.966   Fe -4.12e-07  2.85e-05  2.89e-05  4.53e+00
 6.00 0.0001 1.008    p -5.56e-01  3.29e+00  3.84e+00  5.00e+00
 6.00 0.0001 1.008   He  5.18e-01  1.67e+00  1.15e+00  5.00e+00
 6.00 0.0001 1.008    C  2.25e-03  2.32e-03  7.66e-05  5.00e+00
 6.00 0.0001 1.008    N  3.39e-02  3.39e-02  2.77e-05  5.00e+00
 6.00 0.0001 1.008    O  6.41e-04  8.80e-04  2.40e-04  5.00e+00
 6.00 0.0001 1.008    F  1.92e-08  2.93e-08  1.01e-08  5.00e+00
 6.00 0.0001 1.008   Ne  4.84e-04  5.27e-04  4.38e-05  5.00e+00
 6.00 0.0001 1.008   Mg  4.65e-04  4.82e-04  1.65e-05  5.00e+00
 6.00 0.0001 1.008   Si  1.49e-05  3.27e-05  1.77e-05  5.00e+00
 6.00 0.0001 1.008    S  1.14e-07  1.47e-05  1.46e-05  5.00e+00
 6.00 0.0001 1.008   Fe -4.76e-07  3.13e-05  3.18e-05  5.00e+00
