#---Details of Columns:
#    M0 (solMass)          (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Z0                    (F7.4)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)          (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                    (a4)    Species i (2) [ucd=phys.atmol.element]
#    Yield (solMass)       (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass)    (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)       (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    M(i)lostall (solMass) (D9.2)  Total mass lost in the wind [ucd=phys.mass]
#----- ----- ----- ---- --------- --------- --------- -----------
#M0                                                                 
#(sol        M1 (so     Yield     M(i)lost  M(i)0     M(i)lostall
#Mass) Z0    lMass) El  (solMass) (solMass) (solMass) (solMass)  
#----- ----- ----- ---- --------- --------- --------- -----------
 1.00 0.0001 0.720    p -5.64e-03  2.10e-01  2.16e-01  2.80e-01
 1.00 0.0001 0.720   He  5.37e-03  6.98e-02  6.44e-02  2.80e-01
 1.00 0.0001 0.720    C  2.50e-04  2.55e-04  4.29e-06  2.80e-01
 1.00 0.0001 0.720    N  4.02e-06  5.58e-06  1.56e-06  2.80e-01
 1.00 0.0001 0.720    O  1.15e-05  2.49e-05  1.34e-05  2.80e-01
 1.00 0.0001 0.720    F  5.29e-09  5.86e-09  5.67e-10  2.80e-01
 1.00 0.0001 0.720   Ne  1.32e-06  3.77e-06  2.46e-06  2.80e-01
 1.00 0.0001 0.720   Mg  2.10e-08  9.46e-07  9.25e-07  2.80e-01
 1.00 0.0001 0.720   Si  7.95e-09  1.00e-06  9.96e-07  2.80e-01
 1.00 0.0001 0.720    S -1.95e-10  8.21e-07  8.22e-07  2.80e-01
 1.00 0.0001 0.720   Fe -5.20e-09  1.78e-06  1.79e-06  2.80e-01
 1.25 0.0001 0.668    p -2.99e-02  4.18e-01  4.48e-01  5.82e-01
 1.25 0.0001 0.668   He  2.59e-02  1.60e-01  1.34e-01  5.82e-01
 1.25 0.0001 0.668    C  3.72e-03  3.73e-03  8.93e-06  5.82e-01
 1.25 0.0001 0.668    N  1.98e-05  2.30e-05  3.22e-06  5.82e-01
 1.25 0.0001 0.668    O  9.55e-05  1.23e-04  2.80e-05  5.82e-01
 1.25 0.0001 0.668    F  1.59e-07  1.60e-07  1.18e-09  5.82e-01
 1.25 0.0001 0.668   Ne  6.58e-05  7.08e-05  5.10e-06  5.82e-01
 1.25 0.0001 0.668   Mg  3.11e-07  2.23e-06  1.92e-06  5.82e-01
 1.25 0.0001 0.668   Si  2.08e-08  2.10e-06  2.07e-06  5.82e-01
 1.25 0.0001 0.668    S -3.57e-09  1.70e-06  1.70e-06  5.82e-01
 1.25 0.0001 0.668   Fe -1.74e-08  3.69e-06  3.71e-06  5.82e-01
 1.50 0.0001 0.661    p -5.88e-02  5.87e-01  6.46e-01  8.39e-01
 1.50 0.0001 0.661   He  4.63e-02  2.39e-01  1.93e-01  8.39e-01
 1.50 0.0001 0.661    C  1.16e-02  1.16e-02  1.29e-05  8.39e-01
 1.50 0.0001 0.661    N  3.99e-05  4.45e-05  4.65e-06  8.39e-01
 1.50 0.0001 0.661    O  2.75e-04  3.16e-04  4.03e-05  8.39e-01
 1.50 0.0001 0.661    F  1.25e-06  1.25e-06  1.70e-09  8.39e-01
 1.50 0.0001 0.661   Ne  5.43e-04  5.50e-04  7.35e-06  8.39e-01
 1.50 0.0001 0.661   Mg  4.07e-06  6.83e-06  2.77e-06  8.39e-01
 1.50 0.0001 0.661   Si  4.36e-08  3.02e-06  2.98e-06  8.39e-01
 1.50 0.0001 0.661    S -7.54e-09  2.45e-06  2.46e-06  8.39e-01
 1.50 0.0001 0.661   Fe -4.14e-08  5.30e-06  5.34e-06  8.39e-01
 1.75 0.0001 0.664    p -1.13e-01  7.23e-01  8.36e-01  1.09e+00
 1.75 0.0001 0.664   He  8.72e-02  3.37e-01  2.50e-01  1.09e+00
 1.75 0.0001 0.664    C  2.31e-02  2.31e-02  1.67e-05  1.09e+00
 1.75 0.0001 0.664    N  5.35e-05  5.95e-05  6.02e-06  1.09e+00
 1.75 0.0001 0.664    O  4.27e-04  4.79e-04  5.22e-05  1.09e+00
 1.75 0.0001 0.664    F  4.80e-06  4.80e-06  2.20e-09  1.09e+00
 1.75 0.0001 0.664   Ne  2.09e-03  2.11e-03  9.52e-06  1.09e+00
 1.75 0.0001 0.664   Mg  2.96e-05  3.32e-05  3.59e-06  1.09e+00
 1.75 0.0001 0.664   Si  1.17e-07  3.98e-06  3.86e-06  1.09e+00
 1.75 0.0001 0.664    S -1.83e-08  3.16e-06  3.19e-06  1.09e+00
 1.75 0.0001 0.664   Fe -9.09e-08  6.82e-06  6.91e-06  1.09e+00
 1.90 0.0001 0.681    p -1.41e-01  7.98e-01  9.38e-01  1.22e+00
 1.90 0.0001 0.681   He  1.07e-01  3.87e-01  2.80e-01  1.22e+00
 1.90 0.0001 0.681    C  2.97e-02  2.97e-02  1.87e-05  1.22e+00
 1.90 0.0001 0.681    N  6.43e-05  7.10e-05  6.76e-06  1.22e+00
 1.90 0.0001 0.681    O  4.79e-04  5.38e-04  5.87e-05  1.22e+00
 1.90 0.0001 0.681    F  7.82e-06  7.82e-06  2.47e-09  1.22e+00
 1.90 0.0001 0.681   Ne  3.36e-03  3.37e-03  1.07e-05  1.22e+00
 1.90 0.0001 0.681   Mg  6.34e-05  6.74e-05  4.03e-06  1.22e+00
 1.90 0.0001 0.681   Si  2.04e-07  4.54e-06  4.33e-06  1.22e+00
 1.90 0.0001 0.681    S -3.30e-08  3.54e-06  3.57e-06  1.22e+00
 1.90 0.0001 0.681   Fe -1.01e-07  7.66e-06  7.76e-06  1.22e+00
 2.00 0.0001 0.685    p -1.71e-01  8.42e-01  1.01e+00  1.32e+00
 2.00 0.0001 0.685   He  1.29e-01  4.32e-01  3.02e-01  1.32e+00
 2.00 0.0001 0.685    C  3.57e-02  3.57e-02  2.01e-05  1.32e+00
 2.00 0.0001 0.685    N  7.08e-05  7.81e-05  7.29e-06  1.32e+00
 2.00 0.0001 0.685    O  5.16e-04  5.80e-04  6.33e-05  1.32e+00
 2.00 0.0001 0.685    F  1.10e-05  1.10e-05  2.66e-09  1.32e+00
 2.00 0.0001 0.685   Ne  4.65e-03  4.67e-03  1.15e-05  1.32e+00
 2.00 0.0001 0.685   Mg  1.20e-04  1.25e-04  4.35e-06  1.32e+00
 2.00 0.0001 0.685   Si  3.92e-07  5.07e-06  4.68e-06  1.32e+00
 2.00 0.0001 0.685    S -4.68e-08  3.81e-06  3.85e-06  1.32e+00
 2.00 0.0001 0.685   Fe -1.17e-07  8.26e-06  8.37e-06  1.32e+00
 2.25 0.0001 0.713    p -2.15e-01  9.68e-01  1.18e+00  1.54e+00
 2.25 0.0001 0.713   He  1.58e-01  5.11e-01  3.53e-01  1.54e+00
 2.25 0.0001 0.713    C  4.84e-02  4.84e-02  2.36e-05  1.54e+00
 2.25 0.0001 0.713    N  7.29e-05  8.14e-05  8.52e-06  1.54e+00
 2.25 0.0001 0.713    O  6.31e-04  7.05e-04  7.39e-05  1.54e+00
 2.25 0.0001 0.713    F  1.88e-05  1.88e-05  3.11e-09  1.54e+00
 2.25 0.0001 0.713   Ne  7.46e-03  7.47e-03  1.34e-05  1.54e+00
 2.25 0.0001 0.713   Mg  3.57e-04  3.62e-04  5.08e-06  1.54e+00
 2.25 0.0001 0.713   Si  1.95e-06  7.41e-06  5.46e-06  1.54e+00
 2.25 0.0001 0.713    S -9.71e-08  4.41e-06  4.50e-06  1.54e+00
 2.25 0.0001 0.713   Fe -2.77e-07  9.51e-06  9.79e-06  1.54e+00
 2.50 0.0001 0.732    p -2.02e-01  1.16e+00  1.36e+00  1.77e+00
