#---Details of Columns:
#    M0 (solMass)          (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Z0                    (D10.3)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)          (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                    (a4)    Species i (2) [ucd=phys.atmol.element]
#    Yield (solMass)       (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass)    (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)       (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    M(i)lostall (solMass) (D9.2)  Total mass lost in the wind [ucd=phys.mass]
#----- --------- ----- ---- --------- --------- --------- -----------
#M0                                                                 
#(sol            M1 (so     Yield     M(i)lost  M(i)0     M(i)lostall
#Mass) Z0        lMass) El  (solMass) (solMass) (solMass) (solMass)  
#----- --------- ----- ---- --------- --------- --------- -----------
 1.25  1.345e-04 0.668   He  2.58e-02  1.60e-01  1.34e-01  5.82e-01
 1.25  1.345e-04 0.668    C  3.69e-03  3.70e-03  1.22e-05  5.82e-01
 1.25  1.345e-04 0.668    N  2.07e-05  2.50e-05  4.39e-06  5.82e-01
 1.25  1.345e-04 0.668    O  9.46e-05  1.32e-04  3.81e-05  5.82e-01
 1.25  1.345e-04 0.668    F  1.58e-07  1.59e-07  1.61e-09  5.82e-01
 1.25  1.345e-04 0.668   Ne  6.52e-05  7.21e-05  6.94e-06  5.82e-01
 1.25  1.345e-04 0.668   Mg  3.08e-07  2.92e-06  2.61e-06  5.82e-01
 1.25  1.345e-04 0.668   Si  2.06e-08  2.85e-06  2.82e-06  5.82e-01
 1.25  1.345e-04 0.668    S -3.54e-09  2.32e-06  2.32e-06  5.82e-01
 1.25  1.345e-04 0.668   Fe -1.72e-08  5.03e-06  5.05e-06  5.82e-01
 1.50  1.345e-04 0.661    p -5.85e-02  5.87e-01  6.46e-01  8.39e-01
 1.50  1.345e-04 0.661   He  4.61e-02  2.39e-01  1.93e-01  8.39e-01
 1.50  1.345e-04 0.661    C  1.15e-02  1.15e-02  1.75e-05  8.39e-01
 1.50  1.345e-04 0.661    N  4.14e-05  4.76e-05  6.33e-06  8.39e-01
 1.50  1.345e-04 0.661    O  2.73e-04  3.28e-04  5.47e-05  8.39e-01
 1.50  1.345e-04 0.661    F  1.24e-06  1.24e-06  2.31e-09  8.39e-01
 1.50  1.345e-04 0.661   Ne  5.38e-04  5.48e-04  9.98e-06  8.39e-01
 1.50  1.345e-04 0.661   Mg  4.03e-06  7.79e-06  3.76e-06  8.39e-01
 1.50  1.345e-04 0.661   Si  4.33e-08  4.09e-06  4.05e-06  8.39e-01
 1.50  1.345e-04 0.661    S -7.51e-09  3.33e-06  3.34e-06  8.39e-01
 1.50  1.345e-04 0.661   Fe -4.10e-08  7.22e-06  7.26e-06  8.39e-01
 1.75  1.345e-04 0.660    p -1.12e-01  7.24e-01  8.36e-01  1.09e+00
 1.75  1.345e-04 0.660   He  8.67e-02  3.37e-01  2.50e-01  1.09e+00
 1.75  1.345e-04 0.660    C  2.29e-02  2.29e-02  2.26e-05  1.09e+00
 1.75  1.345e-04 0.660    N  5.57e-05  6.39e-05  8.16e-06  1.09e+00
 1.75  1.345e-04 0.660    O  4.24e-04  4.95e-04  7.08e-05  1.09e+00
 1.75  1.345e-04 0.660    F  4.76e-06  4.76e-06  2.98e-09  1.09e+00
 1.75  1.345e-04 0.660   Ne  2.07e-03  2.10e-03  1.29e-05  1.09e+00
 1.75  1.345e-04 0.660   Mg  2.93e-05  3.42e-05  4.87e-06  1.09e+00
 1.75  1.345e-04 0.660   Si  1.16e-07  5.35e-06  5.23e-06  1.09e+00
 1.75  1.345e-04 0.660    S -1.83e-08  4.29e-06  4.32e-06  1.09e+00
 1.75  1.345e-04 0.660   Fe -9.01e-08  9.29e-06  9.37e-06  1.09e+00
 1.90  1.345e-04 0.680    p -1.40e-01  7.99e-01  9.38e-01  1.22e+00
 1.90  1.345e-04 0.680   He  1.06e-01  3.87e-01  2.80e-01  1.22e+00
 1.90  1.345e-04 0.680    C  2.95e-02  2.95e-02  2.54e-05  1.22e+00
 1.90  1.345e-04 0.680    N  6.69e-05  7.60e-05  9.17e-06  1.22e+00
 1.90  1.345e-04 0.680    O  4.76e-04  5.56e-04  7.97e-05  1.22e+00
 1.90  1.345e-04 0.680    F  7.76e-06  7.76e-06  3.35e-09  1.22e+00
 1.90  1.345e-04 0.680   Ne  3.33e-03  3.35e-03  1.45e-05  1.22e+00
 1.90  1.345e-04 0.680   Mg  6.29e-05  6.83e-05  5.47e-06  1.22e+00
 1.90  1.345e-04 0.680   Si  2.03e-07  6.09e-06  5.88e-06  1.22e+00
 1.90  1.345e-04 0.680    S -3.31e-08  4.82e-06  4.85e-06  1.22e+00
 1.90  1.345e-04 0.680   Fe -1.00e-07  1.04e-05  1.05e-05  1.22e+00
 2.10  1.345e-04 0.692    p -1.87e-01  8.94e-01  1.08e+00  1.41e+00
 2.10  1.345e-04 0.692   He  1.40e-01  4.63e-01  3.23e-01  1.41e+00
 2.10  1.345e-04 0.692    C  4.05e-02  4.05e-02  2.92e-05  1.41e+00
 2.10  1.345e-04 0.692    N  7.42e-05  8.48e-05  1.06e-05  1.41e+00
 2.10  1.345e-04 0.692    O  5.58e-04  6.51e-04  9.16e-05  1.41e+00
 2.10  1.345e-04 0.692    F  1.40e-05  1.40e-05  3.86e-09  1.41e+00
 2.10  1.345e-04 0.692   Ne  5.73e-03  5.75e-03  1.67e-05  1.41e+00
 2.10  1.345e-04 0.692   Mg  2.13e-04  2.20e-04  6.29e-06  1.41e+00
 2.10  1.345e-04 0.692   Si  1.01e-06  7.78e-06  6.78e-06  1.41e+00
 2.10  1.345e-04 0.692    S -6.70e-08  5.52e-06  5.58e-06  1.41e+00
 2.10  1.345e-04 0.692   Fe -1.79e-07  1.19e-05  1.21e-05  1.41e+00
 2.25  1.345e-04 0.710    p -2.14e-01  9.69e-01  1.18e+00  1.54e+00
 2.25  1.345e-04 0.710   He  1.57e-01  5.11e-01  3.53e-01  1.54e+00
 2.25  1.345e-04 0.710    C  4.82e-02  4.82e-02  3.20e-05  1.54e+00
 2.25  1.345e-04 0.710    N  7.62e-05  8.78e-05  1.15e-05  1.54e+00
 2.25  1.345e-04 0.710    O  6.27e-04  7.28e-04  1.00e-04  1.54e+00
 2.25  1.345e-04 0.710    F  1.87e-05  1.87e-05  4.22e-09  1.54e+00
 2.25  1.345e-04 0.710   Ne  7.41e-03  7.42e-03  1.82e-05  1.54e+00
 2.25  1.345e-04 0.710   Mg  3.54e-04  3.61e-04  6.88e-06  1.54e+00
 2.25  1.345e-04 0.710   Si  1.94e-06  9.34e-06  7.40e-06  1.54e+00
 2.25  1.345e-04 0.710    S -9.91e-08  6.01e-06  6.11e-06  1.54e+00
 2.25  1.345e-04 0.710   Fe -2.76e-07  1.30e-05  1.33e-05  1.54e+00
 2.50  1.345e-04 0.729    p -2.02e-01  1.16e+00  1.36e+00  1.77e+00
 2.50  1.345e-04 0.729   He  1.45e-01  5.52e-01  4.07e-01  1.77e+00
 2.50  1.345e-04 0.729    C  4.91e-02  4.91e-02  3.68e-05  1.77e+00
 2.50  1.345e-04 0.729    N  5.33e-05  6.65e-05  1.33e-05  1.77e+00
 2.50  1.345e-04 0.729    O  6.86e-04  8.02e-04  1.15e-04  1.77e+00
 2.50  1.345e-04 0.729    F  1.49e-05  1.49e-05  4.86e-09  1.77e+00
 2.50  1.345e-04 0.729   Ne  5.55e-03  5.58e-03  2.10e-05  1.77e+00
 2.50  1.345e-04 0.729   Mg  7.07e-04  7.13e-04  7.91e-06  1.77e+00
 2.50  1.345e-04 0.729   Si  8.22e-06  1.68e-05  8.53e-06  1.77e+00
 2.50  1.345e-04 0.729    S -1.53e-07  6.89e-06  7.04e-06  1.77e+00
 2.50  1.345e-04 0.729   Fe -4.97e-07  1.48e-05  1.52e-05  1.77e+00
 3.00  1.345e-04 0.809    p -1.03e-01  1.58e+00  1.68e+00  2.19e+00
 3.00  1.345e-04 0.809   He  7.70e-02  5.80e-01  5.04e-01  2.19e+00
 3.00  1.345e-04 0.809    C  2.40e-02  2.40e-02  4.57e-05  2.19e+00
 3.00  1.345e-04 0.809    N  8.13e-05  9.78e-05  1.64e-05  2.19e+00
 3.00  1.345e-04 0.809    O  4.13e-04  5.56e-04  1.43e-04  2.19e+00
 3.00  1.345e-04 0.809    F  1.86e-06  1.87e-06  6.02e-09  2.19e+00
 3.00  1.345e-04 0.809   Ne  9.72e-04  9.99e-04  2.61e-05  2.19e+00
 3.00  1.345e-04 0.809   Mg  2.24e-04  2.34e-04  9.81e-06  2.19e+00
 3.00  1.345e-04 0.809   Si  3.73e-06  1.43e-05  1.06e-05  2.19e+00
 3.00  1.345e-04 0.809    S -8.99e-08  8.62e-06  8.71e-06  2.19e+00
 3.00  1.345e-04 0.809   Fe -3.12e-07  1.87e-05  1.89e-05  2.19e+00
 3.50  1.345e-04 0.860    p -1.44e-01  1.89e+00  2.04e+00  2.64e+00
 3.50  1.345e-04 0.860   He  1.17e-01  7.25e-01  6.09e-01  2.64e+00
 3.50  1.345e-04 0.860    C  7.60e-03  7.65e-03  5.48e-05  2.64e+00
 3.50  1.345e-04 0.860    N  1.79e-02  1.80e-02  1.98e-05  2.64e+00
 3.50  1.345e-04 0.860    O  4.49e-04  6.20e-04  1.72e-04  2.64e+00
 3.50  1.345e-04 0.860    F  6.32e-07  6.39e-07  7.24e-09  2.64e+00
 3.50  1.345e-04 0.860   Ne  6.69e-04  7.01e-04  3.13e-05  2.64e+00
 3.50  1.345e-04 0.860   Mg  2.11e-04  2.22e-04  1.18e-05  2.64e+00
 3.50  1.345e-04 0.860   Si  4.19e-06  1.69e-05  1.27e-05  2.64e+00
 3.50  1.345e-04 0.860    S -7.68e-08  1.04e-05  1.05e-05  2.64e+00
 3.50  1.345e-04 0.860   Fe -3.31e-07  2.25e-05  2.28e-05  2.64e+00
 4.00  1.345e-04 0.870    p -2.36e-01  2.17e+00  2.41e+00  3.13e+00
 4.00  1.345e-04 0.870   He  2.02e-01  9.22e-01  7.20e-01  3.13e+00
 4.00  1.345e-04 0.870    C  5.48e-03  5.55e-03  6.46e-05  3.13e+00
 4.00  1.345e-04 0.870    N  2.63e-02  2.63e-02  2.34e-05  3.13e+00
 4.00  1.345e-04 0.870    O  6.44e-04  8.47e-04  2.02e-04  3.13e+00
 4.00  1.345e-04 0.870    F  5.15e-07  5.23e-07  8.53e-09  3.13e+00
 4.00  1.345e-04 0.870   Ne  8.61e-04  8.99e-04  3.69e-05  3.13e+00
 4.00  1.345e-04 0.870   Mg  2.67e-04  2.81e-04  1.39e-05  3.13e+00
 4.00  1.345e-04 0.870   Si  6.25e-06  2.12e-05  1.50e-05  3.13e+00
 4.00  1.345e-04 0.870    S -8.83e-08  1.23e-05  1.23e-05  3.13e+00
 4.00  1.345e-04 0.870   Fe -4.30e-07  2.65e-05  2.68e-05  3.13e+00
 4.50  1.345e-04 0.900    p -2.92e-01  2.48e+00  2.77e+00  3.60e+00
 4.50  1.345e-04 0.900   He  2.65e-01  1.09e+00  8.30e-01  3.60e+00
 4.50  1.345e-04 0.900    C  3.79e-03  3.87e-03  7.45e-05  3.60e+00
 4.50  1.345e-04 0.900    N  2.26e-02  2.26e-02  2.69e-05  3.60e+00
 4.50  1.345e-04 0.900    O  4.66e-04  6.99e-04  2.33e-04  3.60e+00
 4.50  1.345e-04 0.900    F  2.14e-07  2.24e-07  9.84e-09  3.60e+00
 4.50  1.345e-04 0.900   Ne  5.15e-04  5.57e-04  4.26e-05  3.60e+00
 4.50  1.345e-04 0.900   Mg  1.81e-04  1.98e-04  1.60e-05  3.60e+00
 4.50  1.345e-04 0.900   Si  4.33e-06  2.16e-05  1.73e-05  3.60e+00
 4.50  1.345e-04 0.900    S -9.14e-08  1.41e-05  1.43e-05  3.60e+00
 4.50  1.345e-04 0.900   Fe -4.31e-07  3.05e-05  3.10e-05  3.60e+00
 5.00  1.345e-04 0.930    p -3.73e-01  2.76e+00  3.13e+00  4.07e+00
 5.00  1.345e-04 0.930   He  3.44e-01  1.28e+00  9.37e-01  4.07e+00
 5.00  1.345e-04 0.930    C  3.14e-03  3.22e-03  8.41e-05  4.07e+00
 5.00  1.345e-04 0.930    N  2.44e-02  2.45e-02  3.04e-05  4.07e+00
 5.00  1.345e-04 0.930    O  3.87e-04  6.51e-04  2.64e-04  4.07e+00
 5.00  1.345e-04 0.930    F  9.79e-08  1.09e-07  1.11e-08  4.07e+00
 5.00  1.345e-04 0.930   Ne  4.55e-04  5.02e-04  4.81e-05  4.07e+00
 5.00  1.345e-04 0.930   Mg  2.24e-04  2.42e-04  1.82e-05  4.07e+00
 5.00  1.345e-04 0.930   Si  5.57e-06  2.50e-05  1.95e-05  4.07e+00
 5.00  1.345e-04 0.930    S -9.20e-08  1.60e-05  1.60e-05  4.07e+00
 5.00  1.345e-04 0.930   Fe -5.34e-07  3.44e-05  3.49e-05  4.07e+00
 5.50  1.345e-04 0.970    p -4.53e-01  3.04e+00  3.49e+00  4.53e+00
 5.50  1.345e-04 0.970   He  4.21e-01  1.46e+00  1.04e+00  4.53e+00
 5.50  1.345e-04 0.970    C  2.91e-03  3.01e-03  9.37e-05  4.53e+00
 5.50  1.345e-04 0.970    N  2.81e-02  2.82e-02  3.38e-05  4.53e+00
 5.50  1.345e-04 0.970    O  3.41e-04  6.36e-04  2.95e-04  4.53e+00
 5.50  1.345e-04 0.970    F  6.15e-08  7.39e-08  1.24e-08  4.53e+00
 5.50  1.345e-04 0.970   Ne  4.64e-04  5.17e-04  5.35e-05  4.53e+00
 5.50  1.345e-04 0.970   Mg  3.29e-04  3.50e-04  2.02e-05  4.53e+00
 5.50  1.345e-04 0.970   Si  8.80e-06  3.06e-05  2.17e-05  4.53e+00
 5.50  1.345e-04 0.970    S -2.71e-08  1.79e-05  1.79e-05  4.53e+00
 5.50  1.345e-04 0.970   Fe -5.46e-07  3.84e-05  3.89e-05  4.53e+00
 6.00  1.345e-04 1.000    p -5.56e-01  3.29e+00  3.84e+00  5.00e+00
 6.00  1.345e-04 1.000   He  5.18e-01  1.67e+00  1.15e+00  5.00e+00
 6.00  1.345e-04 1.000    C  2.25e-03  2.34e-03  1.03e-04  5.00e+00
 6.00  1.345e-04 1.000    N  3.41e-02  3.41e-02  3.73e-05  5.00e+00
 6.00  1.345e-04 1.000    O  5.84e-04  9.06e-04  3.23e-04  5.00e+00
 6.00  1.345e-04 1.000    F  1.74e-08  3.10e-08  1.36e-08  5.00e+00
 6.00  1.345e-04 1.000   Ne  4.88e-04  5.46e-04  5.91e-05  5.00e+00
 6.00  1.345e-04 1.000   Mg  4.68e-04  4.91e-04  2.22e-05  5.00e+00
 6.00  1.345e-04 1.000   Si  1.52e-05  3.91e-05  2.39e-05  5.00e+00
 6.00  1.345e-04 1.000    S  7.06e-08  1.97e-05  1.97e-05  5.00e+00
 6.00  1.345e-04 1.000   Fe -6.18e-07  4.23e-05  4.28e-05  5.00e+00
