#---Details of Columns:
#    M0 (solMass)          (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Z0                    (D10.3)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)          (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                    (a4)    Species i (2) [ucd=phys.atmol.element]
#    Yield (solMass)       (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass)    (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)       (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    M(i)lostall (solMass) (D9.2)  Total mass lost in the wind [ucd=phys.mass]
#----- --------- ----- ---- --------- --------- --------- -----------
#M0                                                                 
#(sol            M1 (so     Yield     M(i)lost  M(i)0     M(i)lostall
#Mass) Z0        lMass) El  (solMass) (solMass) (solMass) (solMass)  
#----- --------- ----- ---- --------- --------- --------- -----------
 1.25  3.362e-03 0.646    S -9.14e-10  5.99e-05  5.99e-05  6.04e-01
 1.25  3.362e-03 0.646   Fe -2.39e-09  1.30e-04  1.30e-04  6.04e-01
 1.50  3.362e-03 0.633    p -2.77e-02  6.24e-01  6.52e-01  8.67e-01
 1.50  3.362e-03 0.633   He  2.41e-02  2.36e-01  2.12e-01  8.67e-01
 1.50  3.362e-03 0.633    C  3.29e-03  3.75e-03  4.50e-04  8.67e-01
 1.50  3.362e-03 0.633    N  1.77e-04  3.39e-04  1.63e-04  8.67e-01
 1.50  3.362e-03 0.633    O  6.92e-05  1.48e-03  1.40e-03  8.67e-01
 1.50  3.362e-03 0.633    F  2.44e-07  3.03e-07  5.94e-08  8.67e-01
 1.50  3.362e-03 0.633   Ne  1.17e-04  3.74e-04  2.56e-04  8.67e-01
 1.50  3.362e-03 0.633   Mg  6.50e-07  9.73e-05  9.66e-05  8.67e-01
 1.50  3.362e-03 0.633   Si  1.78e-08  1.04e-04  1.04e-04  8.67e-01
 1.50  3.362e-03 0.633    S -5.02e-09  8.57e-05  8.57e-05  8.67e-01
 1.50  3.362e-03 0.633   Fe -5.94e-09  1.87e-04  1.87e-04  8.67e-01
 1.75  3.362e-03 0.635    p -5.03e-02  7.87e-01  8.38e-01  1.12e+00
 1.75  3.362e-03 0.635   He  4.11e-02  3.14e-01  2.73e-01  1.12e+00
 1.75  3.362e-03 0.635    C  8.24e-03  8.81e-03  5.77e-04  1.12e+00
 1.75  3.362e-03 0.635    N  2.64e-04  4.73e-04  2.08e-04  1.12e+00
 1.75  3.362e-03 0.635    O  1.64e-04  1.98e-03  1.82e-03  1.12e+00
 1.75  3.362e-03 0.635    F  9.87e-07  1.06e-06  7.63e-08  1.12e+00
 1.75  3.362e-03 0.635   Ne  4.61e-04  7.93e-04  3.30e-04  1.12e+00
 1.75  3.362e-03 0.635   Mg  5.16e-06  1.29e-04  1.24e-04  1.12e+00
 1.75  3.362e-03 0.635   Si  5.81e-08  1.34e-04  1.34e-04  1.12e+00
 1.75  3.362e-03 0.635    S -1.98e-08  1.10e-04  1.10e-04  1.12e+00
 1.75  3.362e-03 0.635   Fe -1.30e-08  2.40e-04  2.40e-04  1.12e+00
 1.90  3.362e-03 0.647    p -6.41e-02  8.78e-01  9.42e-01  1.25e+00
 1.90  3.362e-03 0.647   He  5.07e-02  3.57e-01  3.07e-01  1.25e+00
 1.90  3.362e-03 0.647    C  1.20e-02  1.27e-02  6.50e-04  1.25e+00
 1.90  3.362e-03 0.647    N  3.09e-04  5.44e-04  2.34e-04  1.25e+00
 1.90  3.362e-03 0.647    O  1.95e-04  2.24e-03  2.04e-03  1.25e+00
 1.90  3.362e-03 0.647    F  1.78e-06  1.86e-06  8.57e-08  1.25e+00
 1.90  3.362e-03 0.647   Ne  8.11e-04  1.18e-03  3.71e-04  1.25e+00
 1.90  3.362e-03 0.647   Mg  1.16e-05  1.52e-04  1.40e-04  1.25e+00
 1.90  3.362e-03 0.647   Si  1.11e-07  1.51e-04  1.51e-04  1.25e+00
 1.90  3.362e-03 0.647    S -4.27e-08  1.24e-04  1.24e-04  1.25e+00
 1.90  3.362e-03 0.647   Fe -1.63e-08  2.70e-04  2.70e-04  1.25e+00
 2.10  3.362e-03 0.657    p -7.61e-02  1.01e+00  1.09e+00  1.44e+00
 2.10  3.362e-03 0.657   He  5.78e-02  4.10e-01  3.53e-01  1.44e+00
 2.10  3.362e-03 0.657    C  1.63e-02  1.70e-02  7.48e-04  1.44e+00
 2.10  3.362e-03 0.657    N  3.16e-04  5.87e-04  2.70e-04  1.44e+00
 2.10  3.362e-03 0.657    O  2.27e-04  2.58e-03  2.34e-03  1.44e+00
 2.10  3.362e-03 0.657    F  3.17e-06  3.27e-06  9.92e-08  1.44e+00
 2.10  3.362e-03 0.657   Ne  1.37e-03  1.80e-03  4.28e-04  1.44e+00
 2.10  3.362e-03 0.657   Mg  3.79e-05  1.99e-04  1.61e-04  1.44e+00
 2.10  3.362e-03 0.657   Si  2.96e-07  1.74e-04  1.74e-04  1.44e+00
 2.10  3.362e-03 0.657    S -7.54e-08  1.43e-04  1.43e-04  1.44e+00
 2.10  3.362e-03 0.657   Fe -3.23e-08  3.10e-04  3.10e-04  1.44e+00
 2.25  3.362e-03 0.668    p -1.19e-01  1.07e+00  1.19e+00  1.58e+00
 2.25  3.362e-03 0.668   He  8.85e-02  4.74e-01  3.86e-01  1.58e+00
 2.25  3.362e-03 0.668    C  2.71e-02  2.78e-02  8.19e-04  1.58e+00
 2.25  3.362e-03 0.668    N  3.88e-04  6.84e-04  2.95e-04  1.58e+00
 2.25  3.362e-03 0.668    O  2.71e-04  2.83e-03  2.56e-03  1.58e+00
 2.25  3.362e-03 0.668    F  6.42e-06  6.53e-06  1.08e-07  1.58e+00
 2.25  3.362e-03 0.668   Ne  2.71e-03  3.18e-03  4.68e-04  1.58e+00
 2.25  3.362e-03 0.668   Mg  7.81e-05  2.54e-04  1.76e-04  1.58e+00
 2.25  3.362e-03 0.668   Si  7.68e-07  1.90e-04  1.89e-04  1.58e+00
 2.25  3.362e-03 0.668    S -2.86e-07  1.55e-04  1.56e-04  1.58e+00
 2.25  3.362e-03 0.668   Fe -2.13e-07  3.39e-04  3.40e-04  1.58e+00
 2.50  3.362e-03 0.680    p -1.59e-01  1.21e+00  1.37e+00  1.82e+00
 2.50  3.362e-03 0.680   He  1.17e-01  5.62e-01  4.45e-01  1.82e+00
 2.50  3.362e-03 0.680    C  3.63e-02  3.73e-02  9.41e-04  1.82e+00
 2.50  3.362e-03 0.680    N  4.96e-04  8.37e-04  3.41e-04  1.82e+00
 2.50  3.362e-03 0.680    O  1.94e-04  3.15e-03  2.96e-03  1.82e+00
 2.50  3.362e-03 0.680    F  9.70e-06  9.82e-06  1.24e-07  1.82e+00
 2.50  3.362e-03 0.680   Ne  3.89e-03  4.44e-03  5.40e-04  1.82e+00
 2.50  3.362e-03 0.680   Mg  1.81e-04  3.83e-04  2.03e-04  1.82e+00
 2.50  3.362e-03 0.680   Si  2.43e-06  2.22e-04  2.18e-04  1.82e+00
 2.50  3.362e-03 0.680    S -6.91e-07  1.80e-04  1.81e-04  1.82e+00
 2.50  3.362e-03 0.680   Fe -8.16e-07  3.91e-04  3.92e-04  1.82e+00
 3.00  3.362e-03 0.743    p -1.51e-01  1.55e+00  1.70e+00  2.26e+00
 3.00  3.362e-03 0.743   He  1.11e-01  6.63e-01  5.52e-01  2.26e+00
 3.00  3.362e-03 0.743    C  3.54e-02  3.65e-02  1.18e-03  2.26e+00
 3.00  3.362e-03 0.743    N  6.10e-04  1.03e-03  4.23e-04  2.26e+00
 3.00  3.362e-03 0.743    O  7.49e-05  3.74e-03  3.66e-03  2.26e+00
 3.00  3.362e-03 0.743    F  9.74e-06  9.91e-06  1.55e-07  2.26e+00
 3.00  3.362e-03 0.743   Ne  3.12e-03  3.78e-03  6.69e-04  2.26e+00
 3.00  3.362e-03 0.743   Mg  2.46e-04  4.98e-04  2.52e-04  2.26e+00
 3.00  3.362e-03 0.743   Si  4.71e-06  2.75e-04  2.71e-04  2.26e+00
 3.00  3.362e-03 0.743    S -1.93e-06  2.22e-04  2.24e-04  2.26e+00
 3.00  3.362e-03 0.743   Fe -4.13e-06  4.82e-04  4.86e-04  2.26e+00
 3.50  3.362e-03 0.818    p -1.03e-01  1.92e+00  2.01e+00  2.68e+00
 3.50  3.362e-03 0.818   He  7.71e-02  7.33e-01  6.56e-01  2.68e+00
 3.50  3.362e-03 0.818    C  2.05e-02  2.20e-02  1.39e-03  2.68e+00
 3.50  3.362e-03 0.818    N  3.82e-03  4.34e-03  5.01e-04  2.68e+00
 3.50  3.362e-03 0.818    O  1.56e-04  4.49e-03  4.35e-03  2.68e+00
 3.50  3.362e-03 0.818    F  2.73e-06  2.91e-06  1.83e-07  2.68e+00
 3.50  3.362e-03 0.818   Ne  9.62e-04  1.76e-03  7.92e-04  2.68e+00
 3.50  3.362e-03 0.818   Mg  2.26e-04  5.24e-04  2.98e-04  2.68e+00
 3.50  3.362e-03 0.818   Si  9.29e-06  3.31e-04  3.21e-04  2.68e+00
 3.50  3.362e-03 0.818    S -1.86e-06  2.62e-04  2.65e-04  2.68e+00
 3.50  3.362e-03 0.818   Fe -4.91e-06  5.71e-04  5.76e-04  2.68e+00
 4.00  3.362e-03 0.862    p -1.75e-01  2.19e+00  2.37e+00  3.14e+00
 4.00  3.362e-03 0.862   He  1.42e-01  9.11e-01  7.70e-01  3.14e+00
 4.00  3.362e-03 0.862    C  8.40e-03  1.00e-02  1.62e-03  3.14e+00
 4.00  3.362e-03 0.862    N  2.35e-02  2.41e-02  5.87e-04  3.14e+00
 4.00  3.362e-03 0.862    O  1.23e-04  5.22e-03  5.09e-03  3.14e+00
 4.00  3.362e-03 0.862    F  2.01e-06  2.22e-06  2.14e-07  3.14e+00
 4.00  3.362e-03 0.862   Ne  9.75e-04  1.90e-03  9.25e-04  3.14e+00
 4.00  3.362e-03 0.862   Mg  3.62e-04  7.12e-04  3.49e-04  3.14e+00
 4.00  3.362e-03 0.862   Si  1.58e-05  3.93e-04  3.77e-04  3.14e+00
 4.00  3.362e-03 0.862    S -2.53e-06  3.08e-04  3.10e-04  3.14e+00
 4.00  3.362e-03 0.862   Fe -7.18e-06  6.67e-04  6.74e-04  3.14e+00
 4.50  3.362e-03 0.883    p -2.70e-01  2.45e+00  2.73e+00  3.62e+00
 4.50  3.362e-03 0.883   He  2.24e-01  1.11e+00  8.87e-01  3.62e+00
 4.50  3.362e-03 0.883    C  3.86e-03  5.72e-03  1.87e-03  3.62e+00
 4.50  3.362e-03 0.883    N  4.13e-02  4.20e-02  6.77e-04  3.62e+00
 4.50  3.362e-03 0.883    O -6.48e-04  5.22e-03  5.87e-03  3.62e+00
 4.50  3.362e-03 0.883    F  5.55e-07  8.03e-07  2.47e-07  3.62e+00
 4.50  3.362e-03 0.883   Ne  1.56e-03  2.64e-03  1.08e-03  3.62e+00
 4.50  3.362e-03 0.883   Mg  5.89e-04  9.93e-04  4.03e-04  3.62e+00
 4.50  3.362e-03 0.883   Si  2.69e-05  4.61e-04  4.34e-04  3.62e+00
 4.50  3.362e-03 0.883    S -3.95e-06  3.54e-04  3.57e-04  3.62e+00
 4.50  3.362e-03 0.883   Fe -1.23e-05  7.65e-04  7.77e-04  3.62e+00
 5.00  3.362e-03 0.913    p -4.20e-01  2.66e+00  3.08e+00  4.09e+00
 5.00  3.362e-03 0.913   He  3.57e-01  1.36e+00  9.98e-01  4.09e+00
 5.00  3.362e-03 0.913    C  3.32e-03  5.43e-03  2.11e-03  4.09e+00
 5.00  3.362e-03 0.913    N  5.80e-02  5.88e-02  7.64e-04  4.09e+00
 5.00  3.362e-03 0.913    O -2.24e-03  4.38e-03  6.62e-03  4.09e+00
 5.00  3.362e-03 0.913    F  2.70e-07  5.49e-07  2.79e-07  4.09e+00
 5.00  3.362e-03 0.913   Ne  2.04e-03  3.24e-03  1.21e-03  4.09e+00
 5.00  3.362e-03 0.913   Mg  1.12e-03  1.58e-03  4.55e-04  4.09e+00
 5.00  3.362e-03 0.913   Si  5.02e-05  5.39e-04  4.89e-04  4.09e+00
 5.00  3.362e-03 0.913    S -5.76e-06  3.98e-04  4.04e-04  4.09e+00
 5.00  3.362e-03 0.913   Fe -1.96e-05  8.57e-04  8.74e-04  4.09e+00
 5.50  3.362e-03 0.937    p -4.34e-01  3.00e+00  3.43e+00  4.56e+00
 5.50  3.362e-03 0.937   He  3.87e-01  1.50e+00  1.12e+00  4.56e+00
 5.50  3.362e-03 0.937    C  3.21e-03  5.56e-03  2.35e-03  4.56e+00
 5.50  3.362e-03 0.937    N  4.44e-02  4.52e-02  8.49e-04  4.56e+00
 5.50  3.362e-03 0.937    O -2.62e-03  4.78e-03  7.39e-03  4.56e+00
 5.50  3.362e-03 0.937    F  1.28e-07  4.39e-07  3.11e-07  4.56e+00
 5.50  3.362e-03 0.937   Ne  1.06e-03  2.41e-03  1.34e-03  4.56e+00
 5.50  3.362e-03 0.937   Mg  6.49e-04  1.16e-03  5.08e-04  4.56e+00
 5.50  3.362e-03 0.937   Si  3.32e-05  5.79e-04  5.46e-04  4.56e+00
 5.50  3.362e-03 0.937    S -3.91e-06  4.46e-04  4.50e-04  4.56e+00
 5.50  3.362e-03 0.937   Fe -1.31e-05  9.67e-04  9.75e-04  4.56e+00
 6.00  3.362e-03 0.975    p -5.54e-01  3.22e+00  3.77e+00  5.03e+00
 6.00  3.362e-03 0.975   He  5.05e-01  1.74e+00  1.23e+00  5.03e+00
 6.00  3.362e-03 0.975    C  1.98e-03  4.58e-03  2.60e-03  5.03e+00
 6.00  3.362e-03 0.975    N  4.98e-02  5.07e-02  9.33e-04  5.03e+00
 6.00  3.362e-03 0.975    O -4.76e-03  3.36e-03  8.13e-03  5.03e+00
 6.00  3.362e-03 0.975    F -1.47e-07  1.95e-07  3.42e-07  5.03e+00
 6.00  3.362e-03 0.975   Ne  8.44e-04  2.32e-03  1.49e-03  5.03e+00
 6.00  3.362e-03 0.975   Mg  7.64e-04  1.33e-03  5.58e-04  5.03e+00
 6.00  3.362e-03 0.975   Si  4.03e-05  6.41e-04  6.01e-04  5.03e+00
 6.00  3.362e-03 0.975    S -3.99e-06  4.92e-04  4.95e-04  5.03e+00
 6.00  3.362e-03 0.975   Fe -1.39e-05  1.07e-03  1.08e-03  5.03e+00
