#---Details of Columns:
#    M0 (solMass)          (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Z0                    (D10.3)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)          (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                    (a4)    Species i (2) [ucd=phys.atmol.element]
#    Yield (solMass)       (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass)    (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)       (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    M(i)lostall (solMass) (D9.2)  Total mass lost in the wind [ucd=phys.mass]
#----- --------- ----- ---- --------- --------- --------- -----------
#M0                                                                 
#(sol            M1 (so     Yield     M(i)lost  M(i)0     M(i)lostall
#Mass) Z0        lMass) El  (solMass) (solMass) (solMass) (solMass)  
#----- --------- ----- ---- --------- --------- --------- -----------
 2.10  1.345e-03 0.679    C  3.14e-02  3.17e-02  2.99e-04  1.42e+00
 2.10  1.345e-03 0.679    N  1.65e-04  2.73e-04  1.08e-04  1.42e+00
 2.10  1.345e-03 0.679    O  4.34e-04  1.37e-03  9.37e-04  1.42e+00
 2.10  1.345e-03 0.679    F  9.94e-06  9.98e-06  3.96e-08  1.42e+00
 2.10  1.345e-03 0.679   Ne  4.09e-03  4.27e-03  1.71e-04  1.42e+00
 2.10  1.345e-03 0.679   Mg  1.47e-04  2.12e-04  6.41e-05  1.42e+00
 2.10  1.345e-03 0.679   Si  7.41e-07  7.02e-05  6.95e-05  1.42e+00
 2.10  1.345e-03 0.679    S -7.02e-08  5.70e-05  5.71e-05  1.42e+00
 2.10  1.345e-03 0.679   Fe -1.24e-07  1.24e-04  1.24e-04  1.42e+00
 2.25  1.345e-03 0.694    p -1.78e-01  1.01e+00  1.18e+00  1.56e+00
 2.25  1.345e-03 0.694   He  1.31e-01  4.97e-01  3.66e-01  1.56e+00
 2.25  1.345e-03 0.694    C  4.03e-02  4.05e-02  3.27e-04  1.56e+00
 2.25  1.345e-03 0.694    N  1.93e-04  3.11e-04  1.18e-04  1.56e+00
 2.25  1.345e-03 0.694    O  4.94e-04  1.52e-03  1.02e-03  1.56e+00
 2.25  1.345e-03 0.694    F  1.41e-05  1.41e-05  4.33e-08  1.56e+00
 2.25  1.345e-03 0.694   Ne  5.65e-03  5.83e-03  1.87e-04  1.56e+00
 2.25  1.345e-03 0.694   Mg  2.51e-04  3.21e-04  7.02e-05  1.56e+00
 2.25  1.345e-03 0.694   Si  1.50e-06  7.72e-05  7.55e-05  1.56e+00
 2.25  1.345e-03 0.694    S -1.69e-07  6.21e-05  6.24e-05  1.56e+00
 2.25  1.345e-03 0.694   Fe -2.52e-07  1.35e-04  1.36e-04  1.56e+00
 2.50  1.345e-03 0.711    p -1.85e-01  1.18e+00  1.36e+00  1.79e+00
 2.50  1.345e-03 0.711   He  1.34e-01  5.56e-01  4.22e-01  1.79e+00
 2.50  1.345e-03 0.711    C  4.43e-02  4.47e-02  3.76e-04  1.79e+00
 2.50  1.345e-03 0.711    N  2.19e-04  3.55e-04  1.36e-04  1.79e+00
 2.50  1.345e-03 0.711    O  5.01e-04  1.68e-03  1.18e-03  1.79e+00
 2.50  1.345e-03 0.711    F  1.30e-05  1.30e-05  4.97e-08  1.79e+00
 2.50  1.345e-03 0.711   Ne  4.93e-03  5.15e-03  2.15e-04  1.79e+00
 2.50  1.345e-03 0.711   Mg  5.10e-04  5.90e-04  8.09e-05  1.79e+00
 2.50  1.345e-03 0.711   Si  6.05e-06  9.36e-05  8.73e-05  1.79e+00
 2.50  1.345e-03 0.711    S -3.55e-07  7.17e-05  7.22e-05  1.79e+00
 2.50  1.345e-03 0.711   Fe -6.17e-07  1.56e-04  1.56e-04  1.79e+00
 3.00  1.345e-03 0.784    p -1.21e-01  1.57e+00  1.69e+00  2.22e+00
 3.00  1.345e-03 0.784   He  8.98e-02  6.11e-01  5.22e-01  2.22e+00
 3.00  1.345e-03 0.784    C  2.83e-02  2.87e-02  4.70e-04  2.22e+00
 3.00  1.345e-03 0.784    N  2.79e-04  4.49e-04  1.69e-04  2.22e+00
 3.00  1.345e-03 0.784    O  2.86e-04  1.75e-03  1.46e-03  2.22e+00
 3.00  1.345e-03 0.784    F  4.82e-06  4.88e-06  6.18e-08  2.22e+00
 3.00  1.345e-03 0.784   Ne  1.78e-03  2.04e-03  2.67e-04  2.22e+00
 3.00  1.345e-03 0.784   Mg  2.32e-04  3.33e-04  1.01e-04  2.22e+00
 3.00  1.345e-03 0.784   Si  4.10e-06  1.12e-04  1.08e-04  2.22e+00
 3.00  1.345e-03 0.784    S -7.79e-07  8.86e-05  8.93e-05  2.22e+00
 3.00  1.345e-03 0.784   Fe -1.75e-06  1.93e-04  1.94e-04  2.22e+00
 3.50  1.345e-03 0.844    p -1.28e-01  1.90e+00  2.03e+00  2.66e+00
 3.50  1.345e-03 0.844   He  1.02e-01  7.28e-01  6.27e-01  2.66e+00
 3.50  1.345e-03 0.844    C  1.25e-02  1.30e-02  5.54e-04  2.66e+00
 3.50  1.345e-03 0.844    N  1.26e-02  1.28e-02  2.00e-04  2.66e+00
 3.50  1.345e-03 0.844    O  3.39e-04  2.07e-03  1.74e-03  2.66e+00
 3.50  1.345e-03 0.844    F  1.42e-06  1.49e-06  7.32e-08  2.66e+00
 3.50  1.345e-03 0.844   Ne  7.79e-04  1.10e-03  3.17e-04  2.66e+00
 3.50  1.345e-03 0.844   Mg  2.17e-04  3.36e-04  1.19e-04  2.66e+00
 3.50  1.345e-03 0.844   Si  6.11e-06  1.35e-04  1.28e-04  2.66e+00
 3.50  1.345e-03 0.844    S -7.45e-07  1.05e-04  1.06e-04  2.66e+00
 3.50  1.345e-03 0.844   Fe -2.05e-06  2.28e-04  2.30e-04  2.66e+00
 4.00  1.345e-03 0.867    p -2.13e-01  2.18e+00  2.39e+00  3.13e+00
 4.00  1.345e-03 0.867   He  1.80e-01  9.18e-01  7.38e-01  3.13e+00
 4.00  1.345e-03 0.867    C  6.58e-03  7.22e-03  6.49e-04  3.13e+00
 4.00  1.345e-03 0.867    N  2.52e-02  2.55e-02  2.35e-04  3.13e+00
 4.00  1.345e-03 0.867    O  4.49e-04  2.49e-03  2.04e-03  3.13e+00
 4.00  1.345e-03 0.867    F  1.08e-06  1.16e-06  8.57e-08  3.13e+00
 4.00  1.345e-03 0.867   Ne  9.04e-04  1.27e-03  3.70e-04  3.13e+00
 4.00  1.345e-03 0.867   Mg  3.03e-04  4.42e-04  1.39e-04  3.13e+00
 4.00  1.345e-03 0.867   Si  9.84e-06  1.60e-04  1.51e-04  3.13e+00
 4.00  1.345e-03 0.867    S -1.00e-06  1.23e-04  1.24e-04  3.13e+00
 4.00  1.345e-03 0.867   Fe -2.96e-06  2.67e-04  2.70e-04  3.13e+00
 4.50  1.345e-03 0.894    p -2.84e-01  2.47e+00  2.75e+00  3.61e+00
 4.50  1.345e-03 0.894   He  2.49e-01  1.10e+00  8.51e-01  3.61e+00
 4.50  1.345e-03 0.894    C  3.82e-03  4.57e-03  7.50e-04  3.61e+00
 4.50  1.345e-03 0.894    N  2.96e-02  2.99e-02  2.71e-04  3.61e+00
 4.50  1.345e-03 0.894    O  4.83e-05  2.39e-03  2.35e-03  3.61e+00
 4.50  1.345e-03 0.894    F  3.42e-07  4.41e-07  9.88e-08  3.61e+00
 4.50  1.345e-03 0.894   Ne  9.08e-04  1.34e-03  4.30e-04  3.61e+00
 4.50  1.345e-03 0.894   Mg  3.34e-04  4.96e-04  1.61e-04  3.61e+00
 4.50  1.345e-03 0.894   Si  1.28e-05  1.86e-04  1.73e-04  3.61e+00
 4.50  1.345e-03 0.894    S -1.54e-06  1.42e-04  1.43e-04  3.61e+00
 4.50  1.345e-03 0.894   Fe -4.90e-06  3.06e-04  3.11e-04  3.61e+00
 5.00  1.345e-03 0.924    p -3.91e-01  2.72e+00  3.11e+00  4.08e+00
 5.00  1.345e-03 0.924   He  3.49e-01  1.31e+00  9.60e-01  4.08e+00
 5.00  1.345e-03 0.924    C  3.21e-03  4.05e-03  8.44e-04  4.08e+00
 5.00  1.345e-03 0.924    N  3.70e-02  3.73e-02  3.06e-04  4.08e+00
 5.00  1.345e-03 0.924    O -5.99e-04  2.05e-03  2.65e-03  4.08e+00
 5.00  1.345e-03 0.924    F  1.62e-07  2.74e-07  1.12e-07  4.08e+00
 5.00  1.345e-03 0.924   Ne  1.05e-03  1.53e-03  4.84e-04  4.08e+00
 5.00  1.345e-03 0.924   Mg  5.61e-04  7.43e-04  1.82e-04  4.08e+00
 5.00  1.345e-03 0.924   Si  2.23e-05  2.18e-04  1.96e-04  4.08e+00
 5.00  1.345e-03 0.924    S -2.22e-06  1.59e-04  1.62e-04  4.08e+00
 5.00  1.345e-03 0.924   Fe -7.69e-06  3.43e-04  3.50e-04  4.08e+00
 5.50  1.345e-03 0.957    p -4.46e-01  3.02e+00  3.47e+00  4.54e+00
 5.50  1.345e-03 0.957   He  4.08e-01  1.48e+00  1.07e+00  4.54e+00
 5.50  1.345e-03 0.957    C  3.02e-03  3.97e-03  9.41e-04  4.54e+00
 5.50  1.345e-03 0.957    N  3.42e-02  3.46e-02  3.40e-04  4.54e+00
 5.50  1.345e-03 0.957    O -7.68e-04  2.19e-03  2.96e-03  4.54e+00
 5.50  1.345e-03 0.957    F  8.64e-08  2.11e-07  1.24e-07  4.54e+00
 5.50  1.345e-03 0.957   Ne  6.88e-04  1.23e-03  5.38e-04  4.54e+00
 5.50  1.345e-03 0.957   Mg  4.49e-04  6.54e-04  2.03e-04  4.54e+00
 5.50  1.345e-03 0.957   Si  1.79e-05  2.36e-04  2.18e-04  4.54e+00
 5.50  1.345e-03 0.957    S -1.48e-06  1.79e-04  1.80e-04  4.54e+00
 5.50  1.345e-03 0.957   Fe -5.26e-06  3.87e-04  3.90e-04  4.54e+00
 6.00  1.345e-03 0.990    p -5.55e-01  3.26e+00  3.81e+00  5.01e+00
 6.00  1.345e-03 0.990   He  5.13e-01  1.70e+00  1.18e+00  5.01e+00
 6.00  1.345e-03 0.990    C  2.15e-03  3.18e-03  1.04e-03  5.01e+00
 6.00  1.345e-03 0.990    N  4.00e-02  4.03e-02  3.73e-04  5.01e+00
 6.00  1.345e-03 0.990    O -1.42e-03  1.82e-03  3.25e-03  5.01e+00
 6.00  1.345e-03 0.990    F -4.44e-08  9.24e-08  1.37e-07  5.01e+00
 6.00  1.345e-03 0.990   Ne  6.22e-04  1.21e-03  5.95e-04  5.01e+00
 6.00  1.345e-03 0.990   Mg  5.79e-04  8.04e-04  2.23e-04  5.01e+00
 6.00  1.345e-03 0.990   Si  2.46e-05  2.65e-04  2.40e-04  5.01e+00
 6.00  1.345e-03 0.990    S -1.45e-06  1.97e-04  1.98e-04  5.01e+00
 6.00  1.345e-03 0.990   Fe -5.59e-06  4.27e-04  4.30e-04  5.01e+00
