#---Details of Columns:
#    M0 (solMass)          (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Z0                    (F7.4)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)          (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                    (a4)    Species i (2) [ucd=phys.atmol.element]
#    Yield (solMass)       (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass)    (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)       (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    M(i)lostall (solMass) (D9.2)  Total mass lost in the wind [ucd=phys.mass]
#----- ----- ----- ---- --------- --------- --------- -----------
#M0                                                                 
#(sol        M1 (so     Yield     M(i)lost  M(i)0     M(i)lostall
#Mass) Z0    lMass) El  (solMass) (solMass) (solMass) (solMass)  
#----- ----- ----- ---- --------- --------- --------- -----------
 1.00 0.0010 0.564    p -5.67e-03  3.03e-01  0.00e+00  4.36e-01
 1.00 0.0010 0.564   He  5.39e-03  1.25e-01  0.00e+00  4.36e-01
 1.00 0.0010 0.564    C  2.59e-04  1.60e-03  0.00e+00  4.36e-01
 1.00 0.0010 0.564    N  4.11e-06  4.88e-04  0.00e+00  4.36e-01
 1.00 0.0010 0.564    O  1.17e-05  4.21e-03  0.00e+00  4.36e-01
 1.00 0.0010 0.564    F  5.54e-09  2.18e-07  0.00e+00  4.36e-01
 1.00 0.0010 0.564   Ne  1.36e-06  7.66e-04  0.00e+00  4.36e-01
 1.00 0.0010 0.564   Mg  2.16e-08  2.85e-04  0.00e+00  4.36e-01
 1.00 0.0010 0.564   Si  8.10e-09  3.07e-04  0.00e+00  4.36e-01
 1.00 0.0010 0.564    S -4.05e-10  1.60e-04  0.00e+00  4.36e-01
 1.00 0.0010 0.564   Fe -5.51e-09  8.05e-04  0.00e+00  4.36e-01
 1.20 0.0010 0.574    p -3.00e-02  4.12e-01  0.00e+00  6.26e-01
 1.20 0.0010 0.574   He  2.61e-02  1.98e-01  0.00e+00  6.26e-01
 1.20 0.0010 0.574    C  3.70e-03  5.63e-03  0.00e+00  6.26e-01
 1.20 0.0010 0.574    N  1.96e-05  7.15e-04  0.00e+00  6.26e-01
 1.20 0.0010 0.574    O  9.31e-05  6.12e-03  0.00e+00  6.26e-01
 1.20 0.0010 0.574    F  1.56e-07  4.61e-07  0.00e+00  6.26e-01
 1.20 0.0010 0.574   Ne  6.45e-05  1.16e-03  0.00e+00  6.26e-01
 1.20 0.0010 0.574   Mg  1.79e-07  4.10e-04  0.00e+00  6.26e-01
 1.20 0.0010 0.574   Si  2.07e-08  4.41e-04  0.00e+00  6.26e-01
 1.20 0.0010 0.574    S -3.91e-09  2.30e-04  0.00e+00  6.26e-01
 1.20 0.0010 0.574   Fe -1.89e-08  1.16e-03  0.00e+00  6.26e-01
 1.50 0.0010 0.600    p -5.94e-02  5.77e-01  0.00e+00  9.00e-01
 1.50 0.0010 0.600   He  4.68e-02  2.94e-01  0.00e+00  9.00e-01
 1.50 0.0010 0.600    C  1.17e-02  1.45e-02  0.00e+00  9.00e-01
 1.50 0.0010 0.600    N  4.06e-05  1.04e-03  0.00e+00  9.00e-01
 1.50 0.0010 0.600    O  2.75e-04  8.94e-03  0.00e+00  9.00e-01
 1.50 0.0010 0.600    F  1.26e-06  1.69e-06  0.00e+00  9.00e-01
 1.50 0.0010 0.600   Ne  5.49e-04  2.13e-03  0.00e+00  9.00e-01
 1.50 0.0010 0.600   Mg  2.53e-06  5.92e-04  0.00e+00  9.00e-01
 1.50 0.0010 0.600   Si  4.25e-08  6.34e-04  0.00e+00  9.00e-01
 1.50 0.0010 0.600    S -8.68e-09  3.31e-04  0.00e+00  9.00e-01
 1.50 0.0010 0.600   Fe -4.53e-08  1.66e-03  0.00e+00  9.00e-01
 1.80 0.0010 0.615    p -1.14e-01  7.23e-01  0.00e+00  1.19e+00
 1.80 0.0010 0.615   He  8.81e-02  4.13e-01  0.00e+00  1.19e+00
 1.80 0.0010 0.615    C  2.34e-02  2.70e-02  0.00e+00  1.19e+00
 1.80 0.0010 0.615    N  5.44e-05  1.37e-03  0.00e+00  1.19e+00
 1.80 0.0010 0.615    O  4.29e-04  1.18e-02  0.00e+00  1.19e+00
 1.80 0.0010 0.615    F  4.83e-06  5.41e-06  0.00e+00  1.19e+00
 1.80 0.0010 0.615   Ne  2.13e-03  4.21e-03  0.00e+00  1.19e+00
 1.80 0.0010 0.615   Mg  1.87e-05  7.95e-04  0.00e+00  1.19e+00
 1.80 0.0010 0.615   Si  1.01e-07  8.35e-04  0.00e+00  1.19e+00
 1.80 0.0010 0.615    S -2.07e-08  4.36e-04  0.00e+00  1.19e+00
 1.80 0.0010 0.615   Fe -1.01e-07  2.19e-03  0.00e+00  1.19e+00
 1.90 0.0010 0.630    p -1.41e-01  7.57e-01  0.00e+00  1.27e+00
 1.90 0.0010 0.630   He  1.07e-01  4.55e-01  0.00e+00  1.27e+00
 1.90 0.0010 0.630    C  2.97e-02  3.36e-02  0.00e+00  1.27e+00
 1.90 0.0010 0.630    N  6.39e-05  1.47e-03  0.00e+00  1.27e+00
 1.90 0.0010 0.630    O  4.72e-04  1.27e-02  0.00e+00  1.27e+00
 1.90 0.0010 0.630    F  7.90e-06  8.52e-06  0.00e+00  1.27e+00
 1.90 0.0010 0.630   Ne  3.38e-03  5.61e-03  0.00e+00  1.27e+00
 1.90 0.0010 0.630   Mg  4.04e-05  8.72e-04  0.00e+00  1.27e+00
 1.90 0.0010 0.630   Si  1.45e-07  8.95e-04  0.00e+00  1.27e+00
 1.90 0.0010 0.630    S -3.51e-08  4.67e-04  0.00e+00  1.27e+00
 1.90 0.0010 0.630   Fe -1.14e-07  2.34e-03  0.00e+00  1.27e+00
 2.00 0.0010 0.640    p -1.72e-01  7.89e-01  0.00e+00  1.36e+00
 2.00 0.0010 0.640   He  1.31e-01  5.04e-01  0.00e+00  1.36e+00
 2.00 0.0010 0.640    C  3.61e-02  4.03e-02  0.00e+00  1.36e+00
 2.00 0.0010 0.640    N  7.13e-05  1.58e-03  0.00e+00  1.36e+00
 2.00 0.0010 0.640    O  5.13e-04  1.36e-02  0.00e+00  1.36e+00
 2.00 0.0010 0.640    F  1.12e-05  1.19e-05  0.00e+00  1.36e+00
 2.00 0.0010 0.640   Ne  4.76e-03  7.15e-03  0.00e+00  1.36e+00
 2.00 0.0010 0.640   Mg  7.71e-05  9.68e-04  0.00e+00  1.36e+00
 2.00 0.0010 0.640   Si  2.38e-07  9.58e-04  0.00e+00  1.36e+00
 2.00 0.0010 0.640    S -4.94e-08  5.00e-04  0.00e+00  1.36e+00
 2.00 0.0010 0.640   Fe -1.39e-07  2.51e-03  0.00e+00  1.36e+00
 2.20 0.0010 0.660    p -2.15e-01  8.73e-01  0.00e+00  1.54e+00
 2.20 0.0010 0.660   He  1.58e-01  5.81e-01  0.00e+00  1.54e+00
 2.20 0.0010 0.660    C  4.85e-02  5.33e-02  0.00e+00  1.54e+00
 2.20 0.0010 0.660    N  7.22e-05  1.78e-03  0.00e+00  1.54e+00
 2.20 0.0010 0.660    O  6.25e-04  1.54e-02  0.00e+00  1.54e+00
 2.20 0.0010 0.660    F  1.87e-05  1.94e-05  0.00e+00  1.54e+00
 2.20 0.0010 0.660   Ne  7.58e-03  1.03e-02  0.00e+00  1.54e+00
 2.20 0.0010 0.660   Mg  2.25e-04  1.23e-03  0.00e+00  1.54e+00
 2.20 0.0010 0.660   Si  9.54e-07  1.09e-03  0.00e+00  1.54e+00
 2.20 0.0010 0.660    S -1.03e-07  5.66e-04  0.00e+00  1.54e+00
 2.20 0.0010 0.660   Fe -3.34e-07  2.84e-03  0.00e+00  1.54e+00
 2.50 0.0010 0.663    p -1.75e-01  1.12e+00  0.00e+00  1.84e+00
 2.50 0.0010 0.663   He  1.28e-01  6.32e-01  0.00e+00  1.84e+00
 2.50 0.0010 0.663    C  4.21e-02  4.77e-02  0.00e+00  1.84e+00
 2.50 0.0010 0.663    N  3.84e-05  2.08e-03  0.00e+00  1.84e+00
 2.50 0.0010 0.663    O  5.80e-04  1.83e-02  0.00e+00  1.84e+00
 2.50 0.0010 0.663    F  1.06e-05  1.15e-05  0.00e+00  1.84e+00
 2.50 0.0010 0.663   Ne  4.13e-03  7.35e-03  0.00e+00  1.84e+00
 2.50 0.0010 0.663   Mg  3.14e-04  1.52e-03  0.00e+00  1.84e+00
 2.50 0.0010 0.663   Si  2.95e-06  1.30e-03  0.00e+00  1.84e+00
 2.50 0.0010 0.663    S -1.37e-07  6.75e-04  0.00e+00  1.84e+00
 2.50 0.0010 0.663   Fe -5.97e-07  3.39e-03  0.00e+00  1.84e+00
 3.00 0.0010 0.681    p -1.02e-01  1.54e+00  0.00e+00  2.32e+00
 3.00 0.0010 0.681   He  7.67e-02  7.13e-01  0.00e+00  2.32e+00
 3.00 0.0010 0.681    C  2.40e-02  3.12e-02  0.00e+00  2.32e+00
 3.00 0.0010 0.681    N  8.10e-05  2.66e-03  0.00e+00  2.32e+00
 3.00 0.0010 0.681    O  4.15e-04  2.27e-02  0.00e+00  2.32e+00
 3.00 0.0010 0.681    F  1.73e-06  2.87e-06  0.00e+00  2.32e+00
 3.00 0.0010 0.681   Ne  1.02e-03  5.09e-03  0.00e+00  2.32e+00
 3.00 0.0010 0.681   Mg  1.43e-04  1.66e-03  0.00e+00  2.32e+00
 3.00 0.0010 0.681   Si  2.35e-06  1.64e-03  0.00e+00  2.32e+00
 3.00 0.0010 0.681    S -8.05e-08  8.52e-04  0.00e+00  2.32e+00
 3.00 0.0010 0.681   Fe -4.13e-07  4.28e-03  0.00e+00  2.32e+00
 3.50 0.0010 0.717    p -1.55e-01  1.81e+00  0.00e+00  2.78e+00
 3.50 0.0010 0.717   He  1.27e-01  8.90e-01  0.00e+00  2.78e+00
