#---Details of Columns:
#    M0 (solMass)          (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Z0                    (F7.4)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)          (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                    (a4)    Species i (2) [ucd=phys.atmol.element]
#    Yield (solMass)       (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass)    (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)       (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    M(i)lostall (solMass) (D9.2)  Total mass lost in the wind [ucd=phys.mass]
#----- ----- ----- ---- --------- --------- --------- -----------
#M0                                                                 
#(sol        M1 (so     Yield     M(i)lost  M(i)0     M(i)lostall
#Mass) Z0    lMass) El  (solMass) (solMass) (solMass) (solMass)  
#----- ----- ----- ---- --------- --------- --------- -----------
 3.50 0.0010 0.717    C  6.37e-03  1.49e-02  0.00e+00  2.78e+00
 3.50 0.0010 0.717    N  1.98e-02  2.29e-02  0.00e+00  2.78e+00
 3.50 0.0010 0.717    O  5.15e-04  2.73e-02  0.00e+00  2.78e+00
 3.50 0.0010 0.717    F  4.13e-07  1.77e-06  0.00e+00  2.78e+00
 3.50 0.0010 0.717   Ne  7.44e-04  5.63e-03  0.00e+00  2.78e+00
 3.50 0.0010 0.717   Mg  1.34e-04  1.96e-03  0.00e+00  2.78e+00
 3.50 0.0010 0.717   Si  2.65e-06  1.96e-03  0.00e+00  2.78e+00
 3.50 0.0010 0.717    S -7.06e-08  1.02e-03  0.00e+00  2.78e+00
 3.50 0.0010 0.717   Fe -4.19e-07  5.14e-03  0.00e+00  2.78e+00
 4.00 0.0010 0.791    p -2.37e-01  2.03e+00  0.00e+00  3.21e+00
 4.00 0.0010 0.791   He  2.03e-01  1.08e+00  0.00e+00  3.21e+00
 4.00 0.0010 0.791    C  5.43e-03  1.53e-02  0.00e+00  3.21e+00
 4.00 0.0010 0.791    N  2.64e-02  3.00e-02  0.00e+00  3.21e+00
 4.00 0.0010 0.791    O  6.49e-04  3.15e-02  0.00e+00  3.21e+00
 4.00 0.0010 0.791    F  4.63e-07  2.03e-06  0.00e+00  3.21e+00
 4.00 0.0010 0.791   Ne  9.44e-04  6.57e-03  0.00e+00  3.21e+00
 4.00 0.0010 0.791   Mg  1.75e-04  2.28e-03  0.00e+00  3.21e+00
 4.00 0.0010 0.791   Si  4.17e-06  2.26e-03  0.00e+00  3.21e+00
 4.00 0.0010 0.791    S -7.93e-08  1.18e-03  0.00e+00  3.21e+00
 4.00 0.0010 0.791   Fe -5.43e-07  5.92e-03  0.00e+00  3.21e+00
 4.50 0.0010 0.851    p -2.92e-01  2.29e+00  0.00e+00  3.65e+00
 4.50 0.0010 0.851   He  2.65e-01  1.27e+00  0.00e+00  3.65e+00
 4.50 0.0010 0.851    C  3.79e-03  1.50e-02  0.00e+00  3.65e+00
 4.50 0.0010 0.851    N  2.25e-02  2.65e-02  0.00e+00  3.65e+00
 4.50 0.0010 0.851    O  4.75e-04  3.56e-02  0.00e+00  3.65e+00
 4.50 0.0010 0.851    F  2.02e-07  1.98e-06  0.00e+00  3.65e+00
 4.50 0.0010 0.851   Ne  5.54e-04  6.96e-03  0.00e+00  3.65e+00
 4.50 0.0010 0.851   Mg  1.16e-04  2.50e-03  0.00e+00  3.65e+00
 4.50 0.0010 0.851   Si  2.80e-06  2.57e-03  0.00e+00  3.65e+00
 4.50 0.0010 0.851    S -6.39e-08  1.34e-03  0.00e+00  3.65e+00
 4.50 0.0010 0.851   Fe -4.47e-07  6.73e-03  0.00e+00  3.65e+00
 5.00 0.0010 0.878    p -3.69e-01  2.54e+00  0.00e+00  4.12e+00
 5.00 0.0010 0.878   He  3.42e-01  1.47e+00  0.00e+00  4.12e+00
 5.00 0.0010 0.878    C  3.03e-03  1.57e-02  0.00e+00  4.12e+00
 5.00 0.0010 0.878    N  2.29e-02  2.75e-02  0.00e+00  4.12e+00
 5.00 0.0010 0.878    O  3.83e-04  4.00e-02  0.00e+00  4.12e+00
 5.00 0.0010 0.878    F  6.50e-08  2.07e-06  0.00e+00  4.12e+00
 5.00 0.0010 0.878   Ne  4.53e-04  7.68e-03  0.00e+00  4.12e+00
 5.00 0.0010 0.878   Mg  1.30e-04  2.83e-03  0.00e+00  4.12e+00
 5.00 0.0010 0.878   Si  3.11e-06  2.91e-03  0.00e+00  4.12e+00
 5.00 0.0010 0.878    S -4.92e-08  1.51e-03  0.00e+00  4.12e+00
 5.00 0.0010 0.878   Fe -4.52e-07  7.61e-03  0.00e+00  4.12e+00
 5.50 0.0010 0.899    p -4.55e-01  2.80e+00  0.00e+00  4.60e+00
 5.50 0.0010 0.899   He  4.23e-01  1.68e+00  0.00e+00  4.60e+00
 5.50 0.0010 0.899    C  3.01e-03  1.72e-02  0.00e+00  4.60e+00
 5.50 0.0010 0.899    N  2.84e-02  3.35e-02  0.00e+00  4.60e+00
 5.50 0.0010 0.899    O  3.71e-04  4.46e-02  0.00e+00  4.60e+00
 5.50 0.0010 0.899    F  3.95e-08  2.28e-06  0.00e+00  4.60e+00
 5.50 0.0010 0.899   Ne  5.55e-04  8.63e-03  0.00e+00  4.60e+00
 5.50 0.0010 0.899   Mg  2.32e-04  3.24e-03  0.00e+00  4.60e+00
 5.50 0.0010 0.899   Si  6.02e-06  3.25e-03  0.00e+00  4.60e+00
 5.50 0.0010 0.899    S -4.89e-09  1.69e-03  0.00e+00  4.60e+00
 5.50 0.0010 0.899   Fe -5.79e-07  8.49e-03  0.00e+00  4.60e+00
 6.00 0.0010 0.928    p -5.56e-01  3.03e+00  0.00e+00  5.07e+00
 6.00 0.0010 0.928   He  5.18e-01  1.91e+00  0.00e+00  5.07e+00
 6.00 0.0010 0.928    C  2.25e-03  1.79e-02  0.00e+00  5.07e+00
 6.00 0.0010 0.928    N  3.38e-02  3.94e-02  0.00e+00  5.07e+00
 6.00 0.0010 0.928    O  6.38e-04  4.94e-02  0.00e+00  5.07e+00
 6.00 0.0010 0.928    F  9.03e-09  2.48e-06  0.00e+00  5.07e+00
 6.00 0.0010 0.928   Ne  5.90e-04  9.49e-03  0.00e+00  5.07e+00
 6.00 0.0010 0.928   Mg  3.45e-04  3.67e-03  0.00e+00  5.07e+00
 6.00 0.0010 0.928   Si  1.10e-05  3.58e-03  0.00e+00  5.07e+00
 6.00 0.0010 0.928    S  9.98e-08  1.86e-03  0.00e+00  5.07e+00
 6.00 0.0010 0.928   Fe -6.39e-07  9.36e-03  0.00e+00  5.07e+00
