50 50 50
-4.0 -4.0 0.0 0.06864822006127479
-4.0 -4.0 0.18367346938775514 0.06864807150331315
-4.0 -4.0 0.3673469387755102 0.06864788796203378
-4.0 -4.0 0.5510204081632654 0.06864766119922193
-4.0 -4.0 0.7346938775510204 0.06864738103657667
-4.0 -4.0 0.9183673469387755 0.06864703489878683
-4.0 -4.0 1.1020408163265307 0.06864660724897347
-4.0 -4.0 1.2857142857142858 0.0686460788911349
-4.0 -4.0 1.469387755102041 0.06864542610824681
-4.0 -4.0 1.653061224489796 0.06864461959727383
-4.0 -4.0 1.836734693877551 0.06864362315320194
-4.0 -4.0 2.0204081632653064 0.06864239204288902
-4.0 -4.0 2.2040816326530615 0.06864087099553529
-4.0 -4.0 2.3877551020408165 0.06863899171925664
-4.0 -4.0 2.5714285714285716 0.06863666983180261
-4.0 -4.0 2.7551020408163267 0.0686338010669021
-4.0 -4.0 2.938775510204082 0.06863025658480641
-4.0 -4.0 3.122448979591837 0.06862587717477286
-4.0 -4.0 3.306122448979592 0.06862046608654876
-4.0 -4.0 3.489795918367347 0.06861378016491498
-4.0 -4.0 3.673469387755102 0.0686055188829243
-4.0 -4.0 3.857142857142857 0.06859531077165962
-4.0 -4.0 4.040816326530613 0.06858269662206105
-4.0 -4.0 4.224489795918368 0.06856710868105191
-4.0 -4.0 4.408163265306123 0.06854784487121969
-4.0 -4.0 4.591836734693878 0.06852403681925928
-4.0 -4.0 4.775510204081633 0.06849461016787105
-4.0 -4.0 4.959183673469388 0.0684582352476943
-4.0 -4.0 5.142857142857143 0.06841326567054858
-4.0 -4.0 5.326530612244898 0.06835766173031237
-4.0 -4.0 5.510204081632653 0.06828889460094494
-4.0 -4.0 5.6938775510204085 0.06820382610897258
-4.0 -4.0 5.877551020408164 0.06809855718683813
-4.0 -4.0 6.061224489795919 0.06796823575991662
-4.0 -4.0 6.244897959183674 0.06780681142939617
-4.0 -4.0 6.428571428571429 0.06760671932140616
-4.0 -4.0 6.612244897959184 0.06735846798386022
-4.0 -4.0 6.795918367346939 0.06705009482608104
-4.0 -4.0 6.979591836734694 0.06666643520115689
-4.0 -4.0 7.163265306122449 0.06618812487464754
-4.0 -4.0 7.346938775510204 0.06559021683482863
-4.0 -4.0 7.530612244897959 0.06484024005554605
-4.0 -4.0 7.714285714285714 0.06389546540474896
-4.0 -4.0 7.8979591836734695 0.06269910299273847
-4.0 -4.0 8.081632653061225 0.0611752350961521
-4.0 -4.0 8.26530612244898 0.05922275227812962
-4.0 -4.0 8.448979591836736 0.056709999106959307
-4.0 -4.0 8.63265306122449 0.05347529942402868
-4.0 -4.0 8.816326530612246 0.049344974020603595
-4.0 -4.0 9.0 0.0441875917154379
-4.0 -3.836734693877551 0.0 0.048173719832536446
-4.0 -3.836734693877551 0.18367346938775514 0.04817366959960338
-4.0 -3.836734693877551 0.3673469387755102 0.048173607537510446
-4.0 -3.836734693877551 0.5510204081632654 0.048173530860606745
-4.0 -3.836734693877551 0.7346938775510204 0.04817343612722287
-4.0 -3.836734693877551 0.9183673469387755 0.04817331908516594
-4.0 -3.836734693877551 1.1020408163265307 0.048173174480818655
-4.0 -3.836734693877551 1.2857142857142858 0.04817299582326537
-4.0 -3.836734693877551 1.469387755102041 0.04817277509284454
-4.0 -3.836734693877551 1.653061224489796 0.04817250238102545
-4.0 -3.836734693877551 1.836734693877551 0.04817216544541383
-4.0 -3.836734693877551 2.0204081632653064 0.04817174915986452
-4.0 -3.836734693877551 2.2040816326530615 0.04817123483494582
-4.0 -3.836734693877551 2.3877551020408165 0.048170599378141485
-4.0 -3.836734693877551 2.5714285714285716 0.048169814255923184
-4.0 -3.836734693877551 2.7551020408163267 0.0481688442108411
-4.0 -3.836734693877551 2.938775510204082 0.04816764567564437
-4.0 -3.836734693877551 3.122448979591837 0.04816616481262895
-4.0 -3.836734693877551 3.306122448979592 0.0481643350892604
-4.0 -3.836734693877551 3.489795918367347 0.04816207427980095
-4.0 -3.836734693877551 3.673469387755102 0.048159280756135375
-4.0 -3.836734693877551 3.857142857142857 0.0481558288979031
-4.0 -3.836734693877551 4.040816326530613 0.048151563410699434
-4.0 -3.836734693877551 4.224489795918368 0.04814629228931076
-4.0 -3.836734693877551 4.408163265306123 0.04813977809784301
-4.0 -3.836734693877551 4.591836734693878 0.04813172715645242
-4.0 -3.836734693877551 4.775510204081633 0.04812177612022971
-4.0 -3.836734693877551 4.959183673469388 0.048109475302961835
-4.0 -3.836734693877551 5.142857142857143 0.04809426792791326
-4.0 -3.836734693877551 5.326530612244898 0.04807546426685676
-4.0 -3.836734693877551 5.510204081632653 0.04805220933961206
-4.0 -3.836734693877551 5.6938775510204085 0.04802344246389805
-4.0 -3.836734693877551 5.877551020408164 0.04798784643219471
-4.0 -3.836734693877551 6.061224489795919 0.047943783393196875
-4.0 -3.836734693877551 6.244897959183674 0.04788921354640139
-4.0 -3.836734693877551 6.428571428571429 0.047821591390082185
-4.0 -3.836734693877551 6.612244897959184 0.047737732293275346
-4.0 -3.836734693877551 6.795918367346939 0.04763363927228896
-4.0 -3.836734693877551 6.979591836734694 0.04750427553496656
-4.0 -3.836734693877551 7.163265306122449 0.0473432618082356
-4.0 -3.836734693877551 7.346938775510204 0.047142467428573046
