50 50 50
-4.0 -4.0 0.0 0.4352226439983806
-4.0 -4.0 0.18367346938775514 0.43522176020040004
-4.0 -4.0 0.3673469387755102 0.4352206682798545
-4.0 -4.0 0.5510204081632654 0.43521931922572293
-4.0 -4.0 0.7346938775510204 0.43521765248482236
-4.0 -4.0 0.9183673469387755 0.43521559324335074
-4.0 -4.0 1.1020408163265307 0.43521304906802627
-4.0 -4.0 1.2857142857142858 0.4352099057558922
-4.0 -4.0 1.469387755102041 0.4352060222062336
-4.0 -4.0 1.653061224489796 0.4352012240840264
-4.0 -4.0 1.836734693877551 0.4351952959898709
-4.0 -4.0 2.0204081632653064 0.4351879717839918
-4.0 -4.0 2.2040816326530615 0.43517892262852026
-4.0 -4.0 2.3877551020408165 0.4351677422090639
-4.0 -4.0 2.5714285714285716 0.43515392846876255
-4.0 -4.0 2.7551020408163267 0.4351368610296327
-4.0 -4.0 2.938775510204082 0.4351157732795929
-4.0 -4.0 3.122448979591837 0.4350897178597709
-4.0 -4.0 3.306122448979592 0.4350575239837688
-4.0 -4.0 3.489795918367347 0.43501774464363896
-4.0 -4.0 3.673469387755102 0.43496859128751614
-4.0 -4.0 3.857142857142857 0.43490785296700946
-4.0 -4.0 4.040816326530613 0.4348327962174657
-4.0 -4.0 4.224489795918368 0.43474004101057045
-4.0 -4.0 4.408163265306123 0.4346254069531515
-4.0 -4.0 4.591836734693878 0.4344837224273873
-4.0 -4.0 4.775510204081633 0.43430858747949264
-4.0 -4.0 4.959183673469388 0.43409207883335305
-4.0 -4.0 5.142857142857143 0.4338243822452143
-4.0 -4.0 5.326530612244898 0.4334933332560493
-4.0 -4.0 5.510204081632653 0.4330838418435538
-4.0 -4.0 5.6938775510204085 0.4325771689307773
-4.0 -4.0 5.877551020408164 0.4319500122610957
-4.0 -4.0 6.061224489795919 0.43117334437791166
-4.0 -4.0 6.244897959183674 0.4302109241088299
-4.0 -4.0 6.428571428571429 0.42901737148716756
-4.0 -4.0 6.612244897959184 0.4275356488105756
-4.0 -4.0 6.795918367346939 0.4256937187432402
-4.0 -4.0 6.979591836734694 0.4234000407655239
-4.0 -4.0 7.163265306122449 0.42053740129390743
-4.0 -4.0 7.346938775510204 0.41695432839441726
-4.0 -4.0 7.530612244897959 0.41245300487069714
-4.0 -4.0 7.714285714285714 0.4067721949763169
-4.0 -4.0 7.8979591836734695 0.3995634240545173
-4.0 -4.0 8.081632653061225 0.3903591012656212
-4.0 -4.0 8.26530612244898 0.3785340668140657
-4.0 -4.0 8.448979591836736 0.3632708361117795
-4.0 -4.0 8.63265306122449 0.34356016743489765
-4.0 -4.0 8.816326530612246 0.3183086948838424
-4.0 -4.0 9.0 0.28667074326847164
-4.0 -3.836734693877551 0.0 0.44261342661279474
-4.0 -3.836734693877551 0.18367346938775514 0.4426129930442514
-4.0 -3.836734693877551 0.3673469387755102 0.44261245737614985
-4.0 -3.836734693877551 0.5510204081632654 0.4426117955649566
-4.0 -3.836734693877551 0.7346938775510204 0.4426109779048579
-4.0 -3.836734693877551 0.9183673469387755 0.4426099676941587
-4.0 -3.836734693877551 1.1020408163265307 0.44260871958751896
-4.0 -3.836734693877551 1.2857142857142858 0.4426071775599838
-4.0 -3.836734693877551 1.469387755102041 0.44260527239129466
-4.0 -3.836734693877551 1.653061224489796 0.4426029185573637
-4.0 -3.836734693877551 1.836734693877551 0.4426000103890847
-4.0 -3.836734693877551 2.0204081632653064 0.4425964173255956
-4.0 -3.836734693877551 2.2040816326530615 0.4425919780482273
-4.0 -3.836734693877551 2.3877551020408165 0.4425864932307388
-4.0 -3.836734693877551 2.5714285714285716 0.44257971657876094
-4.0 -3.836734693877551 2.7551020408163267 0.44257134375368823
-4.0 -3.836734693877551 2.938775510204082 0.4425609986799425
-4.0 -3.836734693877551 3.122448979591837 0.44254821661500804
-4.0 -3.836734693877551 3.306122448979592 0.44253242321315184
-4.0 -3.836734693877551 3.489795918367347 0.4425129086290504
-4.0 -3.836734693877551 3.673469387755102 0.4424887954774543
-4.0 -3.836734693877551 3.857142857142857 0.44245899917782433
-4.0 -3.836734693877551 4.040816326530613 0.4424221788535497
-4.0 -3.836734693877551 4.224489795918368 0.4423766765045078
-4.0 -3.836734693877551 4.408163265306123 0.44232044160404177
-4.0 -3.836734693877551 4.591836734693878 0.44225093755359635
-4.0 -3.836734693877551 4.775510204081633 0.44216502551586984
-4.0 -3.836734693877551 4.959183673469388 0.4420588199804667
-4.0 -3.836734693877551 5.142857142857143 0.4419275089126006
-4.0 -3.836734693877551 5.326530612244898 0.44176512938121015
-4.0 -3.836734693877551 5.510204081632653 0.4415642869964031
-4.0 -3.836734693877551 5.6938775510204085 0.44131580407497806
-4.0 -3.836734693877551 5.877551020408164 0.44100827685631416
-4.0 -3.836734693877551 6.061224489795919 0.44062751580140486
-4.0 -3.836734693877551 6.244897959183674 0.440155834255339
-4.0 -3.836734693877551 6.428571428571429 0.43957113835265943
-4.0 -3.836734693877551 6.612244897959184 0.43884575314629515
-4.0 -3.836734693877551 6.795918367346939 0.43794489363008393
-4.0 -3.836734693877551 6.979591836734694 0.4368246499863648
-4.0 -3.836734693877551 7.163265306122449 0.43542929672262914
-4.0 -3.836734693877551 7.346938775510204 0.4336876439501687
-4.0 -3.836734693877551 7.530612244897959 0.43150800856193083
-4.0 -3.836734693877551 7.714285714285714 0.4287711687104996
-4.0 -3.836734693877551 7.8979591836734695 0.4253203460174254
-4.0 -3.836734693877551 8.081632653061225 0.4209468122835806
-4.0 -3.836734693877551 8.26530612244898 0.41536917037604376
-4.0 -3.836734693877551 8.448979591836736 0.4082039338387643
-4.0 -3.836734693877551 8.63265306122449 0.39892550404834254
-4.0 -3.836734693877551 8.816326530612246 0.3868171870362661
-4.0 -3.836734693877551 9.0 0.37092659412298523
-4.0 -3.673469387755102 0.0 0.4478789429293247
-4.0 -3.673469387755102 0.18367346938775514 0.4478787327454899
-4.0 -3.673469387755102 0.3673469387755102 0.4478784730663152
-4.0 -3.673469387755102 0.5510204081632654 0.4478781522361568
-4.0 -3.673469387755102 0.7346938775510204 0.4478777558544869
-4.0 -3.673469387755102 0.9183673469387755 0.44787726612942863
-4.0 -3.673469387755102 1.1020408163265307 0.4478766610790071
-4.0 -3.673469387755102 1.2857142857142858 0.44787591354423373
-4.0 -3.673469387755102 1.469387755102041 0.44787498996967573
-4.0 -3.673469387755102 1.653061224489796 0.44787384889669224
-4.0 -3.673469387755102 1.836734693877551 0.44787243910158675
-4.0 -3.673469387755102 2.0204081632653064 0.447870697294916
-4.0 -3.673469387755102 2.2040816326530615 0.44786854527840086
-4.0 -3.673469387755102 2.3877551020408165 0.44786588643138253
-4.0 -3.673469387755102 2.5714285714285716 0.4478626013684436
-4.0 -3.673469387755102 2.7551020408163267 0.44785854257224794
-4.0 -3.673469387755102 2.938775510204082 0.44785352775910786
-4.0 -3.673469387755102 3.122448979591837 0.44784733167707036
-4.0 -3.673469387755102 3.306122448979592 0.44783967596466995
-4.0 -3.673469387755102 3.489795918367347 0.4478302166094955
-4.0 -3.673469387755102 3.673469387755102 0.4478185284349828
-4.0 -3.673469387755102 3.857142857142857 0.4478040859058858
-4.0 -3.673469387755102 4.040816326530613 0.4477862393706283
-4.0 -3.673469387755102 4.224489795918368 0.4477641856432163
-4.0 -3.673469387755102 4.408163265306123 0.4477369315569133
-4.0 -3.673469387755102 4.591836734693878 0.4477032487813048
-4.0 -3.673469387755102 4.775510204081633 0.44766161776374735
-4.0 -3.673469387755102 4.959183673469388 0.4476101581090104
-4.0 -3.673469387755102 5.142857142857143 0.4475465420115631
-4.0 -3.673469387755102 5.326530612244898 0.44746788645494734
-4.0 -3.673469387755102 5.510204081632653 0.4473706187251163
-4.0 -3.673469387755102 5.6938775510204085 0.4472503082559217
-4.0 -3.673469387755102 5.877551020408164 0.44710145580222277
