# wavelength (nm)
# intensity (erg s-1 cm-2 nm-1 sr-1)
col1 col2
91.2 1.718193200808951e-06
91.21000000000001 1.7184269768411483e-06
91.22000000000001 1.718660713112138e-06
91.23000000000002 1.718894409621916e-06
91.24000000000002 1.7191280663704847e-06
91.25000000000003 1.7193616833578437e-06
91.26000000000003 1.7195952605839938e-06
91.27000000000004 1.7198287980489334e-06
91.28000000000004 1.720062295752663e-06
91.29000000000005 1.7202957536951845e-06
91.30000000000005 1.720529171876496e-06
91.31000000000006 1.7207625502965966e-06
91.32000000000006 1.7209958889554881e-06
91.33000000000007 1.7212291878531706e-06
91.34000000000007 1.721462446989643e-06
91.35000000000008 1.7216956663649049e-06
91.36000000000008 1.7219288459789587e-06
91.37000000000009 1.7221619858318019e-06
91.3800000000001 1.7223950859234348e-06
91.3900000000001 1.7226281462538597e-06
91.4000000000001 1.722861166823074e-06
91.41000000000011 1.723094147631078e-06
91.42000000000012 1.7233270886778727e-06
91.43000000000012 1.7235599899634588e-06
91.44000000000013 1.7237928514878348e-06
91.45000000000013 1.724025673251e-06
91.46000000000014 1.7242584552529561e-06
91.47000000000014 1.7244911974937036e-06
91.48000000000015 1.724723899973241e-06
91.49000000000015 1.724956562691568e-06
91.50000000000016 1.7251891856486854e-06
91.51000000000016 1.7254217688445943e-06
91.52000000000017 1.7256543122792923e-06
91.53000000000017 1.7258868159527808e-06
91.54000000000018 1.7261192798650597e-06
91.55000000000018 1.7263517040161297e-06
91.56000000000019 1.726584088405989e-06
91.57000000000019 1.7268164330346395e-06
91.5800000000002 1.7270487379020797e-06
91.5900000000002 1.727281003008311e-06
91.60000000000021 1.727513228353332e-06
91.61000000000021 1.7277454139371434e-06
91.62000000000022 1.7279775597597456e-06
91.63000000000022 1.728209665821137e-06
91.64000000000023 1.7284417321213201e-06
91.65000000000023 1.7286737586602928e-06
91.66000000000024 1.728905745438056e-06
91.67000000000024 1.729137692454609e-06
91.68000000000025 1.7293695997099534e-06
91.69000000000025 1.7296014672040878e-06
91.70000000000026 1.7298332949370122e-06
91.71000000000026 1.7300650829087263e-06
91.72000000000027 1.7302968311192324e-06
91.73000000000027 1.730528539568528e-06
91.74000000000028 1.7307602082566134e-06
91.75000000000028 1.7309918371834897e-06
91.76000000000029 1.7312234263491564e-06
91.7700000000003 1.7314549757536138e-06
91.7800000000003 1.7316864853968606e-06
91.7900000000003 1.7319179552788982e-06
91.80000000000031 1.7321493853997263e-06
91.81000000000031 1.7323807757593445e-06
91.82000000000032 1.7326121263577538e-06
91.83000000000033 1.7328434371949517e-06
91.84000000000033 1.7330747082709414e-06
91.85000000000034 1.7333059395857206e-06
91.86000000000034 1.7335371311392909e-06
91.87000000000035 1.7337682829316502e-06
91.88000000000035 1.7339993949628013e-06
91.89000000000036 1.7342304672327434e-06
91.90000000000036 1.734461499741474e-06
91.91000000000037 1.7346924924889961e-06
91.92000000000037 1.734923445475308e-06
91.93000000000038 1.7351543587004102e-06
91.94000000000038 1.7353852321643027e-06
91.95000000000039 1.7356160658669862e-06
91.96000000000039 1.7358468598084601e-06
91.9700000000004 1.7360776139887225e-06
91.9800000000004 1.7363083284077773e-06
91.9900000000004 1.7365390030656215e-06
92.00000000000041 1.7367696379622564e-06
92.01000000000042 1.7370002330976808e-06
92.02000000000042 1.737230788471897e-06
92.03000000000043 1.7374613040849027e-06
92.04000000000043 1.737691779936698e-06
92.05000000000044 1.7379222160272849e-06
92.06000000000044 1.738152612356662e-06
92.07000000000045 1.7383829689248297e-06
92.08000000000045 1.7386132857317865e-06
92.09000000000046 1.7388435627775333e-06
92.10000000000046 1.7390738000620719e-06
92.11000000000047 1.739303997585401e-06
92.12000000000047 1.7395341553475191e-06
92.13000000000048 1.7397642733484286e-06
92.14000000000048 1.7399943515881284e-06
92.15000000000049 1.7402243900666177e-06
92.1600000000005 1.7404543887838977e-06
92.1700000000005 1.7406843477399686e-06
92.1800000000005 1.740914266934829e-06
92.19000000000051 1.7411441463684807e-06
92.20000000000051 1.741373986040922e-06
92.21000000000052 1.7416037859521544e-06
92.22000000000052 1.7418335461021762e-06
92.23000000000053 1.742063266490988e-06
92.24000000000053 1.742292947118592e-06
92.25000000000054 1.742522587984985e-06
92.26000000000055 1.7427521890901679e-06
92.27000000000055 1.7429817504341425e-06
92.28000000000056 1.7432112720169065e-06
92.29000000000056 1.743440753838461e-06
92.30000000000057 1.7436701958988052e-06
92.31000000000057 1.7438995981979412e-06
92.32000000000058 1.7441289607358673e-06
92.33000000000058 1.7443582835125834e-06
92.34000000000059 1.7445875665280884e-06
92.35000000000059 1.7448168097823858e-06
92.3600000000006 1.7450460132754729e-06
92.3700000000006 1.7452751770073494e-06
92.3800000000006 1.745504300978017e-06
92.39000000000061 1.745733385187476e-06
92.40000000000062 1.745962429635724e-06
92.41000000000062 1.7461914343227627e-06
92.42000000000063 1.746420399248592e-06
92.43000000000063 1.7466493244132108e-06
92.44000000000064 1.7468782098166207e-06
92.45000000000064 1.7471070554588204e-06
92.46000000000065 1.7473358613398111e-06
92.47000000000065 1.747564627459592e-06
92.48000000000066 1.747793353818162e-06
92.49000000000066 1.748022040415524e-06
92.50000000000067 1.748250687251676e-06
92.51000000000067 1.7484792943266177e-06
92.52000000000068 1.7487078616403498e-06
92.53000000000068 1.748936389192874e-06
92.54000000000069 1.7491648769841864e-06
92.5500000000007 1.749393325014289e-06
92.5600000000007 1.7496217332831827e-06
92.5700000000007 1.749850101790868e-06
92.58000000000071 1.750078430537342e-06
92.59000000000071 1.7503067195226065e-06
92.60000000000072 1.750534968746662e-06
92.61000000000072 1.7507631782095075e-06
92.62000000000073 1.7509913479111426e-06
92.63000000000073 1.7512194778515687e-06
92.64000000000074 1.7514475680307859e-06
92.65000000000074 1.7516756184487927e-06
92.66000000000075 1.751903629105589e-06
92.67000000000075 1.7521316000011776e-06
92.68000000000076 1.7523595311355555e-06
92.69000000000077 1.7525874225087223e-06
92.70000000000077 1.752815274120681e-06
92.71000000000078 1.7530430859714306e-06
92.72000000000078 1.7532708580609694e-06
92.73000000000079 1.753498590389299e-06
92.74000000000079 1.7537262829564184e-06
92.7500000000008 1.7539539357623298e-06
92.7600000000008 1.7541815488070298e-06
92.7700000000008 1.7544091220905202e-06
92.78000000000081 1.7546366556128025e-06
92.79000000000082 1.7548641493738738e-06
92.80000000000082 1.7550916033737347e-06
92.81000000000083 1.7553190176123866e-06
92.82000000000083 1.75554639208983e-06
92.83000000000084 1.7557737268060628e-06
92.84000000000084 1.756001021761086e-06
92.85000000000085 1.7562282769549e-06
92.86000000000085 1.7564554923875038e-06
92.87000000000086 1.7566826680588979e-06
92.88000000000086 1.7569098039690817e-06
92.89000000000087 1.7571369001180583e-06
92.90000000000087 1.7573639565058237e-06
92.91000000000088 1.7575909731323784e-06
92.92000000000088 1.7578179499977251e-06
92.93000000000089 1.7580448871018612e-06
92.9400000000009 1.7582717844447881e-06
92.9500000000009 1.7584986420265042e-06
92.9600000000009 1.7587254598470115e-06
92.97000000000091 1.7589522379063099e-06
92.98000000000091 1.7591789762043969e-06
92.99000000000092 1.7594056747412753e-06
93.00000000000092 1.7596323335169446e-06
93.01000000000093 1.7598589525314033e-06
93.02000000000093 1.7600855317846528e-06
93.03000000000094 1.7603120712766934e-06
93.04000000000094 1.7605385710075229e-06
93.05000000000095 1.7607650309771429e-06
93.06000000000095 1.7609914511855531e-06
93.07000000000096 1.7612178316327552e-06
93.08000000000096 1.7614441723187467e-06
93.09000000000097 1.7616704732435274e-06
93.10000000000097 1.7618967344071006e-06
93.11000000000098 1.7621229558094626e-06
93.12000000000099 1.762349137450615e-06
93.13000000000099 1.7625752793305579e-06
93.140000000001 1.7628013814492927e-06
93.150000000001 1.763027443806816e-06
93.160000000001 1.76325346640313e-06
93.17000000000101 1.763479449238235e-06
93.18000000000102 1.7637053923121293e-06
93.19000000000102 1.7639312956248137e-06
93.20000000000103 1.7641571591762897e-06
93.21000000000103 1.7643829829665568e-06
93.22000000000104 1.7646087669956123e-06
93.23000000000104 1.7648345112634581e-06
93.24000000000105 1.7650602157700955e-06
93.25000000000105 1.7652858805155226e-06
93.26000000000106 1.7655115054997403e-06
93.27000000000106 1.7657370907227473e-06
93.28000000000107 1.765962636184547e-06
93.29000000000107 1.7661881418851342e-06
93.30000000000108 1.7664136078245125e-06
93.31000000000108 1.766639034002683e-06
93.32000000000109 1.7668644204196429e-06
93.33000000000109 1.7670897670753923e-06
93.3400000000011 1.7673150739699319e-06
93.3500000000011 1.767540341103264e-06
93.36000000000111 1.7677655684753838e-06
93.37000000000111 1.7679907560862946e-06
93.38000000000112 1.768215903935996e-06
93.39000000000112 1.7684410120244894e-06
93.40000000000113 1.7686660803517714e-06
93.41000000000113 1.7688911089178428e-06
93.42000000000114 1.7691160977227067e-06
93.43000000000114 1.7693410467663604e-06
93.44000000000115 1.7695659560488034e-06
93.45000000000115 1.7697908255700367e-06
93.46000000000116 1.7700156553300622e-06
93.47000000000116 1.7702404453288774e-06
93.48000000000117 1.7704651955664807e-06
93.49000000000117 1.7706899060428775e-06
93.50000000000118 1.770914576758063e-06
93.51000000000118 1.7711392077120387e-06
93.52000000000119 1.771363798904805e-06
93.5300000000012 1.771588350336362e-06
93.5400000000012 1.7718128620067083e-06
93.5500000000012 1.7720373339158458e-06
93.56000000000121 1.7722617660637748e-06
93.57000000000122 1.772486158450492e-06
93.58000000000122 1.7727105110760006e-06
93.59000000000123 1.7729348239402985e-06
93.60000000000123 1.773159097043389e-06
93.61000000000124 1.7733833303852678e-06
93.62000000000124 1.7736075239659368e-06
93.63000000000125 1.7738316777853972e-06
93.64000000000125 1.7740557918436477e-06
93.65000000000126 1.7742798661406887e-06
93.66000000000126 1.7745039006765194e-06
93.67000000000127 1.7747278954511416e-06
93.68000000000127 1.7749518504645529e-06
93.69000000000128 1.7751757657167549e-06
93.70000000000128 1.775399641207747e-06
93.71000000000129 1.7756234769375304e-06
93.72000000000129 1.775847272906103e-06
93.7300000000013 1.7760710291134671e-06
93.7400000000013 1.776294745559621e-06
93.75000000000131 1.7765184222445653e-06
93.76000000000131 1.7767420591682992e-06
93.77000000000132 1.776965656330824e-06
93.78000000000132 1.77718921373214e-06
93.79000000000133 1.7774127313722456e-06
93.80000000000133 1.7776362092511403e-06
93.81000000000134 1.7778596473688278e-06
93.82000000000134 1.7780830457253035e-06
93.83000000000135 1.7783064043205701e-06
93.84000000000135 1.7785297231546275e-06
93.85000000000136 1.7787530022274756e-06
93.86000000000136 1.7789762415391133e-06
93.87000000000137 1.7791994410895407e-06
93.88000000000137 1.7794226008787608e-06
93.89000000000138 1.779645720906769e-06
93.90000000000138 1.7798688011735684e-06
93.91000000000139 1.7800918416791572e-06
93.9200000000014 1.7803148424235385e-06
93.9300000000014 1.7805378034067083e-06
93.9400000000014 1.7807607246286691e-06
93.95000000000141 1.7809836060894206e-06
93.96000000000141 1.7812064477889616e-06
93.97000000000142 1.7814292497272927e-06
93.98000000000143 1.7816520119044147e-06
93.99000000000143 1.7818747343203274e-06
94.00000000000144 1.7820974169750294e-06
94.01000000000144 1.7823200598685225e-06
94.02000000000145 1.7825426630008057e-06
94.03000000000145 1.7827652263718796e-06
94.04000000000146 1.782987749981744e-06
94.05000000000146 1.783210233830398e-06
94.06000000000147 1.7834326779178438e-06
94.07000000000147 1.7836550822440777e-06
94.08000000000148 1.783877446809103e-06
94.09000000000148 1.7840997716129185e-06
94.10000000000149 1.7843220566555253e-06
94.11000000000149 1.7845443019369215e-06
94.1200000000015 1.784766507457108e-06
94.1300000000015 1.7849886732160857e-06
94.1400000000015 1.785210799213853e-06
94.15000000000151 1.78543288545041e-06
94.16000000000152 1.7856549319257579e-06
94.17000000000152 1.7858769386398977e-06
94.18000000000153 1.7860989055928257e-06
94.19000000000153 1.786320832784545e-06
94.20000000000154 1.7865427202150548e-06
94.21000000000154 1.7867645678843546e-06
94.22000000000155 1.786986375792444e-06
94.23000000000155 1.787208143939324e-06
94.24000000000156 1.787429872324996e-06
94.25000000000156 1.7876515609494567e-06
94.26000000000157 1.7878732098127082e-06
94.27000000000157 1.7880948189147496e-06
94.28000000000158 1.7883163882555825e-06
94.29000000000158 1.7885379178352047e-06
94.30000000000159 1.788759407653617e-06
94.3100000000016 1.788980857710821e-06
94.3200000000016 1.7892022680068147e-06
94.3300000000016 1.7894236385415981e-06
94.34000000000161 1.7896449693151718e-06
94.35000000000161 1.7898662603275369e-06
94.36000000000162 1.790087511578692e-06
94.37000000000162 1.790308723068637e-06
94.38000000000163 1.7905298947973727e-06
94.39000000000163 1.7907510267648984e-06
94.40000000000164 1.7909721189712151e-06
94.41000000000165 1.7911931714163207e-06
94.42000000000165 1.7914141841002187e-06
94.43000000000166 1.791635157022906e-06
94.44000000000166 1.7918560901843825e-06
94.45000000000167 1.7920769835846516e-06
94.46000000000167 1.7922978372237097e-06
94.47000000000168 1.7925186511015575e-06
94.48000000000168 1.7927394252181965e-06
94.49000000000169 1.7929601595736264e-06
94.50000000000169 1.7931808541678453e-06
94.5100000000017 1.7934015090008554e-06
94.5200000000017 1.7936221240726569e-06
94.5300000000017 1.793842699383247e-06
94.54000000000171 1.7940632349326279e-06
94.55000000000172 1.7942837307207988e-06
94.56000000000172 1.794504186747761e-06
94.57000000000173 1.794724603013513e-06
94.58000000000173 1.794944979518055e-06
94.59000000000174 1.7951653162613892e-06
94.60000000000174 1.7953856132435116e-06
94.61000000000175 1.7956058704644245e-06
94.62000000000175 1.7958260879241285e-06
94.63000000000176 1.7960462656226226e-06
94.64000000000176 1.7962664035599068e-06
94.65000000000177 1.7964865017359811e-06
94.66000000000177 1.7967065601508466e-06
94.67000000000178 1.7969265788045021e-06
94.68000000000178 1.7971465576969475e-06
94.69000000000179 1.7973664968281832e-06
94.7000000000018 1.79758639619821e-06
94.7100000000018 1.7978062558070273e-06
94.7200000000018 1.7980260756546343e-06
94.73000000000181 1.7982458557410306e-06
94.74000000000181 1.7984655960662195e-06
94.75000000000182 1.7986852966301968e-06
94.76000000000182 1.798904957432966e-06
94.77000000000183 1.7991245784745257e-06
94.78000000000183 1.7993441597548748e-06
94.79000000000184 1.7995637012740135e-06
94.80000000000184 1.7997832030319425e-06
