# Object	Reference	Metallicity	[Fe/H]	[Mg/Fe]
J070333.5-291748	G.R.Ruchti+ApJ73792011	-1.93	-1.93	0.41
J070520.3-334324	C.M.Sakari+ApJ8681102018	-2.24	-2.24	0.67
J070648.0-324056	G.R.Ruchti+ApJ73792011	-1.07	-1.07	0.37
J071142.5-343237	C.M.Sakari+ApJ8681102018	-1.96	-1.96	0.5
J073554.7-351938	G.R.Ruchti+ApJ73792011	-0.63	-0.63	0.02
J081343.6-233252	G.R.Ruchti+ApJ73792011	-1.57	-1.57	0.22
J082838.7-482652	G.R.Ruchti+ApJ73792011	-1.77	-1.77	0.29
J0858-0809	M.Cain+ApJ864432018	-3.16	-3.16	0.52
J085934.2-053404	G.R.Ruchti+ApJ73792011	-0.86	-0.86	0.32
J090722.4-283415	G.R.Ruchti+ApJ73792011	-1.7	-1.7	0.24
J090922.5-272207	G.R.Ruchti+ApJ73792011	-0.88	-0.88	0.35
J091043.1-144419	C.M.Sakari+ApJ8681102018	-3.04	-3.04	0.72
J091858.9-231151	C.M.Sakari+ApJ8681102018	-2.05	-2.05	0.25
J093101.0-030405	G.R.Ruchti+ApJ73792011	-1.51	-1.51	0.27
J093121.3-332635	G.R.Ruchti+ApJ73792011	-1.49	-1.49	0.31
J093619.9-205314	G.R.Ruchti+ApJ73792011	-1.48	-1.48	0.41
J094634.8-062653	C.M.Sakari+ApJ8681102018	-1.99	-1.99	0.42
J094921.8-161722	C.M.Sakari+ApJ8681102018	-2.24	-2.24	0.39
J095036.7-250628	C.M.Sakari+ApJ8681102018	-2.56	-2.56	1.03
J095246.9-085554	C.M.Sakari+ApJ8681102018	-2.79	-2.79	1.1
J095801.8-144614	C.M.Sakari+ApJ8681102018	-2.33	-2.33	0.5
J100310.2-203704	G.R.Ruchti+ApJ73792011	-1.25	-1.25	0.26
J100334.4-170612	G.R.Ruchti+ApJ73792011	-0.54	-0.54	0.12
J100603.1-114029	G.R.Ruchti+ApJ73792011	-1.01	-1.01	0.37
J101915.7-192446	G.R.Ruchti+ApJ73792011	-1.26	-1.26	0.51
J102237.8-340021	C.M.Sakari+ApJ8681102018	-2.14	-2.14	0.46
J102436.9-063029	G.R.Ruchti+ApJ73792011	-1.2	-1.2	0.42
J102818.1-280723	G.R.Ruchti+ApJ73792011	-1.56	-1.56	0.31
J103634.4-193436	C.M.Sakari+ApJ8681102018	-2	-2	0.69
J103742.2-104232	G.R.Ruchti+ApJ73792011	-1.4	-1.4	0.5
J103748.8-350618	G.R.Ruchti+ApJ73792011	-1.86	-1.86	0.26
J104034.8-112021	G.R.Ruchti+ApJ73792011	-1.01	-1.01	0.12
J104610.9-023806	G.R.Ruchti+ApJ73792011	-1.06	-1.06	0.36
J104921.9-115417	C.M.Sakari+ApJ8681102018	-2.18	-2.18	0.91
J104943.6-092646	G.R.Ruchti+ApJ73792011	-1.11	-1.11	0.43
J105136.9-211547	C.M.Sakari+ApJ8681102018	-1.73	-1.73	0.59
J105252.9-262048	G.R.Ruchti+ApJ73792011	-1.38	-1.38	0.31
J105642.1-273735	G.R.Ruchti+ApJ73792011	-0.84	-0.84	0.12
J105811.4-263418	G.R.Ruchti+ApJ73792011	-1.88	-1.88	0.19
J105941.4-205225	C.M.Sakari+ApJ8681102018	-2.16	-2.16	0.32
J110248.5-030125	G.R.Ruchti+ApJ73792011	-1.98	-1.98	0.34
J110416.2-124129	G.R.Ruchti+ApJ73792011	-0.54	-0.54	0.09
J110708.8-265825	G.R.Ruchti+ApJ73792011	-1.47	-1.47	0.29
J110746.5-033433	G.R.Ruchti+ApJ73792011	-0.65	-0.65	0.09
J111447.8-405219	G.R.Ruchti+ApJ73792011	-2.43	-2.43	0.3
J112034.0-240615	C.M.Sakari+ApJ8681102018	-2.53	-2.53	0.61
J112344.9-290327	G.R.Ruchti+ApJ73792011	-0.39	-0.39	0.05
J112427.4-215510	C.M.Sakari+ApJ8681102018	-2.33	-2.33	1.59
J112651.4-180530	G.R.Ruchti+ApJ73792011	-2.21	-2.21	0.21
J113017.1-144933	C.M.Sakari+ApJ8681102018	-2.45	-2.45	0.55
J113110.2-154315	G.R.Ruchti+ApJ73792011	-0.56	-0.56	0.18
J113635.0-083517	G.R.Ruchti+ApJ73792011	-0.94	-0.94	0.3
J113901.0-055814	C.M.Sakari+ApJ8681102018	-1.98	-1.98	0.43
J114029.4-222107	G.R.Ruchti+ApJ73792011	-1.82	-1.82	0.24
J114200.1-161729	G.R.Ruchti+ApJ73792011	-0.98	-0.98	0.28
J114440.9-040951	C.M.Sakari+ApJ8681102018	-2.52	-2.52	0.46
J114638.8-042240	C.M.Sakari+ApJ8681102018	-2.05	-2.05	0.45
J114729.9-052145	C.M.Sakari+ApJ8681102018	-2	-2	0.24
J115337.3-020036	G.R.Ruchti+ApJ73792011	-2.14	-2.14	0.34
J115408.3-125455	G.R.Ruchti+ApJ73792011	-1.76	-1.76	0.31
J115801.3-152218	C.M.Sakari+ApJ8681102018	-2.41	-2.41	1.49
J115824.2-130520	G.R.Ruchti+ApJ73792011	-0.65	-0.65	0.08
J120213.1-111220	G.R.Ruchti+ApJ73792011	-1.34	-1.34	0.32
J120244.8-171201	G.R.Ruchti+ApJ73792011	-0.89	-0.89	0.45
J120324.9-353405	G.R.Ruchti+ApJ73792011	-1.51	-1.51	0.32
J120456.3-075923	C.M.Sakari+ApJ8681102018	-2.72	-2.72	0.92
J120920.8-203636	G.R.Ruchti+ApJ73792011	-1.46	-1.46	0.41
J121231.9-334428	G.R.Ruchti+ApJ73792011	-0.75	-0.75	0.11
J121846.5-161051	C.M.Sakari+ApJ8681102018	-3.24	-3.24	0.44
J122239.1-422157	G.R.Ruchti+ApJ73792011	-1.56	-1.56	0.34
J122927.0-044233	C.M.Sakari+ApJ8681102018	-2.23	-2.23	0.42
J123050.9-451108	G.R.Ruchti+ApJ73792011	-1.42	-1.42	0.28
J123749.3-094930	C.M.Sakari+ApJ8681102018	-2.12	-2.12	0.49
J123824.6-292725	G.R.Ruchti+ApJ73792011	-0.87	-0.87	0.31
J123859.7-025609	G.R.Ruchti+ApJ73792011	-1.88	-1.88	0.32
J124244.9-131503	G.R.Ruchti+ApJ73792011	-1.52	-1.52	0.23
J124307.9-140657	G.R.Ruchti+ApJ73792011	-1.45	-1.45	0.3
J125039.9-030749	C.M.Sakari+ApJ8681102018	-2.15	-2.15	0.79
J125431.7-425303	G.R.Ruchti+ApJ73792011	-1.25	-1.25	0.23
J125631.4-083410	C.M.Sakari+ApJ8681102018	-2.34	-2.34	0.77
J125815.0-402633	G.R.Ruchti+ApJ73792011	-1.23	-1.23	0.29
J130043.2-091049	G.R.Ruchti+ApJ73792011	-1.54	-1.54	0.31
J130200.0-084328	C.M.Sakari+ApJ8681102018	-1.95	-1.95	0.76
J130604.3-094730	C.M.Sakari+ApJ8681102018	-1.93	-1.93	0.35
J131013.0-334236	G.R.Ruchti+ApJ73792011	-1.94	-1.94	0.26
J131951.5-144755	G.R.Ruchti+ApJ73792011	-1.26	-1.26	0.44
J132139.3-113805	C.M.Sakari+ApJ8681102018	-2.44	-2.44	0.86
J132157.2-241639	G.R.Ruchti+ApJ73792011	-1.35	-1.35	0.48
J132302.8-174949	G.R.Ruchti+ApJ73792011	-1.12	-1.12	0.42
J132414.3-180620	G.R.Ruchti+ApJ73792011	-2.2	-2.2	0.16
J132604.5-152502	G.R.Ruchti+ApJ73792011	-1.74	-1.74	0.21
J132604.5-152502	C.M.Sakari+ApJ8681102018	-2.38	-2.38	0.63
J132635.5-280343	G.R.Ruchti+ApJ73792011	-1.11	-1.11	0.52
J132846.9-173136	C.M.Sakari+ApJ8681102018	-2.2	-2.2	0.74
J133352.8-262354	C.M.Sakari+ApJ8681102018	-2.12	-2.12	0.47
J133403.6-122545	G.R.Ruchti+ApJ73792011	-1.34	-1.34	0.23
J133514.0-011052	C.M.Sakari+ApJ8681102018	-2.45	-2.45	0.49
J133748.9-082617	C.M.Sakari+ApJ8681102018	-2.62	-2.62	0.82
J133931.4-125721	C.M.Sakari+ApJ8681102018	-2.71	-2.71	0.84
J134254.1-071701	C.M.Sakari+ApJ8681102018	-2.51	-2.51	0.57
J134340.7-112620	G.R.Ruchti+ApJ73792011	-1.7	-1.7	0.34
J135125.0-470627	G.R.Ruchti+ApJ73792011	-1.41	-1.41	0.44
J140206.8-135654	G.R.Ruchti+ApJ73792011	-0.74	-0.74	0.16
J140308.6-321401	C.M.Sakari+ApJ8681102018	-2.41	-2.41	0.6
J140722.5-295446	G.R.Ruchti+ApJ73792011	-1.43	-1.43	0.42
J140741.7-175143	G.R.Ruchti+ApJ73792011	-0.99	-0.99	0.41
J140908.9-281336	G.R.Ruchti+ApJ73792011	-0.59	-0.59	0.09
J141015.9-034355	C.M.Sakari+ApJ8681102018	-2.06	-2.06	0.39
J141231.4-050201	G.R.Ruchti+ApJ73792011	-2.23	-2.23	0.17
J141640.8-242200	C.M.Sakari+ApJ8681102018	-2.57	-2.57	0.55
J141808.7-284208	C.M.Sakari+ApJ8681102018	-2.32	-2.32	0.54
J141810.5-333452	G.R.Ruchti+ApJ73792011	-1.24	-1.24	0.27
J141832.4-081824	G.R.Ruchti+ApJ73792011	-1.39	-1.39	0.38
J141914.0-084441	C.M.Sakari+ApJ8681102018	-2.08	-2.08	0.41
J142522.3-114202	G.R.Ruchti+ApJ73792011	-1.13	-1.13	0.36
J142546.2-154629	G.Ruchti+ApJ7431072011	-2.08	-2.08	0.6
J142546.2-154629	G.R.Ruchti+ApJ73792011	-1.97	-1.97	0.48
J142839.0-204459	G.R.Ruchti+ApJ73792011	-1.6	-1.6	0.33
J142911.4-053131	G.R.Ruchti+ApJ73792011	-0.85	-0.85	0.32
J1432-4125	M.Cain+ApJ864432018	-2.97	-2.97	0.48
J144548.8-165433	G.R.Ruchti+ApJ73792011	-1.65	-1.65	0.26
J144603.1-011132	G.R.Ruchti+ApJ73792011	-1.65	-1.65	0.47
J144614.2-123902	G.R.Ruchti+ApJ73792011	-1.99	-1.99	0.32
J144747.0-143827	G.R.Ruchti+ApJ73792011	-1.11	-1.11	0.27
J145446.0-251541	G.R.Ruchti+ApJ73792011	-1.14	-1.14	0.35
J150025.0-061337	C.M.Sakari+ApJ8681102018	-2.05	-2.05	0.48
J150031.0-122656	G.R.Ruchti+ApJ73792011	-0.89	-0.89	0.37
J150203.0-052857	C.M.Sakari+ApJ8681102018	-1.82	-1.82	0.24
J150212.0-093319	G.R.Ruchti+ApJ73792011	-1.26	-1.26	0.44
J150223.7-194824	G.R.Ruchti+ApJ73792011	-1.77	-1.77	0.31
J150436.8-123108	G.R.Ruchti+ApJ73792011	-1.32	-1.32	0.48
J150505.2-035039	G.R.Ruchti+ApJ73792011	-1.07	-1.07	0.25
J150628.6-142803	G.R.Ruchti+ApJ73792011	-1.92	-1.92	0.23
J150740.0-212242	G.R.Ruchti+ApJ73792011	-0.85	-0.85	0.27
J150757.0-065959	C.M.Sakari+ApJ8681102018	-2.07	-2.07	0.26
J150824.0-125620	G.R.Ruchti+ApJ73792011	-0.91	-0.91	0.42
J150833.9-145917	C.M.Sakari+ApJ8681102018	-2.29	-2.29	0.69
J151116.8+002525	C.M.Sakari+ApJ8681102018	-2.46	-2.46	0.68
J151446.1-062842	G.R.Ruchti+ApJ73792011	-0.94	-0.94	0.36
J151608.7-212200	C.M.Sakari+ApJ8681102018	-2.36	-2.36	0.52
J152033.7-094304	G.R.Ruchti+ApJ73792011	-0.63	-0.63	0.18
J152141.1-155317	G.R.Ruchti+ApJ73792011	-1.37	-1.37	0.42
J152423.2-092207	G.R.Ruchti+ApJ73792011	-1.29	-1.29	0.44
J153421.9-085747	C.M.Sakari+ApJ8681102018	-3.03	-3.03	1.5
J153830.9-180424	C.M.Sakari+ApJ8681102018	-2.09	-2.09	0.39
J154204.1-013121	C.M.Sakari+ApJ8681102018	-2.18	-2.18	0.66
J154755.2-083710	C.M.Sakari+ApJ8681102018	-2.48	-2.48	0.56
J155427.3+002137	C.M.Sakari+ApJ8681102018	-2.18	-2.18	0.73
J155803.8-061632	G.R.Ruchti+ApJ73792011	-0.79	-0.79	0.23
J160245.0-152102	C.M.Sakari+ApJ8681102018	-1.87	-1.87	0.42
J160433.6-123549	G.R.Ruchti+ApJ73792011	-1.06	-1.06	0.28
J160612.7-040034	C.M.Sakari+ApJ8681102018	-2.09	-2.09	0.36
J160642.3-163245	C.M.Sakari+ApJ8681102018	-2.28	-2.28	0.48
J161228.3-084808	C.M.Sakari+ApJ8681102018	-2.11	-2.11	0.39
J161228.4-054142	C.M.Sakari+ApJ8681102018	-1.8	-1.8	0.34
J161527.2-141858	G.R.Ruchti+ApJ73792011	-0.87	-0.87	0.38
J161635.6-040115	C.M.Sakari+ApJ8681102018	-1.97	-1.97	0.44
J161637.1-143139	G.R.Ruchti+ApJ73792011	-0.5	-0.5	0.01
J161843.1-063056	C.M.Sakari+ApJ8681102018	-2.41	-2.41	0.87
J162128.4-114017	G.R.Ruchti+ApJ73792011	-0.92	-0.92	0.25
J162230.6-062843	G.R.Ruchti+ApJ73792011	-0.8	-0.8	0.32
J162722.5-084836	C.M.Sakari+ApJ8681102018	-2.36	-2.36	0.64
J162849.6-033521	G.R.Ruchti+ApJ73792011	-0.57	-0.57	0.02
J162856.2-101457	C.M.Sakari+ApJ8681102018	-2	-2	0.52
J163931.1-052252	C.M.Sakari+ApJ8681102018	-2.07	-2.07	0.6
J164551.2-042947	C.M.Sakari+ApJ8681102018	-2.15	-2.15	0.23
J165253.6-011557	G.R.Ruchti+ApJ73792011	-0.64	-0.64	0.13
J174311.3-804846	G.R.Ruchti+ApJ73792011	-0.83	-0.83	0.23
J180811.5-802007	G.R.Ruchti+ApJ73792011	-1.18	-1.18	0.22
J181146.8-212609	C.M.Sakari+ApJ8681102018	-1.24	-1.24	0.46
J185443.3-822504	G.R.Ruchti+ApJ73792011	-1.15	-1.15	0.17
J185501.5-675744	G.R.Ruchti+ApJ73792011	-1.38	-1.38	0.41
J190501.2-194928	C.M.Sakari+ApJ8681102018	-1.89	-1.89	0.48
J190708.1-635829	G.R.Ruchti+ApJ73792011	-1.63	-1.63	0.24
J191144.7-600208	G.R.Ruchti+ApJ73792011	-1.6	-1.6	0.38
J191258.2-790347	G.R.Ruchti+ApJ73792011	-1.35	-1.35	0.32
J191618.2-554445	G.R.Ruchti+ApJ73792011	-2.18	-2.18	0.36
J192145.9-712436	G.R.Ruchti+ApJ73792011	-1.85	-1.85	0.3
J192334.3-834540	G.R.Ruchti+ApJ73792011	-0.57	-0.57	0.13
J192406.6-693706	G.R.Ruchti+ApJ73792011	-0.92	-0.92	0.19
J192916.9-511613	G.R.Ruchti+ApJ73792011	-1.75	-1.75	0.39
J193338.2-595902	G.R.Ruchti+ApJ73792011	-2.03	-2.03	0.29
J193357.0-582141	G.R.Ruchti+ApJ73792011	-1.65	-1.65	0.37
J193443.1-462130	G.R.Ruchti+ApJ73792011	-1.37	-1.37	0.47
J194550.6-392630	G.R.Ruchti+ApJ73792011	-2.58	-2.58	0.45
J194552.6-504608	G.R.Ruchti+ApJ73792011	-1.49	-1.49	0.41
J194811.5-483511	G.R.Ruchti+ApJ73792011	-1.28	-1.28	0.25
J194850.3-344917	G.R.Ruchti+ApJ73792011	-0.54	-0.54	0.09
J194952.7-641309	G.R.Ruchti+ApJ73792011	-1.63	-1.63	0.31
J195221.4-695417	G.R.Ruchti+ApJ73792011	-1.7	-1.7	0.32
J195244.9-600813	G.Ruchti+ApJ7431072011	-1.41	-1.41	0.4
J195244.9-600813	G.R.Ruchti+ApJ73792011	-1.46	-1.46	0.39
J195313.7-531456	G.R.Ruchti+ApJ73792011	-1.03	-1.03	0.28
J195716.7-335026	G.R.Ruchti+ApJ73792011	-1.64	-1.64	0.08
J200150.5-310651	G.R.Ruchti+ApJ73792011	-1.6	-1.6	0.67
J200420.2-270110	G.R.Ruchti+ApJ73792011	-2.03	-2.03	0.29
J200506.7-305745	C.M.Sakari+ApJ8681102018	-2.74	-2.74	0.93
J200728.5-495434	G.R.Ruchti+ApJ73792011	-2.13	-2.13	0.36
J201027.8-082656	C.M.Sakari+ApJ8681102018	-2.02	-2.02	0.52
J201031.9-355854	G.R.Ruchti+ApJ73792011	-2.19	-2.19	0.34
J201721.9-380126	G.R.Ruchti+ApJ73792011	-1.6	-1.6	0.34
J201925.1-282207	G.R.Ruchti+ApJ73792011	-2.02	-2.02	0.53
J202319.0-661217	G.R.Ruchti+ApJ73792011	-1.98	-1.98	0.42
J202400.5-182024	G.R.Ruchti+ApJ73792011	-1.42	-1.42	0.36
J203226.1+000014	C.M.Sakari+ApJ8681102018	-2.24	-2.24	0.59
J203622.6-071420	C.M.Sakari+ApJ8681102018	-2.41	-2.41	0.12
J203717.9-353513	G.R.Ruchti+ApJ73792011	-1.85	-1.85	0.42
J203858.9-025212	C.M.Sakari+ApJ8681102018	-2.16	-2.16	0.39
J204406.2-300007	G.R.Ruchti+ApJ73792011	-1.87	-1.87	0.46
J204547.1-621403	G.R.Ruchti+ApJ73792011	-1.81	-1.81	0.27
J204923.3-362238	G.R.Ruchti+ApJ73792011	-2.1	-2.1	0.39
J205058.6-315839	G.R.Ruchti+ApJ73792011	-0.5	-0.5	0.02
J205155.4-325126	G.R.Ruchti+ApJ73792011	-1.08	-1.08	0.29
J205319.4-244456	G.R.Ruchti+ApJ73792011	-1.63	-1.63	0.19
J205423.5-003310	C.M.Sakari+ApJ8681102018	-2.62	-2.62	0.75
J205440.3-053500	G.R.Ruchti+ApJ73792011	-1.74	-1.74	0.33
J205515.5-403414	G.R.Ruchti+ApJ73792011	-1.15	-1.15	0.44
J205849.2-035434	C.M.Sakari+ApJ8681102018	-2.36	-2.36	0.42
J210038.2-053916	G.R.Ruchti+ApJ73792011	-2.05	-2.05	0.42
J210634.7-495749	G.R.Ruchti+ApJ73792011	-2.72	-2.72	0.35
J211103.7-071250	G.R.Ruchti+ApJ73792011	-1.63	-1.63	0.18
J211621.9-021342	C.M.Sakari+ApJ8681102018	-2.58	-2.58	0.93
J212558.5-265657	G.R.Ruchti+ApJ73792011	-1.63	-1.63	0.25
J213539.2-152631	G.R.Ruchti+ApJ73792011	-2.12	-2.12	0.27
J213932.9-071932	G.R.Ruchti+ApJ73792011	-1.19	-1.19	0.4
J214348.9-162137	G.R.Ruchti+ApJ73792011	-1.46	-1.46	0.43
J214939.2-424202	G.R.Ruchti+ApJ73792011	-1.6	-1.6	0.44
J215136.0-054340	C.M.Sakari+ApJ8681102018	-2.47	-2.47	0.76
J215707.2-353949	G.R.Ruchti+ApJ73792011	-1.54	-1.54	0.27
J220103.9-033641	G.R.Ruchti+ApJ73792011	-1.34	-1.34	0.25
J220119.1-542301	G.R.Ruchti+ApJ73792011	-0.99	-0.99	0.53
J220149.1-320337	G.R.Ruchti+ApJ73792011	-0.41	-0.41	0.04
J220157.5-444950	G.R.Ruchti+ApJ73792011	-1.78	-1.78	0.37
J220211.8-441701	G.R.Ruchti+ApJ73792011	-2.36	-2.36	0.21
J220403.6-402918	G.R.Ruchti+ApJ73792011	-2.38	-2.38	0.36
J222235.9-013827	G.R.Ruchti+ApJ73792011	-2.83	-2.83	0.39
J223203.2-213556	G.R.Ruchti+ApJ73792011	-0.89	-0.89	0.34
J224923.5-213029	G.R.Ruchti+ApJ73792011	-2.38	-2.38	0.29
J225652.6-050007	C.M.Sakari+ApJ8681102018	-1.97	-1.97	0.46
J225822.1-530715	G.R.Ruchti+ApJ73792011	-1.13	-1.13	0.45
J225939.5-130249	G.R.Ruchti+ApJ73792011	-1.39	-1.39	0.29
J230028.8-284922	G.R.Ruchti+ApJ73792011	-1.58	-1.58	0.3
J230222.8-683323	G.R.Ruchti+ApJ73792011	-2.42	-2.42	0.47
J230430.2+015517	C.M.Sakari+ApJ8681102018	-2.46	-2.46	0.6
J230955.6-142048	G.R.Ruchti+ApJ73792011	-1.61	-1.61	0.29
J231348.3-172808	G.R.Ruchti+ApJ73792011	-1.79	-1.79	0.33
J232143.5-492914	G.R.Ruchti+ApJ73792011	-1.54	-1.54	0.27
J232519.0-081554	C.M.Sakari+ApJ8681102018	-2.3	-2.3	1.2
J234945.3-431707	G.R.Ruchti+ApJ73792011	-1.64	-1.64	0.31
J235210.2-534929	G.R.Ruchti+ApJ73792011	-2.25	-2.25	0.42
J235221.1-270333	G.R.Ruchti+ApJ73792011	-0.54	-0.54	0.15
LAMOSTJ0006+1057	H.Li+ApJ7981102015	-3.26	-3.26	0.67
LAMOSTJ0102+0428	H.Li+ApJ7981102015	-2.75	-2.75	0.39
LAMOSTJ0126+0135	H.Li+ApJ7981102015	-3.57	-3.57	0.42
LAMOSTJ0257-0022	H.Li+ApJ7981102015	-2.24	-2.24	0.09
LAMOSTJ030209.33+135656.3	H.Li+ApJ852L312018	-1.74	-1.74	0.31
LAMOSTJ0326+0202	H.Li+ApJ7981102015	-3.36	-3.36	0.75
LAMOSTJ0343-0227	H.Li+ApJ7981102015	-2.42	-2.42	0.4
LAMOSTJ055408.54+523559.0	H.Li+ApJ852L312018	-2.03	-2.03	0.22
LAMOSTJ062647.91+603254.0	H.Li+ApJ852L312018	-2.29	-2.29	0.12
LAMOSTJ070542.30+255226.6	H.Li+ApJ852L312018	-3.19	-3.19	1.04
LAMOSTJ071422.66+160042.5	H.Li+ApJ852L312018	-2.16	-2.16	0.32
LAMOSTJ074102.07+213246.6	H.Li+ApJ852L312018	-2.33	-2.33	0.35
LAMOSTJ075816.39+470343.3	H.Li+ApJ852L312018	-1.84	-1.84	0.4
LAMOSTJ085208.07+262730.1	H.Li+ApJ852L312018	-2.13	-2.13	0.3
LAMOSTJ110901.22+075441.8	H.Li+AAP1512642015	-3.41	-3.41	0.41
LAMOSTJ125346.09+075343.1	H.Li+PASJ67842015	-4.02	-4.02	0.24
LAMOSTJ130534.80+281510.5	T.Matsuno+PASJ69242017	-2.93	-2.93	0.3
LAMOSTJ131331.18-055212.4	H.Li+PASJ67842015	-4.12	-4.11	0.34
LAMOSTJ131457.78+374110.7	H.Li+ApJ852L312018	-2.7	-2.7	0.37
LAMOSTJ141002.83-055551.8	T.Matsuno+PASJ69242017	-3.19	-3.19	0.84
LAMOSTJ141412.27+001618.7	H.Li+ApJ852L312018	-2.56	-2.56	0.32
LAMOSTJ145500.04+125106.2	H.Li+ApJ852L312018	-2.68	-2.68	0.35
LAMOSTJ1626+1721	H.Li+ApJ7981102015	-3.2	-3.2	0.5
LAMOSTJ1709+1616	H.Li+ApJ7981102015	-3.71	-3.71	0.28
LAMOSTJ214610.13+273200.8	H.Li+ApJ852L312018	-1.73	-1.73	0.22
LAMOSTJ221750.59+210437.2	W.Aoki+PASJ70942018	-3.93	-3.93	1.47
LP443-65	M.N.Ishigaki+ApJ753642012	-1.33	-1.33	0.03
LP443-65	M.N.Ishigaki+ApJ771672013	-1.35	-1.35	
LP443-65	M.Ishigaki+PASJ621432010	-1.74	-1.74	0.38
LP553-62	A.M.Boesgaard+ApJ7431402011	-2.73	-2.73	0.54
LP553-62	J.A.Rich+ApJ70115192009	-2.73	-2.73	
LP625-44	J.E.Norris+ApJ4883501997		-2.51	0.63
LP625-44	W.Aoki+ApJ592L672003	-2.7		
LP625-44	W.Aoki+PASJ544272002	-2.72	-2.72	1.1
LP625-44	W.Aoki+ApJ5613462001	-2.71	-2.72	
LP625-44	W.Aoki+ApJ536L972000	-2.71	-2.72	
LP625-44	W.Aoki+ApJ650L1272006	-2.7	-2.7	
LP635-14	E.Arnone+AAP4305072005		-2.53	0.32
LP635-14	A.M.Boesgaard+ApJ7431402011	-2.71	-2.71	0.48
LP635-14	A.Hosford+AAP4936012009	-2.48	-2.49	
LP635-14	P.E.Nissen+AAP4693192007	-2.39	-2.39	
LP635-14	D.Fabbian+AAP50011432009	-2.39	-2.44	
LP635-14	J.A.Rich+ApJ70115192009	-2.71	-2.71	
LP635-14	J.Melendez+AAP515L32010	-2.5	-2.5	
LP651-4	E.Arnone+AAP4305072005		-2.69	0.4
LP651-4	A.M.Boesgaard+ApJ7431402011	-2.89	-2.89	0.54
LP651-4	P.E.Nissen+AAP4693192007	-2.63	-2.63	
LP651-4	D.Fabbian+AAP50011432009	-2.63	-2.68	
LP651-4	J.A.Rich+ApJ70115192009	-2.89	-2.89	
LP751-19	M.N.Ishigaki+ApJ753642012	-1.44	-1.44	0.64
LP751-19	M.N.Ishigaki+ApJ771672013	-1.42	-1.42	
LP752-17	A.M.Boesgaard+ApJ7431402011	-2.38	-2.38	0.43
LP752-17	J.A.Rich+ApJ70115192009	-2.38	-2.38	
LP763-87	M.N.Ishigaki+ApJ753642012	-2.26	-2.26	0.25
LP763-87	M.N.Ishigaki+ApJ771672013	-2.29	-2.29	
LP763-87	M.Ishigaki+PASJ621432010	-2.68	-2.69	0.65
LP815-43	A.Hosford+AAP4936012009	-2.61	-2.74	
LP815-43	P.E.Nissen+AAP4693192007	-2.71	-2.71	
LP815-43	J.A.Rich+ApJ70115192009	-2.76	-2.76	
LP815-43	C.J.Akerman+AAP4149312004	-2.67	-2.67	
LP815-43	G.Bihain+AAP4237772004	-2.74	-2.57	
LP815-43	G.Israelian+ApJ5518332001	-3.05	-3.05	
LP815-43	E.Arnone+AAP4305072005		-2.81	0.37
LP815-43	L.Sbordone+AAP522A262010	-2.88	-2.88	
LP815-43	J.Melendez+AAP515L32010	-2.78	-2.78	
LP815-43	P.E.Nissen+AAP4159932004	-2.67	-2.67	
LP815-43	A.M.Boesgaard+ApJ7431402011	-2.76	-2.76	0.29
LP815-43	J.Melendez+ApJ64210822006	-2.4	-2.65	
LP815-43	P.E.Nissen+AAP3902352002	-2.72	-2.69	
LP815-43	F.Primas+AAP3626662000	-2.95	-2.78	
LP815-43	D.Fabbian+AAP50011432009	-2.71	-2.76	
LP815-43	M.Asplund+ApJ6442292006	-2.74	-2.74	
LP831-70	E.Arnone+AAP4305072005		-3.06	0.35
LP831-70	G.Israelian+ApJ5518332001	-2.97	-2.97	
LP831-70	J.G.Cohen+ApJ61211072004	-3	-2.91	0.64
LP831-70	A.M.Boesgaard+ApJ7431402011	-3.05	-3.05	0.53
LP831-70	J.G.Cohen+ApJ778562013	-2.86	-2.91	0.52
LP831-70	D.Fabbian+AAP50011432009	-2.93	-2.98	
LP831-70	J.A.Rich+ApJ70115192009	-3.06	-3.06	
LP831-70	J.Melendez+AAP515L32010	-2.94	-2.94	
LP859-35	M.N.Ishigaki+ApJ753642012	-1.36	-1.36	0.19
LP859-35	M.N.Ishigaki+ApJ771672013	-1.37	-1.37	
LP859-35	M.Ishigaki+PASJ621432010	-1.78	-1.78	0.36
LP877-23	M.N.Ishigaki+ApJ753642012	-1.45	-1.45	0.07
LP877-23	M.N.Ishigaki+ApJ771672013	-1.46	-1.46	
LP877-23	M.Ishigaki+PASJ621432010	-1.78	-1.78	0.5
LP894-3	L.Zhang+ApJ70610952009	-1.5	-1.33	-0.05
LP894-3	M.N.Ishigaki+ApJ753642012	-1.5	-1.5	0
LP894-3	M.N.Ishigaki+ApJ771672013	-1.5	-1.5	
LP894-3	M.Ishigaki+PASJ621432010	-1.67	-1.67	0.21
LTT15637	M.N.Ishigaki+ApJ753642012	-0.64	-0.64	0.1
LTT15637	M.N.Ishigaki+ApJ771672013	-0.66	-0.66	
LTT1566	A.M.Boesgaard+ApJ7431402011	-2.36	-2.36	0.34
LTT2415	A.M.Boesgaard+ApJ6333982005	-2.13	-2.11	
LTT2415	A.Stephens+AJ12316472002	-2.13	-2.11	0.22
Pristine205.4970+15.0564	E.Caffau+AN3386862017	-1.59	-1.57	0.36
Pristine220.6472+15.7418	E.Caffau+AN3386862017	-0.37	-0.35	0.3
