# Object	Reference	Metallicity	[Fe/H]	[O/Fe]
HD88609	Y.SaitoPASJ615492009	-2.83	-3.02	
HD88609	T.V.MisheninaAAP3961892002	-2.66	-2.66	
HD88609	N.RydeAAP4155592004	-2.85	-2.85	
HD88609	D.L.BurrisApJ5443022000	-3	-2.76	
HD88609	K.A.VennAJ12811772004		-3.01	
HD88609	M.Takada-HidaiApJ5736142002	-2.7	-2.68	
HD88609	J.P.FulbrightAJ12018412000	-2.9	-2.99	
HD88609	I.U.RoedererAJ1471362014	-3.08	-3.29	0.86
HD88609	S.HondaApJ66611892007	-3.07	-3.12	
HD88737	Y.TakedaPASJ57652005	0.21	0.21	0.01
HD88737	Y.TakedaPASJ57452005	0.21	0.36	
HD88737	Y.TakedaPASJ593352007	0.21	0.21	
HD88986	Y.TakedaPASJ57652005	0.05	0.05	0.11
HD88986	Y.TakedaPASJ57452005	0.05	0.1	
HD88986	Y.TakedaPASJ593352007	0.05	0.05	
HD89125	Y.TakedaPASJ57652005	-0.39	-0.39	0.39
HD89125	Y.TakedaPASJ57452005	-0.39	-0.69	
HD89125	Y.TakedaPASJ593352007	-0.39	-0.39	
HD89125A	Y.Q.Chen1414912000	-0.36	-0.36	0.32
HD89269	T.V.MisheninaAAP552A1282013	-0.23	-0.23	0.39
HD89707	B.E.ReddyMNRAS36713292006	-0.48	-0.53	0.48
HD89707	K.A.VennAJ12811772004		-0.42	
HD89744	Y.TakedaPASJ57652005	0.14	0.14	-0.31
HD89744	Y.TakedaPASJ57452005	0.14	0.3	
HD89744	Y.TakedaPASJ593352007	0.14	0.14	
HD9051	R.G.GrattonAAP3541692000	-1.57	-1.62	0.53
HD9051	B.W.CarneyAJ1252932003	-1.5	-1.5	
HD90839A	Y.Q.Chen1414912000	-0.18	-0.18	0.29
HD91121	K.JonsellAAP4403212005	-1.08	-1.05	0.64
HD91121	B.E.ReddyMNRAS36713292006	-1.25	-1.3	1.49
HD91345	R.G.GrattonAAP4041872003	-1.05	-1.1	0.8
HD91889A	Y.Q.Chen1414912000	-0.24	-0.24	0.27
HD91988	B.E.ReddyMNRAS36713292006	-0.02	-0.07	0.35
HD94028	K.JonsellAAP4403212005	-1.39	-1.48	0.53
HD94028	R.G.GrattonAAP3541692000	-1.4	-1.44	0.55
HD94028	D.K.LaiApJ66711852007	-1.36	-1.19	
HD94028	I.U.RoedererApJ821372016	-1.62	-1.75	0.62
HD94028	J.A.RichApJ70115192009	-1.54	-1.54	0.55
HD94028	G.BihainAAP4237772004	-1.49	-1.32	
HD94028	T.V.MisheninaAAP3709512001	-1.43	-1.43	
HD94028	I.U.RoedererApJ7249752010		-1.4	
HD94028	R.SmiljanicAAP4991032009	-1.4	-1.4	
HD94028	A.M.BesgaardApJ64111222006	-1.54	-1.53	
HD94028	I.U.RoedererApJ8601252018	-1.6	-1.54	
HD94028	A.M.BoesgaardApJ7431402011	-1.54	-1.54	0.33
HD94028	J.R.ShiAAP4655872007	-1.51	-1.5	
HD94028	R.G.GrattonAAP4041872003	-1.44	-1.5	0.76
HD94028	A.M.BoesgaardAJ1174921999	-1.46	-1.29	0.66
HD94028	T.V.MisheninaAAP3961892002	-1.43	-1.43	
HD94028	N.RydeAAP4155592004	-1.35	-1.35	
HD94028	K.A.VennAJ12811772004		-1.55	
HD94028	A.FordAAP3936172002	-1.5	-1.5	
HD94028	M.Takada-HidaiApJ5736142002	-1.5	-1.45	
HD94028	I.U.RoedererAJ1471362014	-1.81	-1.76	0.44
HD94028	J.P.FulbrightAJ12018412000	-1.4	-1.53	
HD94028	C.CharbonnelAAP4429612005	-1.55	-1.55	
HD94028	J.SimmererApJ61710912004	-1.4	-1.4	
HD94028	T.GehrenAAP45110652006	-1.51	-1.5	
HD94280	Y.Q.Chen1414912000	0.06	0.06	0.19
HD94667	B.E.ReddyMNRAS36713292006	0.11	0.06	0.44
HD94765	T.V.MisheninaAAP552A1282013	-0.01	-0.01	0.22
HD94765	T.V.MisheninaAAP547A1062012	-0.01	-0.01	
HD95128	Y.TakedaPASJ57652005	0.01	0.01	0.18
HD95128	Y.TakedaPASJ57452005	0.01	0.14	
HD95128	T.V.MisheninaAAP552A1282013	0.01	0.01	0.11
HD95128	Y.Q.Chen1414912000	-0.12	-0.12	0.32
HD95128	Y.TakedaPASJ593352007	0.01	0.01	
HD9562	Y.TakedaPASJ57652005	0.26	0.26	-0.03
HD9562	Y.TakedaPASJ57452005	0.26	0.34	
HD9562	Y.TakedaPASJ593352007	0.26	0.26	
HD96094	B.E.ReddyMNRAS36713292006	-0.39	-0.44	0.33
HD96094	T.GehrenAAP45110652006	-0.46	-0.45	
HD97	J.P.FulbrightApJ59511542003	-1.2	-1.31	0.5
HD97	B.W.CarneyAJ1252932003	-1.38	-1.38	
HD97	D.L.BurrisApJ5443022000	-1.2	-1.02	
HD97320	K.JonsellAAP4403212005	-1.23	-1.17	0.52
HD97320	P.E.NissenAAP511L102010	-1.17	-1.17	
HD97320	K.F.TanMNRAS3922052009	-1.2	-1.19	0.71
HD97320	R.G.GrattonAAP4041872003	-1.25	-1.29	0.46
HD97320	H.L.YanAAP5851022016	-1.17	-1.17	
HD97320	P. E. NissenAAP530A152011	-1.17	-1.17	
HD97320	P.E.NissenAAP3902352002	-1.21	-1.18	0.35
HD97334	T.V.MisheninaAAP552A1282013	0.06	0.06	-0.05
HD97334	T.V.MisheninaAAP547A1062012	0.06	0.06	
HD97658	T.V.MisheninaAAP552A1282013	-0.32	-0.32	0.43
HD97658	T.V.MisheninaAAP547A1062012	-0.32	-0.32	
HD97916	R.G.GrattonAAP4041872003	-0.87	-0.92	
HD97916	A.M.BoesgaardApJ66711962007	-0.96	-0.96	
HD97916	K.A.VennAJ12811772004		-0.9	
HD97916	P.E.NissenAAP3902352002	-0.86	-0.83	
HD97916	J.P.FulbrightAJ12018412000	-0.8	-0.88	
HD97916	K.F.TanMNRAS3922052009	-0.88	-0.87	0.89
HD97916	R.SmiljanicAAP4991032009	-0.8	-0.8	
HD97916	Y.Q.Chen1414912000	-0.94	-0.94	0.55
HD9826	Y.TakedaPASJ57652005	0.07	0.07	
HD9826	Y.TakedaPASJ57452005	0.07	0.13	
HD9826	T.V.MisheninaAAP552A1282013	0.1	0.1	0.03
HD9826	Y.TakedaPASJ593352007	0.07	0.07	
HD98630	T.V.MisheninaAAP552A1282013	0.22	0.22	0.04
HD99491	Y.TakedaPASJ57652005	0.33	0.33	-0.16
HD99491	Y.TakedaPASJ57452005	0.33	0.84	
HD99491	Y.TakedaPASJ593352007	0.33	0.33	
HD99648	A.Alves-BritoAAP513A352010	-0.01	-0.01	-0.05
HD99682	K.JonsellAAP4403212005	-0.45	-0.41	0.2
HD99978	A.Alves-BritoAAP513A352010	-1.07	-1.07	0.34
HE0010-3422	T.HansenApJ8071732015	-2.7	-2.78	<2.02
HE0024-2523	J.G.CohenApJ61211072004	-2.5		
HE0024-2523	J.G.CohenAJ1244702002	-2.62		
HE0024-2523	S.LucatelloAJ1258752003	-2.72	-2.77	0.69
HE0024-2523	J.G.CohenApJ778562013	-2.72		
HE0024-2523	E.CarrettaAJ1244812002	-2.65	-2.56	
HE0035-0834	P.E.NissenAAP511L102010	-1.16	-1.16	
HE0035-0834	R.G.GrattonAAP4041872003	-1.19	-1.23	0.54
HE0035-0834	B.E.ReddyMNRAS36713292006	-1.04	-1.09	0.56
HE0035-0834	C.J.HansenAAP545A312012	-1.33	-1.33	
HE0035-0834	T.V.MisheninaAAP3961892002	-1.2	-1.2	
HE0035-0834	K.A.VennAJ12811772004		-1.32	
HE0035-0834	T.V.MisheninaAAP3709512001	-1.2	-1.2	
HE0035-0834	P.E.NissenAAP3902352002	-1.16	-1.13	0.44
HE0035-0834	J.P.FulbrightAJ12018412000	-1.2	-1.3	
HE0035-0834	T.BensbyAAP562A712014	-1.13	-1.18	
HE0035-0834	C.CharbonnelAAP4429612005	-1.25	-1.25	
HE0035-0834	E.CaffauAAP4415332005	-1.22	-1.22	
HE0035-0834	R.SmiljanicAAP4991032009	-1.2	-1.2	
HE0035-0834	H.L.YanAAP5851022016	-1.16	-1.16	
HE0035-0834	M.AsplundApJ6442292006	-1.14	-1.14	0.4
HE0035-0834	P. E. NissenAAP530A152011	-1.16	-1.16	
HE0054-2542	T.HansenApJ8071732015	-2.5	-2.48	<1.2
HE0056-3022	I.U.RoedererAJ1471362014	-3.72	-3.77	<1.37
HE0056-3022	B.W.CarneyAJ1252932003	-2.9	-2.9	
HE0056-3022	A.E.GarciaPerezAAP4516212006	-3.04	-3.01	0.57
HE0056-3022	A.E.GarciaPerezAAP4472992006	-3.01	-3.01	
HE0100-1622	T.HansenApJ8071732015	-2.9	-2.93	<2.3
HE0107-5240	N.ChristliebApJ6037082004	-5.3	-5.44	
HE0107-5240	M.S.BessellApJ612L612004	-5.4	-5.46	2.54
HE0109-4510	T.HansenApJ8071732015	-3	-2.96	<2.3
HE0130-1749	J.G.CohenApJ778562013	-3.34	-3.39	2.33
HE0132-2439	J.G.CohenAJ1244702002	-3.56		
HE0132-2439	J.G.CohenApJ778562013		-3.6	<1.86
HE0132-2439	E.CarrettaAJ1244812002	-3.59	-3.71	
HE0132-2439	J.G.CohenApJ6723202008		-3.6	<1.86
HE0134-1519	T.HansenApJ8071732015	-4	-3.98	<2.9
HE0134-1519	T.HansenApJ7871622014	-4	-3.98	
HE02260103	J.G.CohenApJ778562013	-2.81	-2.86	<1.09
HE0233-0343	T.HansenApJ8071732015	-4.7	-4.68	<4
HE0233-0343	T.HansenApJ7871622014	-4.7	-4.68	
HE0243-3044	T.HansenApJ8071732015	-2.6	-2.58	<1.9
HE0305-4520	P.S.BarklemAAP4391292005	-2.91	-2.91	
HE0305-4520	M.SpiteAAP571A402014	-3	-2.96	1.01
HE0305-4520	L.ZhangAAP528A922011		-2.91	
HE0305-5442	J.G.CohenApJ778562013	-3.3	-3.35	<1.7
HE0317-3301	I.U.RoedererApJ8601252018	-3	-2.89	
HE0317-3301	E.ArnoneAAP4305072005		-3.1	
HE0317-3301	A.HosfordAAP4936012009	-2.94	-3.04	
HE0317-3301	A.HosfordAAP511A472010	-2.94		
HE0317-3301	M.AsplundApJ6442292006	-2.92	-2.92	0.64
HE0317-3301	J.MelendezAAP515L32010	-3.01	-3.01	
HE0322-1504	T.C.BeersAJ13311932007	-2	-2.05	1.02
HE0336-2412	I.U.RoedererAJ1471362014	-3.02	-3.05	<0.83
HE0336-2412	C.CharbonnelAAP4429612005	-2.7	-2.7	
HE0336-2412	R.SmiljanicAAP4991032009	-2.35	-2.35	
HE0336-2412	A.E.GarciaPerezAAP4516212006	-2.27	-2.25	0.35
HE0336-2412	A.E.GarciaPerezAAP4472992006	-2.25	-2.25	
HE0336-2412	D.L.BurrisApJ5443022000	-2.2	-2.53	
HE0338-3945	P.S.BarklemAAP4391292005	-2.41	-2.41	
HE0338-3945	L.ZhangAAP528A922011		-2.41	
HE0338-3945	K.JonsellAAP4516512006	-2.42	-2.43	1.4
HE0411-3558	T.HansenApJ8071732015	-2.8	-2.81	<2.3
HE0440-1049	T.HansenApJ8071732015	-3	-3.02	<2.5
HE0440-3426	T.HansenApJ8071732015	-2.2	-2.19	0.69
HE0448-4806	T.HansenApJ8071732015	-2.3	-2.26	<1.9
HE0450-4902	T.HansenApJ8071732015	-3.1	-3.07	<3.5
HE0454-4758	P.S.BarklemAAP4391292005	-3.1	-3.1	
HE0454-4758	I.U.RoedererAJ1471362014	-3.32	-3.38	<1.09
HE0454-4758	L.ZhangAAP528A922011		-3.1	
HE0507-1430	T.C.BeersAJ13311932007	-2	-2.45	1.12
HE0534-4548	T.C.BeersAJ13311932007	-1.8	-1.85	0.12
HE0557-4840	J.E.NorrisApJ7531502012	-4.8	-4.79	2.3
HE0557-4840	J.E.NorrisApJ6707742007	-4.8	-4.73	<3.04
HE09380114	P.S.BarklemAAP4391292005	-2.51	-2.51	
HE09380114	M.N.IshigakiApJ753642012	-2.43	-2.43	
HE09380114	P.E.NissenAAP4693192007	-2.6	-2.6	
HE09380114	M.IshigakiPASJ621432010	-3.03	-3.03	
HE09380114	J.A.RichApJ70115192009	-2.67	-2.67	1.09
HE09380114	A.FordAAP3936172002	-2.81	-2.81	
HE09380114	E.ArnoneAAP4305072005		-2.88	
HE09380114	I.U.RoedererAJ1471362014	-2.92	-3.09	0.59
HE09380114	L.ZhangApJ70610952009	-2.82	-2.46	
HE09380114	L.ZhangAAP528A922011		-2.51	
HE09380114	M.N.IshigakiApJ771672013	-2.45	-2.45	
HE09380114	C.CharbonnelAAP4429612005	-2.79	-2.79	
HE09380114	D.FabbianAAP50011432009	-2.61	-2.66	0.77
HE09380114	T.GehrenAAP45110652006	-2.54	-2.53	
HE0945-1435	T.HansenApJ8071732015	-3.9	-3.87	<4
HE0945-1435	D.YongApJ762262013	-3.78	-3.77	
HE0945-1435	J.E.NorrisApJ762252013	-3.78		
HE1001-0243	T.MasseronAAP509A932010	-2.88	-2.93	<1.94
HE1012-1540	I.U.RoedererAJ1471362014	-3.76	-4.17	<2.18
HE1012-1540	I.U.RoedererApJ7841582014	-3.76	-4.17	<2.18
HE1012-1540	J.G.CohenApJ778562013	-3.51	-3.56	2.43
HE1012-1540	J.G.CohenApJ6723202008		-3.48	2.44
HE1029-0546	T.HansenApJ8071732015	-3.3	-3.28	<3.7
HE1045-1434	T.C.BeersAJ13311932007	-2.5	-2.55	1.82
HE1116-0634	C.M.SakariApJ8681102018	-3.72	-3.72	-0.39
HE1116-0634	J.K.HollekApJ742542011	-3.73	-3.73	
HE1124-2335	P.S.BarklemAAP4391292005	-2.95	-2.93	
HE1124-2335	I.U.RoedererAJ1471362014	-3.26	-3.36	<1.19
HE1124-2335	L.ZhangAAP528A922011		-2.95	
HE1124-2335	J.RenAAP537A1182012	-2.95	-2.78	
HE1141-0610	J.G.CohenApJ61211072004	-2.5	-2.29	
HE1141-0610	J.G.CohenApJ778562013	-2.28	-2.33	1.09
HE1144-1349	I.U.RoedererApJ8601252018	-2.85	-2.84	
HE1144-1349	A.M.BoesgaardApJ7431402011	-2.91	-2.91	0.7
HE1144-1349	A.HosfordAAP4936012009	-2.66	-2.72	
HE1144-1349	P.E.NissenAAP4693192007	-2.69	-2.69	
HE1144-1349	A.M.BoesgaardAJ1174921999	-2.94	-2.77	1.26
HE1144-1349	J.MelendezApJ64210822006	-2.5	-2.61	0.81
HE1144-1349	C.J.HansenAAP545A312012	-2.56	-2.56	
HE1144-1349	J.A.RichApJ70115192009	-2.91	-3.02	0.92
HE1144-1349	C.J.AkermanAAP4149312004	-2.61	-2.61	0.77
HE1144-1349	C.M.SakariApJ8681102018	-2.8	-2.8	
HE1144-1349	L.MashonkinaApJ67915492008	-2.66	-2.66	
HE1144-1349	E.ArnoneAAP4305072005		-2.83	
HE1144-1349	M.AsplundApJ6442292006	-2.71	-2.71	0.67
HE1144-1349	J.MelendezAAP515L32010	-2.76	-2.76	
HE1144-1349	P.E.NissenAAP4159932004	-2.61	-2.61	
HE1208-0040	A.M.BoesgaardApJ7431402011	-2.29	-2.29	0.6
HE1208-0040	P.E.NissenAAP4693192007	-2.03	-2.03	
HE1208-0040	J.MelendezApJ64210822006	-1.9	-2.01	0.84
HE1208-0040	J.A.RichApJ70115192009	-2.29	-2.29	0.84
HE1208-0040	C.J.AkermanAAP4149312004	-2.09	-2.09	0.87
HE1208-0040	A.StephensAJ12316472002	-2.22	-2.2	
HE1208-0040	C.CharbonnelAAP4429612005	-2.2	-2.2	
HE1208-0040	D.FabbianAAP50011432009	-2.03	-2.08	0.76
HE1208-0040	A.M.BoesgaardApJ6333982005	-2.22	-2.2	
HE1208-0040	J.MelendezAAP515L32010	-2.08	-2.08	
HE1208-0040	P.E.NissenAAP4159932004	-2.09	-2.09	
HE1218-1828	T.HansenApJ8071732015	-3.4	-3.43	<3.3
HE1223-0133	A.M.BoesgaardApJ7431402011	-1.72	-1.72	0.6
HE1223-0133	P.E.NissenAAP4693192007	-1.71	-1.71	
HE1223-0133	R.G.GrattonAAP4041872003	-1.65	-1.7	0.85
HE1223-0133	J.MelendezApJ64210822006	-1.5	-1.69	0.85
HE1223-0133	C.J.AkermanAAP4149312004	-1.74	-1.74	0.85
HE1223-0133	K.A.VennAJ12811772004		-1.65	
HE1223-0133	A.FordAAP3936172002	-1.98	-1.98	
HE1223-0133	G.S.BaiAAP4256712004	-1.69	-1.69	0.79
HE1223-0133	J.P.FulbrightAJ12018412000	-1.5	-1.63	
HE1223-0133	T.BensbyAAP562A712014	-1.75	-1.8	0.65
HE1223-0133	C.CharbonnelAAP4429612005	-1.82	-1.82	
HE1223-0133	E.CaffauAAP4415332005	-1.69	-1.69	
HE1223-0133	D.FabbianAAP50011432009	-1.71	-1.76	0.82
HE1223-0133	R.SmiljanicAAP4991032009	-1.5	-1.5	
HE1223-0133	J.MelendezAAP515L32010	-1.65	-1.65	
HE1223-0133	P.E.NissenAAP4159932004	-1.74	-1.74	
HE1241-2907	T.HansenApJ8071732015	-3	-3	<3.9
HE13000157	P.S.BarklemAAP4391292005	-3.76	-3.74	
HE13000157	L.ZhangAAP528A922011		-3.76	
HE13000157	J.G.CohenApJ778562013	-3.49	-3.54	1.78
HE13000157	J.G.CohenApJ6723202008		-3.44	1.88
HE13000157	A.FrebelApJ6585342007	-3.88	-3.78	1.63
HE13050007	A.GoswamiMNRAS3723432006	-2.03	-2.08	
HE13050007	T.C.BeersAJ13311932007	-2.5	-2.55	0.82
HE13050132	S.C.SchulerApJ667L812007	-2	-2.55	0.9
HE1310-0536	T.HansenApJ8071732015	-4.2	-4.15	<2.8
HE1310-0536	T.HansenApJ7871622014	-4.2	-4.15	
HE1320-1339	P.S.BarklemAAP4391292005	-2.78	-2.78	
HE1320-1339	I.U.RoedererAJ1471362014	-2.93	-3.18	0.83
HE1320-1339	L.ZhangAAP528A922011		-2.78	
HE1320-1339	C.M.SakariApJ8681102018	-3.06	-3.06	
HE1327-2326	A.FrebelApJ6845882008	-5.66	-5.71	3.86
HE1327-2326	A.FrebelApJ638L172006	-5.7	-5.8	3.91
HE1327-2326	W.AokiApJ6398972006	-5.6	-5.71	<4.02
HE13370012	A.HosfordAAP4936012009	-3.32	-3.4	
HE13370012	P.E.NissenAAP4693192007	-3.24	-3.24	
HE13370012	M.IshigakiPASJ621432010	-3.52	-3.56	
HE13370012	C.J.AkermanAAP4149312004	-3.17	-3.17	0.92
HE13370012	T.MatsunoAJ154522017	-3.38	-3.38	
HE13370012	F.PrimasAAP364L422000	-3.3	-3.28	1.24
HE13370012	A.M.BoesgaardApJ6333982005	-3.47	-3.45	
HE13370012	J.MelendezAAP515L32010	-3.26	-3.26	
HE13370012	I.U.RoedererApJ8601252018	-3.3	-3.26	
HE13370012	M.N.IshigakiApJ753642012	-3.21	-3.21	
HE13370012	I.U.RoedererAJ1471362014	-3.39	-3.58	<0.65
HE13370012	M.N.IshigakiApJ771672013	-3.24	-3.24	
HE13370012	C.CharbonnelAAP4429612005	-3.38	-3.38	
HE13370012	D.FabbianAAP50011432009	-3.24	-3.29	1.05
HE13370012	T.GehrenAAP45110652006	-3.12	-3.11	
HE13370012	W.AokiApJ6398972006	-3.2	-3.25	0.9
HE13370012	W.AokiApJ69818032009	-3.37	-3.42	
HE13370012	M.BergemannAAP522A92010	-3.12	-3.12	
HE13370012	J.A.RichApJ70115192009	-3.45	-3.45	1.39
HE13370012	C.J.HansenAAP545A312012	-3.1	-3.1	
HE13370012	G.BihainAAP4237772004	-3.05	-2.88	
HE13370012	D.S.AguadoAAP60492017	-3.2		
HE13370012	E.ArnoneAAP4305072005		-3.35	
HE13370012	G.IsraelianApJ5518332001	-3.37	-3.37	1.52
HE13370012	M.BergemannMNRAS40113342010	-3.12	-3.12	
HE13370012	L.ZhangAAP528A922011		-3.44	
HE13370012	T.MatsunoPASJ69242017	-3.36	-3.36	
HE13370012	P.E.NissenAAP4159932004	-3.17	-3.17	
HE13370012	P.S.BarklemAAP4391292005	-3.44	-3.44	
HE13370012	A.M.BoesgaardApJ7431402011	-3.45	-3.45	1.15
HE13370012	J.MelendezApJ64210822006	-3	-3.24	0.91
HE13370012	V.M.PlaccoApJ829242016	-3.29	-3.29	1.18
HE13370012	A.StephensAJ12316472002	-3.47	-3.46	
HE1405-0822	W.Y.CuiAAP558A362013	-2.4	-2.37	1.28
HE14100213	T.MasseronAAP509A932010	-2.52	-2.57	2.58
HE14100213	J.G.CohenApJ778562013	-2.14	-2.19	
HE14100213	J.G.CohenAJ1321372006	-3.17	-2.21	
HE1410-0004	J.G.CohenApJ778562013	-3.02	-3.07	1.28
HE1410-0004	J.G.CohenAJ1321372006	-2.65	-3.07	1.28
HE1419-1324	T.MasseronAAP509A932010	-3.05	-3.1	<1.21
HE1429-0347	T.HansenApJ8071732015	-2.7	-2.71	0.9
HE2159-0551	T.HansenApJ8071732015	-2.8	-2.81	<1.1
HE2204-4034	J.G.CohenApJ778562013	-2.98	-3.03	<2.7
HE2208-1239	T.HansenApJ8071732015	-2.9	-2.88	<1.4
HE2215-2548	J.G.CohenApJ778562013	-3.01	-3.06	<1.76
HE2239-5019	T.HansenApJ8071732015	-4.2	-4.15	<4
HE2239-5019	T.HansenApJ7871622014	-4.2	-4.15	
HE2251-0821	J.G.CohenApJ778562013	-2.91	-2.96	<1.74
HE2258-6358	V.M.PlaccoApJ7701042013	-2.67	-2.67	1.85
HE2331-7155	T.HansenApJ8071732015	-3.7	-3.68	<1.7
HIP100394	T.BensbyAAP562A712014	-0.68	-0.73	0.49
HIP100405	T.BensbyAAP562A712014	-0.53	-0.58	0.43
HIP100412	T.BensbyAAP562A712014	-0.26	-0.31	0.16
HIP100412	T.BensbyAAP4331852005	-0.32	-0.32	
HIP100942	T.BensbyAAP562A712014	0.08	0.03	-0.05
HIP100970	T.BensbyAAP562A712014	0.03	-0.02	0
HIP10116	T.BensbyAAP562A712014	-0.01	-0.06	-0.02
HIP101399	T.BensbyAAP562A712014	0.24	0.19	-0.13
HIP101857	T.BensbyAAP562A712014	-0.01	-0.06	0.03
HIP102018	T.BensbyAAP562A712014	0.13	0.08	-0.01
HIP102046	T.BensbyAAP562A712014	-1.05	-1.1	0.62
HIP102200	T.BensbyAAP562A712014	-0.48	-0.53	0.28
HIP10225	T.BensbyAAP562A712014	0.03	-0.02	0.18
HIP102264	T.BensbyAAP562A712014	-0.24	-0.29	0.12
HIP102264	K.A.VennAJ12811772004		-0.22	
HIP102264	T.BensbyAAP4331852005		-0.22	
HIP102548	T.BensbyAAP562A712014	-0.25	-0.3	0.18
HIP102580	T.BensbyAAP562A712014	0.11	0.06	0.02
HIP102610	T.BensbyAAP562A712014	-0.25	-0.3	0.15
HIP102762	T.BensbyAAP562A712014	-0.04	-0.09	0
HIP102838	T.BensbyAAP562A712014	-0.32	-0.37	0.41
HIP103458	T.BensbyAAP562A712014	-0.61	-0.66	0.37
HIP103458	K.A.VennAJ12811772004		-0.65	
HIP103458	T.BensbyAAP4331852005		-0.65	
HIP103498	T.BensbyAAP562A712014	-1.11	-1.16	0.63
HIP103572	T.BensbyAAP562A712014	-0.66	-0.71	0.48
HIP103609	T.BensbyAAP562A712014	-0.31	-0.36	0.43
HIP103654	T.BensbyAAP562A712014	0.14	0.09	-0.07
HIP103682	T.BensbyAAP562A712014	0.33	0.28	-0.22
HIP103682	K.A.VennAJ12811772004		0.27	
HIP103682	T.BensbyAAP4331852005		0.27	
HIP103692	T.BensbyAAP562A712014	0.26	0.21	-0.05
HIP103735	T.BensbyAAP562A712014	-0.26	-0.31	0.21
HIP103773	T.BensbyAAP562A712014	-0.29	-0.34	0.11
HIP103881	T.BensbyAAP562A712014	-0.54	-0.59	0.19
HIP103896	T.BensbyAAP562A712014	-0.24	-0.29	0.1
HIP103990	T.BensbyAAP562A712014	0.11	0.06	-0.03
HIP104045	T.BensbyAAP562A712014	0.04	-0.01	-0.05
HIP104075	T.BensbyAAP562A712014	-0.01	-0.06	-0.06
HIP104152	T.BensbyAAP562A712014	0.15	0.1	-0.09
HIP104294	T.BensbyAAP562A712014	-0.44	-0.49	0.27
HIP104560	T.BensbyAAP562A712014	-0.51	-0.56	0.24
HIP104672	T.BensbyAAP562A712014	-0.04	-0.09	0
HIP104766	T.BensbyAAP562A712014	-0.19	-0.24	0.05
HIP10483	T.BensbyAAP562A712014	-0.12	-0.17	-0.03
HIP10492	T.BensbyAAP562A712014	0.34	0.29	-0.16
HIP104922	T.BensbyAAP562A712014	0.05	0	-0.08
HIP105083	T.BensbyAAP562A712014	-0.21	-0.26	0.22
HIP105214	T.BensbyAAP562A712014	0.06	0.01	0.05
HIP105521	T.BensbyAAP562A712014	0.23	0.18	-0.11
HIP105541	T.BensbyAAP562A712014	-0.2	-0.25	0.07
HIP105606	T.BensbyAAP562A712014	0.3	0.25	-0.1
HIP105790	T.BensbyAAP562A712014	-0.28	-0.33	0.31
HIP105858	T.BensbyAAP562A712014	-0.63	-0.68	0.22
HIP105858	K.A.VennAJ12811772004		-0.73	
HIP105858	T.BensbyAAP4331852005		-0.73	
HIP106006	T.BensbyAAP562A712014	0.16	0.11	-0.07
HIP106560	T.BensbyAAP562A712014	-0.66	-0.71	0.54
HIP106678	T.BensbyAAP562A712014	0.01	-0.04	0.12
HIP106701	T.BensbyAAP562A712014	0.08	0.03	-0.01
HIP106931	T.BensbyAAP562A712014	-0.2	-0.25	0.2
HIP10694	T.BensbyAAP562A712014	0.12	0.07	0.03
HIP106951	T.BensbyAAP562A712014	-0.24	-0.29	0.05
HIP107607	T.BensbyAAP562A712014	-0.77	-0.82	0.54
HIP107618	T.BensbyAAP562A712014	-0.31	-0.36	0.28
HIP107708	T.BensbyAAP562A712014	-0.45	-0.5	0.17
HIP107857	T.BensbyAAP562A712014	-0.75	-0.8	0.52
HIP107877	T.BensbyAAP562A712014	-0.24	-0.29	0.03
HIP10798	T.BensbyAAP562A712014	-0.51	-0.56	0.32
HIP10798	K.A.VennAJ12811772004		-0.47	
HIP10798	T.BensbyAAP4331852005		-0.47	
HIP108068	T.BensbyAAP562A712014	-0.34	-0.39	0.47
HIP108095	T.BensbyAAP562A712014	-0.42	-0.47	0.16
HIP108158	T.BensbyAAP562A712014	0.03	-0.02	0.21
HIP108288	T.BensbyAAP562A712014	-0.31	-0.36	0.15
HIP10842	T.BensbyAAP562A712014	-0.36	-0.41	0.49
HIP108468	T.BensbyAAP562A712014	-0.08	-0.13	0.05
HIP108473	T.BensbyAAP562A712014	-0.11	-0.16	0.04
HIP108598	T.BensbyAAP562A712014	-0.75	-0.8	0.65
HIP108736	T.BensbyAAP562A712014	-0.29	-0.34	0.33
HIP108736	K.A.VennAJ12811772004		-0.38	
HIP108736	T.BensbyAAP4331852005		-0.38	
HIP109012	T.BensbyAAP562A712014	0.13	0.08	0.07
HIP109086	T.BensbyAAP562A712014	0.01	-0.04	-0.08
HIP109110	T.BensbyAAP562A712014	0.04	-0.01	-0.06
HIP109144	T.BensbyAAP562A712014	-0.08	-0.13	-0.06
HIP109207	T.BensbyAAP562A712014	0.19	0.29	0.09
HIP109214	T.BensbyAAP562A712014	-0.14	-0.19	0.07
HIP109266	T.BensbyAAP562A712014	-0.37	-0.42	0.05
HIP109378	T.BensbyAAP562A712014	0.24	0.19	-0.02
HIP109378	K.A.VennAJ12811772004		0.22	
HIP109378	T.BensbyAAP4331852005		0.22	
HIP109381	T.BensbyAAP562A712014	0.13	0.08	-0.05
HIP109450	T.BensbyAAP562A712014	-0.06	-0.11	0.03
HIP109450	K.A.VennAJ12811772004		-0.13	
HIP109450	T.BensbyAAP4331852005		-0.13	
HIP109650	T.BensbyAAP562A712014	-0.2	-0.25	0.13
HIP10977	T.BensbyAAP562A712014	-0.14	-0.19	0.03
