# Object	Reference	Metallicity	[Fe/H]	[Si/Fe]
HIP100412	T.Bensby+AAP4331852005	-0.32	-0.32	0.14
HIP100942	T.Bensby+AAP562A712014	0.08	0.03	0.07
HIP100970	T.Bensby+AAP562A712014	0.03	-0.02	0.06
HIP10116	T.Bensby+AAP562A712014	-0.01	-0.06	0.07
HIP101399	T.Bensby+AAP562A712014	0.24	0.19	0.05
HIP101857	T.Bensby+AAP562A712014	-0.01	-0.06	0.07
HIP102018	T.Bensby+AAP562A712014	0.13	0.08	0.09
HIP102046	T.Bensby+AAP562A712014	-1.05	-1.1	0.34
HIP102200	T.Bensby+AAP562A712014	-0.48	-0.53	0.1
HIP10225	T.Bensby+AAP562A712014	0.03	-0.02	0.18
HIP102264	T.Bensby+AAP562A712014	-0.24	-0.29	0.07
HIP102264	K.A.Venn+AJ12811772004		-0.22	
HIP102264	T.Bensby+AAP4331852005		-0.22	0.06
HIP102548	T.Bensby+AAP562A712014	-0.25	-0.3	0.07
HIP102580	T.Bensby+AAP562A712014	0.11	0.06	0.11
HIP102610	T.Bensby+AAP562A712014	-0.25	-0.3	0.09
HIP102762	T.Bensby+AAP562A712014	-0.04	-0.09	0.04
HIP102793	T.Bensby+AAP562A712014	-0.57	-0.62	0.2
HIP102838	T.Bensby+AAP562A712014	-0.32	-0.37	0.22
HIP10306	T.Bensby+AAP562A712014	-0.19	-0.24	0.1
HIP10306	T.Bensby+AAP4331852005	-0.17	-0.17	0.09
HIP103458	T.Bensby+AAP562A712014	-0.61	-0.66	0.18
HIP103458	K.A.Venn+AJ12811772004		-0.65	
HIP103458	T.Bensby+AAP4331852005		-0.65	0.22
HIP103498	T.Bensby+AAP562A712014	-1.11	-1.16	0.29
HIP103572	T.Bensby+AAP562A712014	-0.66	-0.71	0.24
HIP103609	T.Bensby+AAP562A712014	-0.31	-0.36	0.27
HIP103654	T.Bensby+AAP562A712014	0.14	0.09	0.08
HIP103682	T.Bensby+AAP562A712014	0.33	0.28	0.05
HIP103682	K.A.Venn+AJ12811772004		0.27	
HIP103682	T.Bensby+AAP4331852005		0.27	0.12
HIP103692	T.Bensby+AAP562A712014	0.26	0.21	0.11
HIP103735	T.Bensby+AAP562A712014	-0.26	-0.31	0.08
HIP103773	T.Bensby+AAP562A712014	-0.29	-0.34	0.1
HIP103881	T.Bensby+AAP562A712014	-0.54	-0.59	0.13
HIP103896	T.Bensby+AAP562A712014	-0.24	-0.29	0.1
HIP103990	T.Bensby+AAP562A712014	0.11	0.06	0.09
HIP104045	T.Bensby+AAP562A712014	0.04	-0.01	0.05
HIP104075	T.Bensby+AAP562A712014	-0.01	-0.06	0
HIP104152	T.Bensby+AAP562A712014	0.15	0.1	0.08
HIP104294	T.Bensby+AAP562A712014	-0.44	-0.49	0.11
HIP104560	T.Bensby+AAP562A712014	-0.51	-0.56	0.13
HIP104672	T.Bensby+AAP562A712014	-0.04	-0.09	0.05
HIP104766	T.Bensby+AAP562A712014	-0.19	-0.24	0.1
HIP10483	T.Bensby+AAP562A712014	-0.12	-0.17	0.04
HIP10492	T.Bensby+AAP562A712014	0.34	0.29	0.07
HIP104922	T.Bensby+AAP562A712014	0.05	0	0.07
HIP105083	T.Bensby+AAP562A712014	-0.21	-0.26	0.07
HIP105214	T.Bensby+AAP562A712014	0.06	0.01	0.11
HIP105521	T.Bensby+AAP562A712014	0.23	0.18	0.08
HIP105541	T.Bensby+AAP562A712014	-0.2	-0.25	0.1
HIP105606	T.Bensby+AAP562A712014	0.3	0.25	0.09
HIP105790	T.Bensby+AAP562A712014	-0.28	-0.33	0.21
HIP105858	T.Bensby+AAP562A712014	-0.63	-0.68	0.12
HIP105858	K.A.Venn+AJ12811772004		-0.73	
HIP105858	T.Bensby+AAP4331852005		-0.73	0.19
HIP106006	T.Bensby+AAP562A712014	0.16	0.11	0.09
HIP106560	T.Bensby+AAP562A712014	-0.66	-0.71	0.24
HIP106678	T.Bensby+AAP562A712014	0.01	-0.04	0.15
HIP106701	T.Bensby+AAP562A712014	0.08	0.03	0.04
HIP106931	T.Bensby+AAP562A712014	-0.2	-0.25	0.1
HIP10694	T.Bensby+AAP562A712014	0.12	0.07	0.05
HIP106951	T.Bensby+AAP562A712014	-0.24	-0.29	0.1
HIP107607	T.Bensby+AAP562A712014	-0.77	-0.82	0.28
HIP107618	T.Bensby+AAP562A712014	-0.31	-0.36	0.13
HIP107708	T.Bensby+AAP562A712014	-0.45	-0.5	0.1
HIP107857	T.Bensby+AAP562A712014	-0.75	-0.8	0.3
HIP107877	T.Bensby+AAP562A712014	-0.24	-0.29	0.1
HIP10798	T.Bensby+AAP562A712014	-0.51	-0.56	0.15
HIP10798	K.A.Venn+AJ12811772004		-0.47	
HIP10798	T.Bensby+AAP4331852005		-0.47	0.09
HIP108068	T.Bensby+AAP562A712014	-0.34	-0.39	0.24
HIP108095	T.Bensby+AAP562A712014	-0.42	-0.47	0.06
HIP108158	T.Bensby+AAP562A712014	0.03	-0.02	0.14
HIP108288	T.Bensby+AAP562A712014	-0.31	-0.36	0.11
HIP10842	T.Bensby+AAP562A712014	-0.36	-0.41	0.24
HIP108468	T.Bensby+AAP562A712014	-0.08	-0.13	0.04
HIP108473	T.Bensby+AAP562A712014	-0.11	-0.16	0.09
HIP108598	T.Bensby+AAP562A712014	-0.75	-0.8	0.32
HIP108736	T.Bensby+AAP562A712014	-0.29	-0.34	0.19
HIP108736	K.A.Venn+AJ12811772004		-0.38	
HIP108736	T.Bensby+AAP4331852005		-0.38	0.26
HIP109012	T.Bensby+AAP562A712014	0.13	0.08	0.11
HIP109086	T.Bensby+AAP562A712014	0.01	-0.04	0.06
HIP109110	T.Bensby+AAP562A712014	0.04	-0.01	0
HIP109144	T.Bensby+AAP562A712014	-0.08	-0.13	0.06
HIP109207	T.Bensby+AAP562A712014	0.19	0.29	0.13
HIP109214	T.Bensby+AAP562A712014	-0.14	-0.19	0.1
HIP109266	T.Bensby+AAP562A712014	-0.37	-0.42	0.11
HIP109378	T.Bensby+AAP562A712014	0.24	0.19	0.09
HIP109378	K.A.Venn+AJ12811772004		0.22	
HIP109378	T.Bensby+AAP4331852005		0.22	0.11
HIP109381	T.Bensby+AAP562A712014	0.13	0.08	0.06
HIP109450	T.Bensby+AAP562A712014	-0.06	-0.11	0.05
HIP109450	K.A.Venn+AJ12811772004		-0.13	
HIP109450	T.Bensby+AAP4331852005		-0.13	0.1
HIP109650	T.Bensby+AAP562A712014	-0.2	-0.25	0.02
HIP10977	T.Bensby+AAP562A712014	-0.14	-0.19	0.03
HIP109795	T.Bensby+AAP562A712014	-0.13	-0.18	0.1
HIP109821	T.Bensby+AAP562A712014	-0.07	-0.12	0.04
HIP109821	K.A.Venn+AJ12811772004		-0.08	
HIP109821	T.Bensby+AAP4331852005		-0.08	0.06
HIP110028	T.Bensby+AAP562A712014	0.2	0.15	0.07
HIP110035	T.Bensby+AAP562A712014	-0.14	-0.19	0.05
HIP110084	T.Bensby+AAP562A712014	-0.27	-0.32	0.24
HIP110102	T.Bensby+AAP562A712014	-0.27	-0.32	0.11
HIP110109	T.Bensby+AAP562A712014	-0.23	-0.28	0.1
HIP110341	T.Bensby+AAP562A712014	-0.09	-0.14	0.04
HIP110341	K.A.Venn+AJ12811772004		-0.17	
HIP110341	T.Bensby+AAP4331852005		-0.17	0.12
HIP110454	T.Bensby+AAP562A712014	-0.26	-0.31	0.06
HIP110468	T.Bensby+AAP562A712014	-0.77	-0.82	0.26
HIP110512	T.Bensby+AAP562A712014	-0.27	-0.32	0.15
HIP110512	K.A.Venn+AJ12811772004		-0.3	
HIP110512	T.Bensby+AAP4331852005		-0.3	0.18
HIP110712	T.Bensby+AAP562A712014	0.02	-0.03	0.04
HIP11072	T.Bensby+AAP562A712014	0	-0.05	0.08
HIP110843	T.Bensby+AAP562A712014	0.29	0.24	0.08
HIP111274	T.Bensby+AAP562A712014	-0.17	-0.22	0.18
HIP111312	T.Bensby+AAP562A712014	-0.26	-0.31	0.14
HIP111517	T.Bensby+AAP562A712014	-0.34	-0.39	0.23
HIP111565	T.Bensby+AAP562A712014	-0.48	-0.53	0.26
HIP111648	T.Bensby+AAP562A712014	-0.45	-0.5	0.29
HIP111746	T.Bensby+AAP562A712014	-0.37	-0.42	0.11
HIP111978	T.Bensby+AAP562A712014	0.19	0.29	0.12
HIP11205	T.Bensby+AAP562A712014	-0.06	-0.11	0.11
HIP112151	T.Bensby+AAP562A712014	-0.45	-0.5	0.28
HIP112151	T.Bensby+AAP4331852005	-0.42	-0.42	0.23
HIP112201	T.Bensby+AAP562A712014	0.13	0.08	0.11
HIP112243	T.Bensby+AAP562A712014	-0.18	-0.23	0.17
HIP1128	T.Bensby+AAP562A712014	-0.64	-0.69	0.28
HIP113044	T.Bensby+AAP562A712014	0.26	0.21	0.08
HIP11309	T.Bensby+AAP562A712014	-0.34	-0.39	0.12
HIP11309	T.Bensby+AAP4331852005	-0.32	-0.32	0.09
HIP113113	T.Bensby+AAP562A712014	-0.14	-0.19	0.07
HIP113137	T.Bensby+AAP562A712014	0.29	0.24	0.04
HIP113137	K.A.Venn+AJ12811772004		0.22	
HIP113137	T.Bensby+AAP4331852005		0.22	0.1
HIP113174	T.Bensby+AAP562A712014	-0.08	-0.13	0.01
HIP113174	T.Bensby+AAP4331852005	-0.11	-0.11	0
HIP113357	T.Bensby+AAP562A712014	0.24	0.19	0.03
HIP113357	K.A.Venn+AJ12811772004		0.2	
HIP113357	T.Bensby+AAP4331852005		0.2	0.07
HIP113386	T.Bensby+AAP562A712014	-0.06	-0.11	0.08
HIP113421	T.Bensby+AAP562A712014	0.34	0.29	0.04
HIP113421	K.A.Venn+AJ12811772004		0.35	
HIP113421	T.Bensby+AAP4331852005		0.35	0.08
HIP113454	T.Bensby+AAP562A712014	-0.28	-0.33	0.07
HIP113543	T.Bensby+AAP562A712014	-0.28	-0.33	0.14
HIP113677	T.Bensby+AAP562A712014	-0.12	-0.17	0.1
HIP113688	T.Bensby+AAP562A712014	-0.14	-0.19	0.05
HIP113777	T.Bensby+AAP562A712014	-0.24	-0.29	0.21
HIP114040	T.Bensby+AAP562A712014	0.02	-0.03	0.12
HIP114333	T.Bensby+AAP562A712014	0.04	-0.01	0.08
HIP114450	T.Bensby+AAP562A712014	-0.05	-0.1	0.07
HIP114460	T.Bensby+AAP562A712014	-0.03	-0.08	0.13
HIP114576	T.Bensby+AAP562A712014	0.06	0.01	0.08
HIP114584	T.Bensby+AAP562A712014	-0.14	-0.19	0.06
HIP114590	T.Bensby+AAP562A712014	0.2	0.15	0.1
HIP114615	T.Bensby+AAP562A712014	-0.05	-0.1	0.02
HIP114702	T.Bensby+AAP562A712014	-0.34	-0.39	0.07
HIP114709	T.Bensby+AAP562A712014	-0.29	-0.34	0.08
HIP114743	T.Bensby+AAP562A712014	-0.14	-0.19	0.16
HIP114761	T.Bensby+AAP562A712014	-0.65	-0.7	0.1
HIP115286	T.Bensby+AAP562A712014	-0.08	-0.13	0.1
HIP115411	T.Bensby+AAP562A712014	-0.45	-0.5	0.14
HIP115577	T.Bensby+AAP562A712014	0	-0.05	0.14
HIP115662	T.Bensby+AAP562A712014	-0.03	-0.08	0.07
HIP115792	T.Bensby+AAP562A712014	-0.11	-0.16	0.06
HIP115803	T.Bensby+AAP562A712014	0.01	-0.04	0.07
HIP11586	T.Bensby+AAP562A712014	-0.45	-0.5	0.1
HIP115861	T.Bensby+AAP562A712014	0.25	0.2	0.1
HIP115917	T.Bensby+AAP562A712014	-0.52	-0.57	0.1
HIP116033	T.Bensby+AAP562A712014	-0.08	-0.13	0.06
HIP116410	T.Bensby+AAP562A712014	-0.37	-0.42	0.16
HIP116421	T.Bensby+AAP562A712014	-0.43	-0.48	0.26
HIP116421	T.Bensby+AAP4331852005	-0.45	-0.45	0.26
HIP116478	T.Bensby+AAP562A712014	-0.07	-0.12	0.13
HIP116740	T.Bensby+AAP562A712014	0.07	0.02	0.07
HIP116740	T.Bensby+AAP4331852005	0.05	0.05	0.08
HIP116906	T.Bensby+AAP562A712014	0.02	-0.03	0.06
HIP117320	T.Bensby+AAP562A712014	0.16	0.11	0.06
HIP117364	T.Bensby+AAP562A712014	-0.05	-0.1	0.07
HIP117526	T.Bensby+AAP562A712014	0.2	0.15	0.08
HIP117627	T.Bensby+AAP562A712014	-0.36	-0.41	0.14
HIP117880	T.Bensby+AAP562A712014	0.21	0.16	0.01
HIP117880	K.A.Venn+AJ12811772004		0.12	
HIP117880	T.Bensby+AAP4331852005		0.12	0.07
HIP117902	T.Bensby+AAP562A712014	0.16	0.11	0.12
HIP117961	T.Bensby+AAP562A712014	0.04	-0.01	0.06
HIP118010	T.Bensby+AAP562A712014	-0.07	-0.12	0.07
HIP118010	T.Bensby+AAP4331852005	-0.07	-0.07	0.06
HIP118115	T.Bensby+AAP562A712014	0.02	-0.03	0.01
HIP118115	K.A.Venn+AJ12811772004		-0.01	
HIP118115	T.Bensby+AAP4331852005		-0.01	0.05
HIP118141	T.Bensby+AAP562A712014	-0.38	-0.43	0.14
HIP118143	T.Bensby+AAP562A712014	0.05	0	0.1
HIP12048	T.Bensby+AAP562A712014	0.12	0.07	0.07
HIP12186	T.Bensby+AAP562A712014	0.18	0.13	0.02
HIP12186	K.A.Venn+AJ12811772004		0.14	
HIP12186	T.Bensby+AAP4331852005		0.14	0.09
HIP12381	T.Bensby+AAP562A712014	-0.23	-0.28	0.13
HIP12411	T.Bensby+AAP562A712014	-0.14	-0.19	0.1
HIP12444	T.Bensby+AAP562A712014	0.09	0.04	0.05
HIP12483	T.Bensby+AAP562A712014	-0.7	-0.75	0.31
HIP12611	T.Bensby+AAP562A712014	0.36	0.31	0.05
HIP12611	K.A.Venn+AJ12811772004			
HIP12611	T.Bensby+AAP4331852005		0.26	0.15
HIP12653	T.Bensby+AAP562A712014	0.27	0.22	-0.03
HIP12653	K.A.Venn+AJ12811772004		0.14	
HIP12653	T.Bensby+AAP4331852005		0.14	0.07
HIP12889	T.Bensby+AAP562A712014	-0.13	-0.18	0.08
HIP13315	T.Bensby+AAP562A712014	-0.32	-0.37	0.09
HIP13341	T.Bensby+AAP562A712014	0.03	-0.02	0.07
HIP13350	T.Bensby+AAP562A712014	-0.18	-0.23	0.11
HIP13388	T.Bensby+AAP562A712014	-0.41	-0.46	0.23
HIP1349	T.Bensby+AAP562A712014	-0.54	-0.59	0.1
HIP13513	T.Bensby+AAP562A712014	0.06	0.01	0.11
HIP13848	T.Bensby+AAP562A712014	0.22	0.17	0.17
HIP13902	T.Bensby+AAP562A712014	-0.26	-0.31	0.07
HIP13938	T.Bensby+AAP562A712014	0.07	0.02	0.11
HIP14016	T.Bensby+AAP562A712014	-0.17	-0.22	0.2
HIP14023	T.Bensby+AAP562A712014	0.14	0.09	0.11
HIP14241	T.Bensby+AAP562A712014	-0.45	-0.5	0.29
HIP14339	T.Bensby+AAP562A712014	-0.06	-0.11	0.08
HIP14561	T.Bensby+AAP562A712014	0.31	0.26	0.11
HIP14879	T.Bensby+AAP562A712014	-0.18	-0.23	0.08
HIP14954	T.Bensby+AAP562A712014	0.31	0.26	0.04
HIP14954	K.A.Venn+AJ12811772004		0.19	
HIP14954	T.Bensby+AAP4331852005		0.19	0.14
HIP15131	T.Bensby+AAP562A712014	-0.43	-0.48	0.08
HIP15131	T.Bensby+AAP4331852005	-0.52	-0.52	0.13
HIP15158	T.Bensby+AAP562A712014	-0.06	-0.11	0.09
HIP15371	T.Bensby+AAP562A712014	-0.24	-0.29	0.1
HIP15381	T.Bensby+AAP562A712014	0.08	0.03	0.1
HIP15510	T.Bensby+AAP562A712014	-0.46	-0.51	0.27
HIP15510	T.Bensby+AAP4331852005	-0.41	-0.41	0.21
HIP15940	T.Bensby+AAP562A712014	-0.44	-0.49	0.2
HIP1599	T.Bensby+AAP562A712014	-0.19	-0.24	0.1
HIP16169	T.Bensby+AAP562A712014	-0.57	-0.62	0.25
HIP16365	T.Bensby+AAP562A712014	-0.43	-0.48	0.18
HIP16391	T.Bensby+AAP562A712014	-0.05	-0.1	0.1
HIP16492	T.Bensby+AAP562A712014	-0.54	-0.59	0.28
HIP16788	T.Bensby+AAP562A712014	-0.31	-0.36	0.08
HIP16788	T.Bensby+AAP4331852005	-0.32	-0.32	0.05
HIP16852	T.Bensby+AAP562A712014	-0.03	-0.08	0.07
HIP17378	T.Bensby+AAP562A712014	0.2	0.26	0.06
HIP17378	K.A.Venn+AJ12811772004		0.24	
HIP17378	T.Bensby+AAP4331852005		0.24	0.09
HIP1746	T.Bensby+AAP562A712014	-0.47	-0.52	0.25
HIP17970	T.Bensby+AAP562A712014	-0.49	-0.54	0.18
HIP17987	T.Bensby+AAP562A712014	-0.48	-0.53	0.25
HIP18164	T.Bensby+AAP562A712014	-0.53	-0.58	0.05
HIP18331	T.Bensby+AAP562A712014	0.16	0.11	0.08
HIP18612	T.Bensby+AAP562A712014	-0.13	-0.18	0.05
HIP1877	T.Bensby+AAP562A712014	-0.3	-0.35	0.16
HIP18802	T.Bensby+AAP562A712014	-0.93	-0.98	0.24
HIP18802	K.A.Venn+AJ12811772004		-0.85	
HIP18833	T.Bensby+AAP562A712014	-0.53	-0.58	0.12
HIP18833	T.Bensby+AAP4331852005	-0.52	-0.52	0.13
HIP19233	T.Bensby+AAP562A712014	-0.07	-0.12	0.06
HIP1931	T.Bensby+AAP562A712014	0.34	0.29	0.07
HIP1955	T.Bensby+AAP562A712014	-0.01	-0.06	0.05
HIP1976	T.Bensby+AAP562A712014	0.19	0.14	0.07
HIP19773	T.Bensby+AAP562A712014	-0.52	-0.57	0.11
HIP20199	T.Bensby+AAP562A712014	-0.16	-0.21	0.13
HIP2021	T.Bensby+AAP562A712014	-0.07	-0.12	0.08
HIP20242	T.Bensby+AAP562A712014	-0.23	-0.28	0.08
HIP20242	T.Bensby+AAP4331852005	-0.26	-0.26	0.06
HIP20489	T.Bensby+AAP562A712014	0.28	0.23	0.08
HIP2057	T.Bensby+AAP562A712014	-0.18	-0.23	0.12
HIP20638	T.Bensby+AAP562A712014	-0.46	-0.51	0.23
HIP20677	T.Bensby+AAP562A712014	-0.32	-0.37	0.22
HIP21079	T.Bensby+AAP562A712014	-0.11	-0.16	0.02
HIP21731	T.Bensby+AAP562A712014	0.22	0.17	0.1
HIP21832	T.Bensby+AAP562A712014	-0.6	-0.65	0.24
HIP21832	T.Bensby+AAP4331852005	-0.61	-0.61	0.21
HIP21839	T.Bensby+AAP562A712014	-0.15	-0.2	0.09
HIP2194	T.Bensby+AAP562A712014	-0.6	-0.65	0.29
HIP22068	T.Bensby+AAP562A712014	-1.42	-1.47	0.32
HIP22162	T.Bensby+AAP562A712014	0.08	0.03	0.03
HIP22263	T.Bensby+AAP562A712014	0.02	-0.03	0.02
HIP22263	K.A.Venn+AJ12811772004		0.05	
HIP22263	T.Bensby+AAP4331852005		0.05	0.01
HIP22278	T.Bensby+AAP562A712014	0.15	0.1	0.07
HIP22325	T.Bensby+AAP562A712014	0.21	0.16	0.01
HIP22325	K.A.Venn+AJ12811772004		0.06	
HIP22325	T.Bensby+AAP4331852005		0.06	0.13
HIP22336	T.Bensby+AAP562A712014	0.26	0.21	0.08
HIP22349	T.Bensby+AAP562A712014	-0.35	-0.4	0.2
HIP2235	T.Bensby+AAP562A712014	-0.29	-0.34	0.11
HIP2235	T.Bensby+AAP4331852005	-0.28	-0.28	0.1
HIP22395	T.Bensby+AAP562A712014	0.06	0.01	0.05
HIP22824	T.Bensby+AAP562A712014	-0.13	-0.18	0.1
HIP2319	T.Bensby+AAP562A712014	-0.55	-0.6	0.15
HIP23383	T.Bensby+AAP562A712014	-0.22	-0.27	0.19
HIP23555	T.Bensby+AAP562A712014	0.22	0.17	0.03
HIP23555	K.A.Venn+AJ12811772004		0.13	
HIP23555	T.Bensby+AAP4331852005		0.13	0.13
HIP23941	T.Bensby+AAP562A712014	-0.24	-0.29	0.12
HIP23941	K.A.Venn+AJ12811772004		-0.3	
HIP23941	T.Bensby+AAP4331852005		-0.3	0.14
HIP24037	T.Bensby+AAP562A712014	-0.5	-0.55	0.25
HIP24682	T.Bensby+AAP562A712014	-0.34	-0.39	0.12
HIP24722	T.Bensby+AAP562A712014	-0.28	-0.33	0.19
HIP24819	T.Bensby+AAP562A712014	-0.21	-0.26	-0.02
HIP24829	T.Bensby+AAP562A712014	0.07	0.02	0.04
HIP24829	K.A.Venn+AJ12811772004		0.06	
HIP24829	T.Bensby+AAP4331852005		0.06	0.11
HIP25209	T.Bensby+AAP562A712014	0	-0.05	0.06
HIP25528	T.Bensby+AAP562A712014	-0.4	-0.45	0.25
HIP25905	T.Bensby+AAP562A712014	-0.23	-0.28	0.11
HIP26273	T.Bensby+AAP562A712014	-0.4	-0.45	0.09
HIP26828	T.Bensby+AAP562A712014	-0.34	-0.39	0.23
HIP26828	T.Bensby+AAP4331852005	-0.37	-0.37	0.23
HIP27072	T.Bensby+AAP562A712014	-0.02	-0.07	0.06
HIP27080	T.Bensby+AAP562A712014	-0.67	-0.72	0.28
HIP2711	T.Bensby+AAP562A712014	0.06	0.01	0.06
HIP27128	T.Bensby+AAP562A712014	-0.88	-0.93	0.3
HIP2743	T.Bensby+AAP562A712014	-0.41	-0.46	0.2
HIP2787	T.Bensby+AAP562A712014	-0.11	-0.16	0.05
HIP2787	T.Bensby+AAP4331852005	-0.11	-0.11	0.04
HIP27910	T.Bensby+AAP562A712014	0.01	-0.04	0.11
HIP28044	T.Bensby+AAP562A712014	-0.07	-0.12	0.13
HIP28066	T.Bensby+AAP562A712014	-0.17	-0.22	0.18
HIP28159	T.Bensby+AAP562A712014	-0.4	-0.45	0.23
HIP28267	T.Bensby+AAP562A712014	-0.16	-0.21	0.16
HIP28369	T.Bensby+AAP562A712014	-0.15	-0.2	0.08
HIP28403	T.Bensby+AAP562A712014	-0.33	-0.38	0.1
HIP28671	T.Bensby+AAP562A712014	-1.11	-1.16	0.21
HIP2909	T.Bensby+AAP562A712014	-0.15	-0.2	0.16
HIP29271	T.Bensby+AAP562A712014	0.07	0.02	0.11
HIP29271	K.A.Venn+AJ12811772004		0.1	
HIP29271	T.Bensby+AAP4331852005		0.1	0.09
HIP29716	T.Bensby+AAP562A712014	-0.08	-0.13	0.06
HIP30158	T.Bensby+AAP562A712014	0.05	0	0.07
HIP30439	T.Bensby+AAP562A712014	-0.57	-0.62	0.27
HIP30476	T.Bensby+AAP562A712014	-0.06	-0.11	0.13
HIP30480	T.Bensby+AAP562A712014	0.25	0.2	0.01
HIP30480	K.A.Venn+AJ12811772004		0.19	
HIP30480	T.Bensby+AAP4331852005		0.19	0.08
HIP305	T.Bensby+AAP562A712014	0.18	0.13	0.1
HIP30503	T.Bensby+AAP562A712014	0.06	0.01	0.04
HIP30503	K.A.Venn+AJ12811772004		0.04	
HIP30503	T.Bensby+AAP4331852005		0.04	0.07
HIP30545	T.Bensby+AAP562A712014	-0.03	-0.08	0.08
HIP31030	T.Bensby+AAP562A712014	-0.44	-0.49	0.14
HIP3142	T.Bensby+AAP562A712014	-0.38	-0.43	0.09
HIP3142	K.A.Venn+AJ12811772004		-0.45	
HIP3142	T.Bensby+AAP4331852005		-0.45	0.16
HIP3170	T.Bensby+AAP562A712014	-0.24	-0.29	0.11
HIP3170	T.Bensby+AAP4331852005	-0.34	-0.34	0.15
HIP3182	T.Bensby+AAP562A712014	-0.29	-0.34	0.22
HIP3185	T.Bensby+AAP562A712014	-0.59	-0.64	0.27
HIP3185	K.A.Venn+AJ12811772004		-0.59	
HIP3185	T.Bensby+AAP4331852005		-0.59	0.26
HIP32649	T.Bensby+AAP562A712014	-0.26	-0.31	0.21
HIP33094	T.Bensby+AAP562A712014	0.04	-0.01	0.13
HIP33220	T.Bensby+AAP562A712014	-0.64	-0.69	0.23
HIP33324	T.Bensby+AAP562A712014	-0.68	-0.73	0.27
HIP33642	T.Bensby+AAP562A712014	-0.24	-0.29	0.13
HIP3391	T.Bensby+AAP562A712014	0.16	0.11	0.11
HIP34017	T.Bensby+AAP562A712014	-0.12	-0.17	0.06
HIP34028	T.Bensby+AAP562A712014	-0.11	-0.16	0.06
HIP34065	T.Bensby+AAP562A712014	-0.25	-0.3	0.12
HIP34069	T.Bensby+AAP562A712014	-0.31	-0.36	0.17
HIP34212	T.Bensby+AAP562A712014	-0.04	-0.09	0.05
HIP34254	T.Bensby+AAP562A712014	-0.04	-0.09	0.11
HIP34285	T.Bensby+AAP562A712014	-0.96	-1.01	0.07
HIP34285	K.A.Venn+AJ12811772004		-0.9	
HIP34410	T.Bensby+AAP562A712014	-0.26	-0.31	0.1
HIP34511	T.Bensby+AAP562A712014	-0.11	-0.16	0.04
HIP34739	T.Bensby+AAP562A712014	-0.35	-0.4	0.2
HIP3479	T.Bensby+AAP562A712014	-0.26	-0.31	0.11
HIP34961	T.Bensby+AAP562A712014	-0.44	-0.49	0.23
HIP3497	T.Bensby+AAP562A712014	-0.32	-0.37	0.19
HIP3497	K.A.Venn+AJ12811772004		-0.33	
HIP3497	T.Bensby+AAP4331852005		-0.33	0.21
HIP35139	T.Bensby+AAP562A712014	-0.52	-0.57	0.12
HIP35148	T.Bensby+AAP562A712014	-0.2	-0.25	0.06
HIP35318	T.Bensby+AAP562A712014	-0.54	-0.59	0.12
HIP35718	T.Bensby+AAP562A712014	-0.06	-0.11	0.18
HIP35750	T.Bensby+AAP562A712014	0.04	-0.01	0.07
HIP36210	T.Bensby+AAP562A712014	0.03	-0.02	0.11
HIP36269	T.Bensby+AAP562A712014	-1.66	-1.71	0.21
HIP36515	T.Bensby+AAP562A712014	0	-0.05	0.01
HIP36795	T.Bensby+AAP562A712014	-0.1	-0.15	0.04
HIP36855	T.Bensby+AAP562A712014	0.13	0.21	0.05
HIP36874	T.Bensby+AAP562A712014	-0.02	-0.07	0.04
HIP36874	T.Bensby+AAP4331852005	-0.07	-0.07	0.07
HIP36993	T.Bensby+AAP562A712014	0.21	0.16	0.05
HIP3704	T.Bensby+AAP562A712014	-0.35	-0.4	0.05
HIP3704	K.A.Venn+AJ12811772004		-0.38	
HIP3704	T.Bensby+AAP4331852005		-0.38	0.08
HIP37171	T.Bensby+AAP562A712014	0.13	0.08	0.13
HIP37233	T.Bensby+AAP562A712014	-0.47	-0.52	0.25
HIP3734	T.Bensby+AAP562A712014	-0.06	-0.11	0.07
HIP37419	T.Bensby+AAP562A712014	-0.33	-0.38	0.08
HIP37520	T.Bensby+AAP562A712014	0.41	0.36	0.04
HIP37789	T.Bensby+AAP562A712014	-0.63	-0.68	0.19
HIP37789	T.Bensby+AAP4331852005	-0.67	-0.67	0.18
HIP37853	T.Bensby+AAP562A712014	-0.81	-0.86	0.25
HIP37853	K.A.Venn+AJ12811772004		-1.15	
HIP38134	T.Bensby+AAP562A712014	-0.89	-0.94	0.29
HIP38750	T.Bensby+AAP562A712014	-0.35	-0.4	0.23
HIP38782	T.Bensby+AAP562A712014	-0.05	-0.1	0.11
HIP38862	T.Bensby+AAP562A712014	-0.19	-0.24	0.1
HIP38926	T.Bensby+AAP562A712014	-0.36	-0.41	0.11
HIP3909	T.Bensby+AAP562A712014	-0.03	-0.08	0
HIP3909	T.Bensby+AAP4331852005	-0.06	-0.06	-0.01
HIP39911	T.Bensby+AAP562A712014	-0.84	-0.89	0.22
HIP40613	T.Bensby+AAP562A712014	-0.63	-0.68	0.29
HIP40613	T.Bensby+AAP4331852005	-0.63	-0.63	0.28
HIP407	T.Bensby+AAP562A712014	0.12	0.07	0.07
HIP40761	T.Bensby+AAP562A712014	0.25	0.2	0.12
HIP40794	T.Bensby+AAP562A712014	-0.32	-0.37	0.19
HIP41471	T.Bensby+AAP562A712014	-0.04	-0.09	0.08
