# Object	Reference	Metallicity	[Fe/H]	[Si/Fe]
HIP41544	T.Bensby+AAP562A712014	-0.14	-0.19	0.05
HIP42356	T.Bensby+AAP562A712014	0.17	0.12	0.07
HIP42612	T.Bensby+AAP562A712014	-0.03	-0.08	0.04
HIP42734	T.Bensby+AAP562A712014	-0.55	-0.6	0.18
HIP42889	T.Bensby+AAP562A712014	-0.33	-0.38	0.18
HIP43054	T.Bensby+AAP562A712014	-0.03	-0.08	0.03
HIP43393	T.Bensby+AAP562A712014	-0.61	-0.66	0.3
HIP43393	K.A.Venn+AJ12811772004		-0.59	
HIP44319	T.Bensby+AAP562A712014	0.12	0.07	0.06
HIP44441	T.Bensby+AAP562A712014	-0.07	-0.12	0
HIP44441	T.Bensby+AAP4331852005	-0.28	-0.28	0.13
HIP44713	T.Bensby+AAP562A712014	0.14	0.09	0.06
HIP44821	T.Bensby+AAP562A712014	-0.12	-0.17	0.02
HIP44860	T.Bensby+AAP562A712014	-0.48	-0.53	0.28
HIP44860	T.Bensby+AAP4331852005	-0.45	-0.45	0.22
HIP44896	T.Bensby+AAP562A712014	-0.23	-0.28	0.08
HIP44915	T.Bensby+AAP562A712014	0.14	0.09	0.08
HIP44927	T.Bensby+AAP562A712014	-0.18	-0.23	0.22
HIP45283	T.Bensby+AAP562A712014	-0.63	-0.68	0.26
HIP45514	T.Bensby+AAP562A712014	-0.27	-0.32	0.21
HIP45733	T.Bensby+AAP562A712014	-0.47	-0.52	0.2
HIP46685	T.Bensby+AAP562A712014	-0.08	-0.13	0.16
HIP46888	T.Bensby+AAP562A712014	-0.07	-0.12	0.06
HIP47048	T.Bensby+AAP562A712014	-0.5	-0.55	0.11
HIP47048	K.A.Venn+AJ12811772004		-0.47	
HIP47588	T.Bensby+AAP562A712014	-0.38	-0.43	0.19
HIP4830	T.Bensby+AAP562A712014	0.12	0.07	0.06
HIP48468	T.Bensby+AAP562A712014	0.11	0.06	0.11
HIP4892	T.Bensby+AAP562A712014	-0.29	-0.34	0.07
HIP49285	T.Bensby+AAP562A712014	-0.21	-0.26	0.18
HIP49793	T.Bensby+AAP562A712014	-0.63	-0.68	0.25
HIP49942	T.Bensby+AAP562A712014	-0.27	-0.32	0.24
HIP49988	T.Bensby+AAP562A712014	-0.43	-0.48	0.08
HIP50274	T.Bensby+AAP562A712014	-0.34	-0.39	0.15
HIP50316	T.Bensby+AAP562A712014	0.06	0.01	0.07
HIP5054	T.Bensby+AAP562A712014	-0.62	-0.67	0.3
HIP50671	T.Bensby+AAP562A712014	-0.38	-0.43	0.09
HIP50713	T.Bensby+AAP562A712014	-0.11	-0.16	0.13
HIP50834	T.Bensby+AAP562A712014	-0.27	-0.32	0.1
HIP50907	T.Bensby+AAP562A712014	0.33	0.28	0.09
HIP50941	T.Bensby+AAP562A712014	-0.71	-0.76	0.32
HIP51028	T.Bensby+AAP562A712014	-0.68	-0.73	0.15
HIP51078	T.Bensby+AAP562A712014	0.25	0.2	0.11
HIP51477	T.Bensby+AAP562A712014	-1	-1.05	0.4
HIP51579	T.Bensby+AAP562A712014	0.2	0.15	0.09
HIP51614	T.Bensby+AAP562A712014	0.15	0.1	0.08
HIP51933	T.Bensby+AAP562A712014	-0.18	-0.23	0.09
HIP51938	T.Bensby+AAP562A712014	-0.41	-0.46	0.24
HIP52247	T.Bensby+AAP562A712014	-0.46	-0.51	0.13
HIP52325	T.Bensby+AAP562A712014	-0.03	-0.08	0.08
HIP52564	T.Bensby+AAP562A712014	-0.45	-0.5	0.07
HIP5264	T.Bensby+AAP562A712014	0	-0.05	0.07
HIP52990	T.Bensby+AAP562A712014	0.07	0.02	0.05
HIP5301	T.Bensby+AAP562A712014	-0.11	-0.16	0.05
HIP53122	T.Bensby+AAP562A712014	-0.52	-0.57	0.27
HIP5315	T.Bensby+AAP562A712014	-0.46	-0.51	0.29
HIP5315	K.A.Venn+AJ12811772004		-0.42	
HIP5315	T.Bensby+AAP4331852005		-0.42	0.26
HIP53311	T.Bensby+AAP562A712014	-0.56	-0.61	0.23
HIP53719	T.Bensby+AAP562A712014	0.09	0.17	0.11
HIP53765	T.Bensby+AAP562A712014	-0.28	-0.33	0.07
HIP53982	T.Bensby+AAP562A712014	0.12	0.07	0.1
HIP54043	T.Bensby+AAP562A712014	-0.55	-0.6	0.3
HIP54469	T.Bensby+AAP562A712014	-0.43	-0.48	0.21
HIP54641	T.Bensby+AAP562A712014	-1.14	-1.19	0.24
HIP54779	T.Bensby+AAP562A712014	-0.39	-0.44	0.22
HIP54924	T.Bensby+AAP562A712014	-0.8	-0.85	0.28
HIP55210	T.Bensby+AAP562A712014	-0.25	-0.3	0.12
HIP55278	T.Bensby+AAP562A712014	0.21	0.16	0.04
HIP55592	T.Bensby+AAP562A712014	-1.02	-1.07	0.2
HIP55805	T.Bensby+AAP562A712014	-1.06	-1.11	0.32
HIP56004	T.Bensby+AAP562A712014	0.13	0.08	0.07
HIP56336	T.Bensby+AAP562A712014	-0.42	-0.47	0.11
HIP56389	T.Bensby+AAP562A712014	-0.12	-0.17	0.06
HIP56452	T.Bensby+AAP562A712014	-0.4	-0.45	0.15
HIP56557	T.Bensby+AAP562A712014	-0.1	-0.15	0.1
HIP56664	T.Bensby+AAP562A712014	-0.68	-0.73	0.11
HIP56830	T.Bensby+AAP562A712014	-0.82	-0.87	0.32
HIP56845	T.Bensby+AAP562A712014	-0.35	-0.4	0.16
HIP56868	T.Bensby+AAP562A712014	-0.41	-0.46	0.2
HIP5700	T.Bensby+AAP562A712014	0.04	-0.01	0.05
HIP57017	T.Bensby+AAP562A712014	-0.43	-0.48	0.08
HIP57216	T.Bensby+AAP562A712014	-0.35	-0.4	0.11
HIP57360	T.Bensby+AAP562A712014	-1.27	-1.32	0.23
HIP58145	T.Bensby+AAP562A712014	-1.14	-1.19	0.33
HIP58145	K.A.Venn+AJ12811772004		-1.04	
HIP58153	T.Bensby+AAP562A712014	-0.68	-0.73	0.26
HIP5817	T.Bensby+AAP562A712014	-0.08	-0.13	0.22
HIP58401	T.Bensby+AAP562A712014	-0.77	-0.82	0.27
HIP58517	T.Bensby+AAP562A712014	0.14	0.09	0.06
HIP58576	T.Bensby+AAP562A712014	0.25	0.33	0.12
HIP5862	T.Bensby+AAP562A712014	0.17	0.12	0.07
HIP5862	T.Bensby+AAP4331852005	0.17	0.17	0.1
HIP58843	T.Bensby+AAP562A712014	-0.84	-0.89	0.29
HIP58950	T.Bensby+AAP562A712014	-0.19	-0.24	0.06
HIP58962	T.Bensby+AAP562A712014	-0.86	-0.91	0.14
HIP58962	K.A.Venn+AJ12811772004		-0.8	
HIP59021	T.Bensby+AAP562A712014	-0.1	-0.15	0.07
HIP59380	T.Bensby+AAP562A712014	-0.58	-0.63	0.12
HIP59490	T.Bensby+AAP562A712014	-1.43	-1.48	0.73
HIP59490	K.A.Venn+AJ12811772004		-1.26	
HIP59532	T.Bensby+AAP562A712014	0.07	0.02	0.12
HIP59639	T.Bensby+AAP562A712014	-0.07	-0.12	0.09
HIP59696	T.Bensby+AAP562A712014	-0.74	-0.79	0.34
HIP59699	T.Bensby+AAP562A712014	-0.73	-0.78	0.25
HIP60019	T.Bensby+AAP562A712014	-0.34	-0.39	0.07
HIP60288	T.Bensby+AAP562A712014	0.11	0.06	0.07
HIP60462	T.Bensby+AAP562A712014	-0.5	-0.55	0.19
HIP60574	T.Bensby+AAP562A712014	-0.44	-0.49	0.2
HIP60729	T.Bensby+AAP562A712014	0.1	0.05	0.06
HIP60825	T.Bensby+AAP562A712014	-0.61	-0.66	0.1
HIP60956	T.Bensby+AAP562A712014	-0.7	-0.75	0.32
HIP61619	T.Bensby+AAP562A712014	0.04	-0.01	0.07
HIP6177	T.Bensby+AAP562A712014	-0.11	-0.16	0.07
HIP61802	T.Bensby+AAP562A712014	-1.25	-1.3	0.22
HIP61971	T.Bensby+AAP562A712014	-0.58	-0.63	0.17
HIP62108	T.Bensby+AAP562A712014	-1.53	-1.58	0.29
HIP62534	T.Bensby+AAP562A712014	-0.45	-0.5	0.25
HIP62607	T.Bensby+AAP562A712014	-0.62	-0.67	0.24
HIP62809	T.Bensby+AAP562A712014	-0.77	-0.82	0.26
HIP62857	T.Bensby+AAP562A712014	0.15	0.1	0.05
HIP63405	T.Bensby+AAP562A712014	-0.29	-0.34	0.05
HIP63548	T.Bensby+AAP562A712014	-0.13	-0.18	0.19
HIP63918	T.Bensby+AAP562A712014	-0.63	-0.68	0.25
HIP63918	K.A.Venn+AJ12811772004		-0.65	
HIP64345	T.Bensby+AAP562A712014	-0.6	-0.65	0.28
HIP64408	T.Bensby+AAP562A712014	0.13	0.08	0.08
HIP64444	T.Bensby+AAP562A712014	-0.42	-0.47	0.26
HIP64459	T.Bensby+AAP562A712014	-0.31	-0.36	0.1
HIP64673	T.Bensby+AAP562A712014	0	-0.05	0.08
HIP64698	T.Bensby+AAP562A712014	-0.13	-0.18	0.11
HIP64706	T.Bensby+AAP562A712014	-0.13	-0.18	0.08
HIP64747	T.Bensby+AAP562A712014	-0.21	-0.26	0.08
HIP64792	T.Bensby+AAP562A712014	0.25	0.2	0.05
HIP64920	T.Bensby+AAP562A712014	-0.45	-0.5	0.32
HIP64924	T.Bensby+AAP562A712014	-0.03	-0.08	0.12
HIP6607	T.Bensby+AAP562A712014	-0.44	-0.49	0.25
HIP66238	T.Bensby+AAP562A712014	-0.22	-0.27	0.1
HIP6653	T.Bensby+AAP562A712014	0.22	0.17	0.08
HIP66814	T.Bensby+AAP562A712014	-0.66	-0.71	0.27
HIP67371	T.Bensby+AAP562A712014	0.31	0.26	0.1
HIP67534	T.Bensby+AAP562A712014	0.35	0.3	0.06
HIP67784	T.Bensby+AAP562A712014	-0.1	-0.15	0.05
HIP67863	T.Bensby+AAP562A712014	-0.76	-0.81	0.31
HIP67863	K.A.Venn+AJ12811772004		-0.7	
HIP68273	T.Bensby+AAP562A712014	-0.44	-0.49	0.25
HIP68464	T.Bensby+AAP562A712014	-1.82	-1.87	0.17
HIP68468	T.Bensby+AAP562A712014	0.07	0.02	0.07
HIP6856	T.Bensby+AAP562A712014	-0.1	-0.15	-0.01
HIP68727	T.Bensby+AAP562A712014	-0.7	-0.75	0.13
HIP69220	T.Bensby+AAP562A712014	-0.12	-0.17	0.07
HIP6949	T.Bensby+AAP562A712014	-0.5	-0.55	0.24
HIP69645	T.Bensby+AAP562A712014	-0.02	-0.07	0.07
HIP69780	T.Bensby+AAP562A712014	-0.64	-0.69	0.29
HIP69796	T.Bensby+AAP562A712014	-0.05	-0.1	0.07
HIP699	T.Bensby+AAP562A712014	-0.23	-0.28	0.1
HIP699	T.Bensby+AAP4331852005	-0.2	-0.2	0.08
HIP70140	T.Bensby+AAP562A712014	-0.65	-0.7	0.25
HIP70182	T.Bensby+AAP562A712014	-0.59	-0.64	0.23
HIP70330	T.Bensby+AAP562A712014	0.09	0.04	0.07
HIP7080	T.Bensby+AAP562A712014	0.35	0.3	0.11
HIP70829	T.Bensby+AAP562A712014	-0.67	-0.72	0.26
HIP7091	T.Bensby+AAP562A712014	0.02	-0.03	0.15
HIP70922	T.Bensby+AAP562A712014	-0.75	-0.8	0.28
HIP71019	T.Bensby+AAP562A712014	-0.35	-0.4	0.23
HIP71284	T.Bensby+AAP562A712014	-0.24	-0.29	0.05
HIP71470	T.Bensby+AAP562A712014	-0.62	-0.67	0.15
HIP7162	T.Bensby+AAP562A712014	-2.05	-2.1	0.31
HIP7162	K.A.Venn+AJ12811772004		-2.07	
HIP71735	T.Bensby+AAP562A712014	-0.35	-0.4	0.13
HIP71844	T.Bensby+AAP562A712014	-0.67	-0.72	0.1
HIP72479	T.Bensby+AAP562A712014	-0.03	-0.08	0.14
HIP72673	T.Bensby+AAP562A712014	-0.56	-0.61	0.13
HIP72673	K.A.Venn+AJ12811772004		-0.62	
HIP72673	T.Bensby+AAP4331852005		-0.62	0.19
HIP72688	T.Bensby+AAP562A712014	-0.11	-0.16	0.01
HIP7276	T.Bensby+AAP562A712014	0.28	0.23	0.03
HIP7276	K.A.Venn+AJ12811772004		0.2	
HIP7276	T.Bensby+AAP4331852005		0.2	0.11
HIP72797	T.Bensby+AAP562A712014	-0.52	-0.57	0.11
HIP73444	T.Bensby+AAP562A712014	-0.94	-0.99	0.37
HIP73650	T.Bensby+AAP562A712014	-0.11	-0.16	0.07
HIP74389	T.Bensby+AAP562A712014	0.06	0.01	0.02
HIP74500	T.Bensby+AAP562A712014	0.26	0.21	0.11
HIP74537	T.Bensby+AAP562A712014	-0.19	-0.24	0.24
HIP74831	T.Bensby+AAP562A712014	-0.54	-0.59	0.25
HIP75023	T.Bensby+AAP562A712014	-0.46	-0.51	0.27
HIP75181	T.Bensby+AAP562A712014	-0.32	-0.37	0.2
HIP75181	K.A.Venn+AJ12811772004		-0.34	
HIP75181	T.Bensby+AAP4331852005		-0.34	0.2
HIP75206	T.Bensby+AAP562A712014	0.17	0.12	0.1
HIP75487	T.Bensby+AAP562A712014	-0.66	-0.71	0.14
HIP76226	T.Bensby+AAP562A712014	-0.64	-0.69	0.14
HIP76394	T.Bensby+AAP562A712014	-0.07	-0.12	0.08
HIP768	T.Bensby+AAP562A712014	0.03	-0.02	0.1
HIP76899	T.Bensby+AAP562A712014	-0.16	-0.21	0.12
HIP76984	T.Bensby+AAP562A712014	0.01	-0.04	0.1
HIP77358	T.Bensby+AAP562A712014	0.11	0.06	0.09
HIP77439	T.Bensby+AAP562A712014	-0.67	-0.72	0.26
HIP77536	T.Bensby+AAP562A712014	0.08	0.03	0.13
HIP77637	T.Bensby+AAP562A712014	-0.88	-0.93	0.32
HIP77641	T.Bensby+AAP562A712014	0.22	0.17	0.09
HIP78267	T.Bensby+AAP562A712014	-0.91	-0.96	0.34
HIP78330	T.Bensby+AAP562A712014	-0.47	-0.52	0.2
HIP78425	T.Bensby+AAP562A712014	-0.11	-0.16	0.14
HIP78551	T.Bensby+AAP562A712014	-0.08	-0.13	0.1
HIP78556	T.Bensby+AAP562A712014	-0.27	-0.32	0.21
HIP78917	T.Bensby+AAP562A712014	-1.03	-1.08	0.38
HIP78955	T.Bensby+AAP562A712014	0.37	0.32	0.04
HIP78955	K.A.Venn+AJ12811772004		0.33	
HIP78955	T.Bensby+AAP4331852005		0.33	0.08
HIP79073	T.Bensby+AAP562A712014	0.07	0.02	0.06
HIP79137	T.Bensby+AAP562A712014	0.25	0.2	0.05
HIP79137	K.A.Venn+AJ12811772004		0.3	
HIP79137	T.Bensby+AAP4331852005		0.3	0.06
HIP79138	T.Bensby+AAP562A712014	-0.33	-0.38	0.11
HIP79576	T.Bensby+AAP562A712014	-0.77	-0.82	0.27
HIP7961	T.Bensby+AAP562A712014	-0.62	-0.67	0.29
HIP79715	T.Bensby+AAP562A712014	-0.06	-0.11	0.07
HIP7978	T.Bensby+AAP562A712014	0.05	0	0.01
HIP79792	T.Bensby+AAP562A712014	0.07	0.02	0.11
HIP80	T.Bensby+AAP562A712014	-0.59	-0.64	0.21
HIP80013	T.Bensby+AAP562A712014	-0.09	-0.14	0.16
HIP80043	T.Bensby+AAP562A712014	-0.44	-0.49	0.1
HIP80114	T.Bensby+AAP562A712014	-0.67	-0.72	0.15
HIP80221	T.Bensby+AAP562A712014	-0.68	-0.73	0.3
HIP80337	T.Bensby+AAP562A712014	0.08	0.03	-0.04
HIP80337	K.A.Venn+AJ12811772004		0.03	
HIP80337	T.Bensby+AAP4331852005		0.03	0.01
HIP80423	T.Bensby+AAP562A712014	-0.7	-0.75	0.26
HIP80587	T.Bensby+AAP562A712014	-0.7	-0.75	0.21
HIP80686	T.Bensby+AAP562A712014	-0.01	-0.06	-0.02
HIP80686	K.A.Venn+AJ12811772004		-0.06	
HIP80686	T.Bensby+AAP4331852005		-0.06	0.02
HIP80700	T.Bensby+AAP562A712014	0.01	-0.04	0.11
HIP80722	T.Bensby+AAP562A712014	-0.31	-0.36	0.1
HIP81041	T.Bensby+AAP562A712014	-0.58	-0.63	0.28
HIP81269	T.Bensby+AAP562A712014	0.25	0.2	0.08
HIP81300	T.Bensby+AAP562A712014	-0.01	-0.06	0.13
HIP81520	T.Bensby+AAP562A712014	-0.44	-0.49	0.09
HIP81520	K.A.Venn+AJ12811772004		-0.48	
HIP81520	T.Bensby+AAP4331852005		-0.48	0.11
HIP81580	T.Bensby+AAP562A712014	-0.66	-0.71	0.15
HIP81603	T.Bensby+AAP562A712014	-0.03	-0.08	0.09
HIP81749	T.Bensby+AAP562A712014	-0.32	-0.37	0.24
HIP81952	T.Bensby+AAP562A712014	0.24	0.19	0.1
HIP82062	T.Bensby+AAP562A712014	-0.55	-0.6	0.13
HIP82265	T.Bensby+AAP562A712014	0.07	0.02	0.1
HIP82588	T.Bensby+AAP562A712014	-0.08	-0.13	0.08
HIP82588	K.A.Venn+AJ12811772004		-0.02	
HIP82588	T.Bensby+AAP4331852005		-0.02	0.02
HIP82621	T.Bensby+AAP562A712014	0.19	0.14	0.07
HIP83204	T.Bensby+AAP562A712014	-0.3	-0.35	0.1
HIP83229	T.Bensby+AAP562A712014	-0.49	-0.54	0.22
HIP83229	K.A.Venn+AJ12811772004		-0.57	
HIP83229	T.Bensby+AAP4331852005		-0.57	0.28
HIP83241	T.Bensby+AAP562A712014	-0.17	-0.22	0.09
HIP83276	T.Bensby+AAP562A712014	-0.07	-0.12	0.04
HIP83301	T.Bensby+AAP562A712014	-0.35	-0.4	0.09
HIP83489	T.Bensby+AAP562A712014	-0.29	-0.34	0.18
HIP83562	T.Bensby+AAP562A712014	-0.24	-0.29	0.18
HIP83601	T.Bensby+AAP562A712014	0.14	0.09	-0.04
HIP83601	K.A.Venn+AJ12811772004		0.09	
HIP83601	T.Bensby+AAP4331852005		0.09	0.01
HIP83867	T.Bensby+AAP562A712014	-0.23	-0.28	0.07
HIP8398	T.Bensby+AAP562A712014	0.2	0.15	0.11
HIP84255	T.Bensby+AAP562A712014	-0.56	-0.61	0.12
HIP84551	T.Bensby+AAP562A712014	0.12	0.07	0.07
HIP84551	K.A.Venn+AJ12811772004		0.12	
HIP84551	T.Bensby+AAP4331852005		0.12	0.14
HIP84636	T.Bensby+AAP562A712014	0.3	0.25	0.07
HIP84636	K.A.Venn+AJ12811772004		0.23	
HIP84636	T.Bensby+AAP4331852005		0.23	0.15
HIP84781	T.Bensby+AAP562A712014	-0.25	-0.3	0.19
HIP84803	T.Bensby+AAP562A712014	-0.39	-0.44	0.21
HIP84905	T.Bensby+AAP562A712014	-0.5	-0.55	0.21
HIP84905	K.A.Venn+AJ12811772004		-0.57	
HIP84905	T.Bensby+AAP4331852005		-0.57	0.32
HIP84907	T.Bensby+AAP562A712014	-0.08	-0.13	0.11
HIP8498	T.Bensby+AAP562A712014	0.04	-0.01	0.08
HIP84988	T.Bensby+AAP562A712014	-0.7	-0.75	0.27
HIP85042	T.Bensby+AAP562A712014	0	-0.05	0.06
HIP85042	K.A.Venn+AJ12811772004		0.03	
HIP85042	T.Bensby+AAP4331852005		0.03	0.06
HIP85320	T.Bensby+AAP562A712014	-0.13	-0.18	0.13
HIP85474	T.Bensby+AAP562A712014	0.21	0.16	0.15
HIP85963	T.Bensby+AAP562A712014	-0.61	-0.66	0.15
HIP85969	T.Bensby+AAP562A712014	0.1	0.05	0.06
HIP86193	T.Bensby+AAP562A712014	0.03	-0.02	0.08
HIP86516	T.Bensby+AAP562A712014	-0.23	-0.28	0.09
HIP86694	T.Bensby+AAP562A712014	-1.85	-1.9	0.25
HIP86731	T.Bensby+AAP562A712014	0.29	0.24	0.1
HIP86731	K.A.Venn+AJ12811772004		0.25	
HIP86731	T.Bensby+AAP4331852005		0.25	0.15
HIP8674	T.Bensby+AAP562A712014	-0.61	-0.66	0.23
HIP86796	T.Bensby+AAP562A712014	0.26	0.21	0.09
HIP86796	K.A.Venn+AJ12811772004		0.32	
HIP86796	T.Bensby+AAP4331852005		0.32	0.08
HIP87101	T.Bensby+AAP562A712014	-1.57	-1.62	0.33
HIP87154	T.Bensby+AAP562A712014	0.13	0.08	0.11
HIP87443	T.Bensby+AAP562A712014	-0.03	-0.08	0.07
HIP87523	T.Bensby+AAP562A712014	-0.33	-0.38	0.09
HIP87523	K.A.Venn+AJ12811772004		-0.4	
HIP87523	T.Bensby+AAP4331852005		-0.4	0.16
HIP87533	T.Bensby+AAP562A712014	-0.12	-0.17	0.07
HIP87539	T.Bensby+AAP562A712014	-0.86	-0.91	0.26
HIP8758	T.Bensby+AAP562A712014	0	-0.05	0.07
HIP87679	T.Bensby+AAP562A712014	0.11	0.06	0.14
HIP87769	T.Bensby+AAP562A712014	0.02	-0.03	0.07
HIP87841	T.Bensby+AAP562A712014	0.12	0.07	0.07
HIP8798	T.Bensby+AAP562A712014	-0.23	-0.28	0.18
HIP8859	T.Bensby+AAP562A712014	-0.3	-0.35	0.09
HIP88622	T.Bensby+AAP562A712014	-0.4	-0.45	0.22
HIP88622	K.A.Venn+AJ12811772004		-0.46	
HIP88622	T.Bensby+AAP4331852005		-0.46	0.26
HIP88631	T.Bensby+AAP562A712014	0.28	0.23	0.09
HIP88945	T.Bensby+AAP562A712014	0.02	-0.03	-0.01
HIP88945	T.Bensby+AAP4331852005	-0.05	-0.05	0.02
HIP89036	T.Bensby+AAP562A712014	-0.02	-0.07	0.03
HIP89076	T.Bensby+AAP562A712014	0.01	-0.04	0.08
HIP89105	T.Bensby+AAP562A712014	0.06	0.01	0.06
HIP89207	T.Bensby+AAP562A712014	0.05	0	0.05
HIP89554	T.Bensby+AAP562A712014	-1.57	-1.62	0.36
HIP89583	T.Bensby+AAP562A712014	-0.35	-0.4	0.25
HIP89589	T.Bensby+AAP562A712014	-0.08	-0.13	0.06
HIP89733	T.Bensby+AAP562A712014	-0.53	-0.58	0.22
HIP89881	T.Bensby+AAP562A712014	-0.06	-0.11	0.07
HIP89952	T.Bensby+AAP562A712014	-0.5	-0.55	0.09
HIP90004	T.Bensby+AAP562A712014	-0.14	-0.19	0.2
HIP90151	T.Bensby+AAP562A712014	0.27	0.22	0.17
HIP90261	T.Bensby+AAP562A712014	-0.99	-1.04	0.34
HIP90365	T.Bensby+AAP562A712014	-0.21	-0.26	0.16
HIP90442	T.Bensby+AAP562A712014	-0.47	-0.52	0.21
HIP90485	T.Bensby+AAP562A712014	0.19	0.14	0.05
HIP90485	K.A.Venn+AJ12811772004		0.12	
HIP90485	T.Bensby+AAP4331852005		0.12	0.1
HIP90539	T.Bensby+AAP562A712014	-0.26	-0.31	0.28
HIP9085	T.Bensby+AAP562A712014	-0.26	-0.31	0.1
HIP9085	K.A.Venn+AJ12811772004		-0.31	
HIP9085	T.Bensby+AAP4331852005		-0.31	0.12
HIP90896	T.Bensby+AAP562A712014	0.22	0.17	0.09
HIP910	T.Bensby+AAP562A712014	-0.33	-0.38	0.12
HIP910	T.Bensby+AAP4331852005	-0.36	-0.36	0.11
HIP91089	T.Bensby+AAP562A712014	-0.2	-0.25	0.08
HIP91095	T.Bensby+AAP562A712014	-0.27	-0.32	0.15
HIP91360	T.Bensby+AAP562A712014	0.2	0.15	0.12
HIP9137	T.Bensby+AAP562A712014	-0.33	-0.38	0.14
HIP91438	T.Bensby+AAP562A712014	-0.29	-0.34	0.1
HIP91438	K.A.Venn+AJ12811772004		-0.24	
HIP91438	T.Bensby+AAP4331852005		-0.24	0.06
HIP91471	T.Bensby+AAP562A712014	-0.26	-0.31	0.18
HIP91582	T.Bensby+AAP562A712014	0.11	0.06	0.1
HIP92270	T.Bensby+AAP562A712014	-0.05	-0.1	0.06
HIP92270	T.Bensby+AAP4331852005	-0.06	-0.06	0.05
HIP92288	T.Bensby+AAP562A712014	-0.21	-0.26	0.17
HIP92864	T.Bensby+AAP562A712014	0.07	0.02	0.08
HIP92880	T.Bensby+AAP562A712014	-0.1	-0.15	0.09
HIP92973	T.Bensby+AAP562A712014	-0.56	-0.61	0.22
HIP9316	T.Bensby+AAP562A712014	0.1	0.05	0.08
HIP93185	T.Bensby+AAP562A712014	-0.29	-0.34	0.1
HIP93185	T.Bensby+AAP4331852005	-0.28	-0.28	0.07
HIP93186	T.Bensby+AAP562A712014	-2.31	-2.36	0.52
HIP93377	T.Bensby+AAP562A712014	-0.07	-0.12	0.1
HIP93507	T.Bensby+AAP562A712014	-0.73	-0.78	0.27
HIP9381	T.Bensby+AAP562A712014	-0.28	-0.33	0.19
HIP93889	T.Bensby+AAP562A712014	0.22	0.17	0.11
HIP93966	T.Bensby+AAP562A712014	0.15	0.1	0.1
HIP94347	T.Bensby+AAP562A712014	-0.62	-0.67	0.07
HIP94645	T.Bensby+AAP562A712014	0.24	0.19	0.02
HIP94645	K.A.Venn+AJ12811772004		0.16	
HIP94645	T.Bensby+AAP4331852005		0.16	0.09
HIP94678	T.Bensby+AAP562A712014	-0.17	-0.22	0.14
HIP9471	T.Bensby+AAP562A712014	0.04	-0.01	0.12
HIP950	T.Bensby+AAP562A712014	-0.02	-0.07	0.05
HIP95106	T.Bensby+AAP562A712014	-0.17	-0.22	0
HIP95262	T.Bensby+AAP562A712014	-0.51	-0.56	0.21
HIP95447	T.Bensby+AAP562A712014	0.41	0.36	0.1
HIP95447	T.Bensby+AAP4331852005	0.37	0.37	0.13
HIP96124	T.Bensby+AAP562A712014	-0.22	-0.27	0.17
HIP96124	K.A.Venn+AJ12811772004		-0.2	
HIP96124	T.Bensby+AAP4331852005		-0.2	0.17
HIP96160	T.Bensby+AAP562A712014	-0.02	-0.07	0.03
HIP96258	T.Bensby+AAP562A712014	-0.03	-0.08	0.12
HIP96258	T.Bensby+AAP4331852005	-0.02	-0.02	0.08
HIP9629	T.Bensby+AAP562A712014	-0.28	-0.33	0.16
HIP96425	T.Bensby+AAP562A712014	0.13	0.08	0.13
HIP96536	T.Bensby+AAP562A712014	0.1	0.05	0.02
HIP96536	K.A.Venn+AJ12811772004		0.03	
HIP96536	T.Bensby+AAP4331852005		0.03	0.09
HIP96854	T.Bensby+AAP562A712014	0.11	0.06	0.14
HIP96881	T.Bensby+AAP562A712014	0.06	0.01	0.1
HIP97024	T.Bensby+AAP562A712014	-0.23	-0.28	0.22
HIP97213	T.Bensby+AAP562A712014	0.2	0.15	0.09
HIP97358	T.Bensby+AAP562A712014	-0.03	-0.08	0.04
HIP97676	T.Bensby+AAP562A712014	0.11	0.06	0.08
HIP97779	T.Bensby+AAP562A712014	0.12	0.07	0.03
HIP9818	T.Bensby+AAP562A712014	-0.05	-0.1	0.16
HIP98355	T.Bensby+AAP562A712014	-0.62	-0.67	0.11
HIP98416	T.Bensby+AAP562A712014	-0.08	-0.13	0.06
HIP98565	T.Bensby+AAP562A712014	-0.49	-0.54	0.11
HIP98767	T.Bensby+AAP562A712014	0.26	0.21	0.09
HIP98767	K.A.Venn+AJ12811772004		0.25	
HIP98767	T.Bensby+AAP4331852005		0.25	0.13
HIP98785	T.Bensby+AAP562A712014	0.05	0	0.07
HIP98785	K.A.Venn+AJ12811772004		0.03	
HIP98785	T.Bensby+AAP4331852005		0.03	0.12
HIP98964	T.Bensby+AAP562A712014	0.06	0.01	0.17
HIP99100	T.Bensby+AAP562A712014	-0.09	-0.14	0.15
HIP9911	T.Bensby+AAP562A712014	0.08	0.03	0.1
HIP99139	T.Bensby+AAP562A712014	-0.37	-0.42	0.25
HIP99174	T.Bensby+AAP562A712014	0.17	0.12	0.08
HIP99224	T.Bensby+AAP562A712014	-0.07	-0.12	0.13
HIP99240	T.Bensby+AAP562A712014	0.37	0.44	0.09
HIP99240	K.A.Venn+AJ12811772004		0.37	
HIP99240	T.Bensby+AAP4331852005		0.37	0.11
HIP99551	T.Bensby+AAP562A712014	-0.22	-0.27	0.11
HIP99799	T.Bensby+AAP562A712014	-0.29	-0.34	0.08
