# ngamma, nT
50 30
# T_centers_log10(K): 
1.100000e+00 1.300000e+00 1.500000e+00 1.700000e+00 1.900000e+00 2.100000e+00 2.300000e+00 2.500000e+00 2.700000e+00 2.900000e+00 3.100000e+00 3.300000e+00 3.500000e+00 3.700000e+00 3.900000e+00 4.100000e+00 4.300000e+00 4.500000e+00 4.700000e+00 4.900000e+00 5.100000e+00 5.300000e+00 5.500000e+00 5.700000e+00 5.900000e+00 6.100000e+00 6.300000e+00 6.500000e+00 6.700000e+00 6.900000e+00
# gamma_centers_log10(K**0.5 cm**-3):
-4.000000e+00 -3.795918e+00 -3.591837e+00 -3.387755e+00 -3.183673e+00 -2.979592e+00 -2.775510e+00 -2.571429e+00 -2.367347e+00 -2.163265e+00 -1.959184e+00 -1.755102e+00 -1.551020e+00 -1.346939e+00 -1.142857e+00 -9.387755e-01 -7.346939e-01 -5.306122e-01 -3.265306e-01 -1.224490e-01 8.163265e-02 2.857143e-01 4.897959e-01 6.938776e-01 8.979592e-01 1.102041e+00 1.306122e+00 1.510204e+00 1.714286e+00 1.918367e+00 2.122449e+00 2.326531e+00 2.530612e+00 2.734694e+00 2.938776e+00 3.142857e+00 3.346939e+00 3.551020e+00 3.755102e+00 3.959184e+00 4.163265e+00 4.367347e+00 4.571429e+00 4.775510e+00 4.979592e+00 5.183673e+00 5.387755e+00 5.591837e+00 5.795918e+00 6.000000e+00
# Columns: median values for each T bin from left to right
-9.999914e-01 -9.999941e-01 -9.999945e-01 -9.999963e-01 -1.000096e+00 -1.150155e+00 -8.579627e+00 -2.095216e+01 -2.099926e+01 -2.099982e+01 -2.099997e+01 -2.099999e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01
-9.999854e-01 -9.999892e-01 -9.999913e-01 -9.999941e-01 -1.000549e+00 -1.099045e+00 -7.432864e+00 -2.083002e+01 -2.099796e+01 -2.099976e+01 -2.099997e+01 -2.099999e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01
-9.999750e-01 -9.999852e-01 -9.999872e-01 -9.999909e-01 -1.000013e+00 -1.055503e+00 -3.387091e+00 -2.096487e+01 -2.099148e+01 -2.099962e+01 -2.099995e+01 -2.099998e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01
-9.999657e-01 -9.999746e-01 -9.999771e-01 -9.999824e-01 -1.000018e+00 -1.041256e+00 -2.919450e+00 -2.078093e+01 -2.099701e+01 -2.099962e+01 -2.099990e+01 -2.099998e+01 -2.099999e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01
-9.999453e-01 -9.999640e-01 -9.999622e-01 -9.999761e-01 -9.999831e-01 -1.022585e+00 -3.210026e+00 -1.975796e+01 -2.098162e+01 -2.099928e+01 -2.099981e+01 -2.099996e+01 -2.099998e+01 -2.099999e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01
-9.999130e-01 -9.999308e-01 -9.999485e-01 -9.999557e-01 -9.999725e-01 -1.016654e+00 -2.213405e+00 -2.025412e+01 -2.098685e+01 -2.099781e+01 -2.099980e+01 -2.099994e+01 -2.099997e+01 -2.099999e+01 -2.099999e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01 -2.100000e+01
