energy[ev]	n     k
      1672.90      0.99976020   3.5493963e-05
      1673.00      0.99976023   3.5486208e-05
      1673.10      0.99976025   3.5478747e-05
      1673.20      0.99976028   3.5470995e-05
      1673.30      0.99976031   3.5463528e-05
      1673.40      0.99976034   3.5455779e-05
      1673.50      0.99976037   3.5448032e-05
      1673.60      0.99976040   3.5440579e-05
      1673.70      0.99976043   3.5432836e-05
      1673.80      0.99976046   3.5425084e-05
      1673.90      0.99976049   3.5417636e-05
      1674.00      0.99976052   3.5409897e-05
      1674.10      0.99976055   3.5402159e-05
      1674.20      0.99976058   3.5394715e-05
      1674.30      0.99976061   3.5386972e-05
      1674.40      0.99976064   3.5379531e-05
      1674.50      0.99976067   3.5372092e-05
      1674.60      0.99976070   3.5364362e-05
      1674.70      0.99976073   3.5356926e-05
      1674.80      0.99976076   3.5349191e-05
      1674.90      0.99976079   3.5341758e-05
      1675.00      0.99976082   3.5334327e-05
      1675.10      0.99976085   3.5326605e-05
      1675.20      0.99976088   3.5319177e-05
      1675.30      0.99976090   3.5311741e-05
      1675.40      0.99976093   3.5304024e-05
      1675.50      0.99976096   3.5296600e-05
      1675.60      0.99976099   3.5288886e-05
      1675.70      0.99976102   3.5281465e-05
      1675.80      0.99976105   3.5273745e-05
      1675.90      0.99976108   3.5266328e-05
      1676.00      0.99976111   3.5258912e-05
      1676.10      0.99976114   3.5251206e-05
      1676.20      0.99976117   3.5243793e-05
      1676.30      0.99976120   3.5236372e-05
      1676.40      0.99976123   3.5228671e-05
      1676.50      0.99976126   3.5221262e-05
      1676.60      0.99976129   3.5213856e-05
      1676.70      0.99976132   3.5206159e-05
      1676.80      0.99976135   3.5198746e-05
      1676.90      0.99976138   3.5191052e-05
      1677.00      0.99976141   3.5183652e-05
      1677.10      0.99976143   3.5175961e-05
      1677.20      0.99976146   3.5168564e-05
      1677.30      0.99976149   3.5160867e-05
      1677.40      0.99976152   3.5153473e-05
      1677.50      0.99976155   3.5146080e-05
      1677.60      0.99976158   3.5138397e-05
      1677.70      0.99976161   3.5131007e-05
      1677.80      0.99976164   3.5123609e-05
      1677.90      0.99976167   3.5115931e-05
      1678.00      0.99976170   3.5108546e-05
      1678.10      0.99976173   3.5100871e-05
      1678.20      0.99976176   3.5093489e-05
      1678.30      0.99976179   3.5085808e-05
      1678.40      0.99976182   3.5078429e-05
      1678.50      0.99976185   3.5071051e-05
      1678.60      0.99976188   3.5063384e-05
      1678.70      0.99976190   3.5056009e-05
      1678.80      0.99976193   3.5048336e-05
      1678.90      0.99976196   3.5040964e-05
      1679.00      0.99976199   3.5033303e-05
      1679.10      0.99976202   3.5025935e-05
      1679.20      0.99976205   3.5018568e-05
      1679.30      0.99976208   3.5010902e-05
      1679.40      0.99976211   3.5003538e-05
      1679.50      0.99976214   3.4995885e-05
      1679.60      0.99976217   3.4988524e-05
      1679.70      0.99976220   3.4981165e-05
      1679.80      0.99976223   3.4973507e-05
      1679.90      0.99976226   3.4966151e-05
      1680.00      0.99976229   3.4958505e-05
      1680.10      0.99976232   3.4951152e-05
      1680.20      0.99976235   3.4943510e-05
      1680.30      0.99976237   3.4936150e-05
      1680.40      0.99976240   3.4928801e-05
      1680.50      0.99976243   3.4921164e-05
      1680.60      0.99976246   3.4913818e-05
      1680.70      0.99976249   3.4906474e-05
      1680.80      0.99976252   3.4899122e-05
      1680.90      0.99976255   3.4891780e-05
      1681.00      0.99976258   3.4884441e-05
      1681.10      0.99976261   3.4876812e-05
      1681.20      0.99976264   3.4869475e-05
      1681.30      0.99976267   3.4862131e-05
      1681.40      0.99976270   3.4854797e-05
      1681.50      0.99976273   3.4847465e-05
      1681.60      0.99976276   3.4839844e-05
      1681.70      0.99976278   3.4832515e-05
      1681.80      0.99976281   3.4825178e-05
      1681.90      0.99976284   3.4817852e-05
      1682.00      0.99976287   3.4810527e-05
      1682.10      0.99976290   3.4803204e-05
      1682.20      0.99976293   3.4795593e-05
      1682.30      0.99976296   3.4788263e-05
      1682.40      0.99976299   3.4780944e-05
      1682.50      0.99976302   3.4773338e-05
      1682.60      0.99976305   3.4766022e-05
      1682.70      0.99976308   3.4758418e-05
      1682.80      0.99976311   3.4751096e-05
      1682.90      0.99976313   3.4743496e-05
      1683.00      0.99976316   3.4736186e-05
      1683.10      0.99976319   3.4728589e-05
      1683.20      0.99976322   3.4721282e-05
      1683.30      0.99976325   3.4713678e-05
      1683.40      0.99976328   3.4706375e-05
      1683.50      0.99976331   3.4698783e-05
      1683.60      0.99976334   3.4691483e-05
      1683.70      0.99976337   3.4683895e-05
      1683.80      0.99976340   3.4676588e-05
      1683.90      0.99976343   3.4669003e-05
      1684.00      0.99976346   3.4661708e-05
      1684.10      0.99976348   3.4654126e-05
      1684.20      0.99976351   3.4646834e-05
      1684.30      0.99976354   3.4639246e-05
      1684.40      0.99976357   3.4631958e-05
      1684.50      0.99976360   3.4624670e-05
      1684.60      0.99976363   3.4617385e-05
      1684.70      0.99976366   3.4609812e-05
      1684.80      0.99976369   3.4602520e-05
      1684.90      0.99976372   3.4595239e-05
      1685.00      0.99976375   3.4587959e-05
      1685.10      0.99976378   3.4580393e-05
      1685.20      0.99976381   3.4573116e-05
      1685.30      0.99976384   3.4565832e-05
      1685.40      0.99976386   3.4558558e-05
      1685.50      0.99976389   3.4551286e-05
      1685.60      0.99976392   3.4543727e-05
      1685.70      0.99976395   3.4536457e-05
      1685.80      0.99976398   3.4529181e-05
      1685.90      0.99976401   3.4521914e-05
      1686.00      0.99976404   3.4514361e-05
      1686.10      0.99976407   3.4507098e-05
      1686.20      0.99976410   3.4499836e-05
      1686.30      0.99976413   3.4492279e-05
      1686.40      0.99976416   3.4485020e-05
      1686.50      0.99976419   3.4477763e-05
      1686.60      0.99976421   3.4470507e-05
      1686.70      0.99976424   3.4463253e-05
      1686.80      0.99976427   3.4455703e-05
      1686.90      0.99976430   3.4448451e-05
      1687.00      0.99976433   3.4441201e-05
      1687.10      0.99976436   3.4433665e-05
      1687.20      0.99976439   3.4426418e-05
      1687.30      0.99976442   3.4419164e-05
      1687.40      0.99976445   3.4411920e-05
      1687.50      0.99976448   3.4404390e-05
      1687.60      0.99976450   3.4397149e-05
      1687.70      0.99976453   3.4389909e-05
      1687.80      0.99976456   3.4382662e-05
      1687.90      0.99976459   3.4375138e-05
      1688.00      0.99976462   3.4367903e-05
      1688.10      0.99976465   3.4360669e-05
      1688.20      0.99976468   3.4353150e-05
      1688.30      0.99976471   3.4345910e-05
      1688.40      0.99976474   3.4338681e-05
      1688.50      0.99976477   3.4331454e-05
      1688.60      0.99976480   3.4324227e-05
      1688.70      0.99976483   3.4317003e-05
      1688.80      0.99976485   3.4309771e-05
      1688.90      0.99976488   3.4302549e-05
      1689.00      0.99976491   3.4295329e-05
      1689.10      0.99976494   3.4288110e-05
      1689.20      0.99976497   3.4280892e-05
      1689.30      0.99976500   3.4273668e-05
      1689.40      0.99976503   3.4266453e-05
      1689.50      0.99976506   3.4259240e-05
      1689.60      0.99976509   3.4252029e-05
      1689.70      0.99976512   3.4244819e-05
      1689.80      0.99976514   3.4237601e-05
      1689.90      0.99976517   3.4230394e-05
      1690.00      0.99976520   3.4223189e-05
      1690.10      0.99976523   3.4215985e-05
      1690.20      0.99976526   3.4208782e-05
      1690.30      0.99976529   3.4201572e-05
      1690.40      0.99976532   3.4194372e-05
      1690.50      0.99976535   3.4186887e-05
      1690.60      0.99976538   3.4179690e-05
      1690.70      0.99976540   3.4172208e-05
      1690.80      0.99976543   3.4165006e-05
      1690.90      0.99976546   3.4157813e-05
      1691.00      0.99976549   3.4150336e-05
      1691.10      0.99976552   3.4143146e-05
      1691.20      0.99976555   3.4135958e-05
      1691.30      0.99976558   3.4128763e-05
      1691.40      0.99976561   3.4121292e-05
      1691.50      0.99976564   3.4114108e-05
      1691.60      0.99976566   3.4106926e-05
      1691.70      0.99976569   3.4099459e-05
      1691.80      0.99976572   3.4092271e-05
      1691.90      0.99976575   3.4085093e-05
      1692.00      0.99976578   3.4077631e-05
      1692.10      0.99976581   3.4070456e-05
      1692.20      0.99976584   3.4063283e-05
      1692.30      0.99976587   3.4055816e-05
      1692.40      0.99976590   3.4048646e-05
      1692.50      0.99976593   3.4041477e-05
      1692.60      0.99976595   3.4034310e-05
      1692.70      0.99976598   3.4027144e-05
      1692.80      0.99976601   3.4019970e-05
      1692.90      0.99976604   3.4012807e-05
      1693.00      0.99976607   3.4005646e-05
      1693.10      0.99976610   3.3998486e-05
      1693.20      0.99976613   3.3991327e-05
      1693.30      0.99976616   3.3983875e-05
      1693.40      0.99976619   3.3976720e-05
      1693.50      0.99976621   3.3969565e-05
      1693.60      0.99976624   3.3962698e-05
      1693.70      0.99976627   3.3955261e-05
      1693.80      0.99976630   3.3948102e-05
      1693.90      0.99976633   3.3940954e-05
      1694.00      0.99976636   3.3933807e-05
      1694.10      0.99976639   3.3926661e-05
      1694.20      0.99976642   3.3919517e-05
      1694.30      0.99976645   3.3912366e-05
      1694.40      0.99976647   3.3905225e-05
      1694.50      0.99976650   3.3898085e-05
      1694.60      0.99976653   3.3890947e-05
      1694.70      0.99976656   3.3883525e-05
      1694.80      0.99976659   3.3876380e-05
      1694.90      0.99976662   3.3869246e-05
      1695.00      0.99976665   3.3862114e-05
      1695.10      0.99976668   3.3854983e-05
      1695.20      0.99976671   3.3847853e-05
      1695.30      0.99976673   3.3840716e-05
      1695.40      0.99976676   3.3833590e-05
      1695.50      0.99976679   3.3826465e-05
      1695.60      0.99976682   3.3819341e-05
      1695.70      0.99976685   3.3811933e-05
      1695.80      0.99976688   3.3804804e-05
      1695.90      0.99976691   3.3797684e-05
      1696.00      0.99976694   3.3790566e-05
      1696.10      0.99976696   3.3783450e-05
      1696.20      0.99976699   3.3776335e-05
      1696.30      0.99976702   3.3769212e-05
      1696.40      0.99976705   3.3762100e-05
      1696.50      0.99976708   3.3754705e-05
      1696.60      0.99976711   3.3747595e-05
      1696.70      0.99976714   3.3740487e-05
      1696.80      0.99976717   3.3733372e-05
      1696.90      0.99976720   3.3726267e-05
      1697.00      0.99976722   3.3719164e-05
      1697.10      0.99976725   3.3712062e-05
      1697.20      0.99976728   3.3704961e-05
      1697.30      0.99976731   3.3697569e-05
      1697.40      0.99976734   3.3690471e-05
      1697.50      0.99976737   3.3683375e-05
      1697.60      0.99976740   3.3676280e-05
      1697.70      0.99976743   3.3669186e-05
      1697.80      0.99976745   3.3662086e-05
      1697.90      0.99976748   3.3654995e-05
      1698.00      0.99976751   3.3647906e-05
      1698.10      0.99976754   3.3640534e-05
      1698.20      0.99976757   3.3633448e-05
      1698.30      0.99976760   3.3626354e-05
      1698.40      0.99976763   3.3619271e-05
      1698.50      0.99976766   3.3612189e-05
      1698.60      0.99976768   3.3605109e-05
      1698.70      0.99976771   3.3598314e-05
      1698.80      0.99976774   3.3591227e-05
      1698.90      0.99976777   3.3584151e-05
      1699.00      0.99976780   3.3577076e-05
      1699.10      0.99976783   3.3570003e-05
      1699.20      0.99976786   3.3562931e-05
      1699.30      0.99976789   3.3555852e-05
      1699.40      0.99976791   3.3548783e-05
      1699.50      0.99976794   3.3541999e-05
      1699.60      0.99976797   3.3534933e-05
      1699.70      0.99976800   3.3527868e-05
      1699.80      0.99976803   3.3520796e-05
      1699.90      0.99976806   3.3513734e-05
      1700.00      0.99976809   3.3506674e-05
      1700.10      0.99976812   3.3499615e-05
      1700.20      0.99976814   3.3492557e-05
      1700.30      0.99976817   3.3485776e-05
      1700.40      0.99976820   3.3478438e-05
      1700.50      0.99976823   3.3471384e-05
      1700.60      0.99976826   3.3464332e-05
      1700.70      0.99976829   3.3457282e-05
      1700.80      0.99976832   3.3450224e-05
      1700.90      0.99976834   3.3443176e-05
      1701.00      0.99976837   3.3435847e-05
      1701.10      0.99976840   3.3428802e-05
      1701.20      0.99976843   3.3421759e-05
      1701.30      0.99976846   3.3414708e-05
      1701.40      0.99976849   3.3407668e-05
      1701.50      0.99976852   3.3400346e-05
      1701.60      0.99976854   3.3393308e-05
      1701.70      0.99976857   3.3386272e-05
      1701.80      0.99976860   3.3379229e-05
      1701.90      0.99976863   3.3372195e-05
      1702.00      0.99976866   3.3365163e-05
      1702.10      0.99976869   3.3357850e-05
      1702.20      0.99976872   3.3350821e-05
      1702.30      0.99976875   3.3343785e-05
      1702.40      0.99976877   3.3336759e-05
      1702.50      0.99976880   3.3329734e-05
      1702.60      0.99976883   3.3322711e-05
      1702.70      0.99976886   3.3315689e-05
      1702.80      0.99976889   3.3308660e-05
      1702.90      0.99976892   3.3301641e-05
      1703.00      0.99976895   3.3294623e-05
      1703.10      0.99976897   3.3287889e-05
      1703.20      0.99976900   3.3280592e-05
      1703.30      0.99976903   3.3273852e-05
      1703.40      0.99976906   3.3266840e-05
      1703.50      0.99976909   3.3259830e-05
      1703.60      0.99976912   3.3252820e-05
      1703.70      0.99976915   3.3245813e-05
      1703.80      0.99976918   3.3238798e-05
      1703.90      0.99976920   3.3231793e-05
      1704.00      0.99976923   3.3224789e-05
      1704.10      0.99976926   3.3217787e-05
