# Object	Reference	Metallicity	[Fe/H]	[C/Fe]
HE0533-5340	J.G.Cohen+ApJ778562013	-2.67	-2.72	0.15
HE0534-4548	T.C.Beers+AJ13311932007	-1.8	-1.85	1.51
HE0534-4615	P.S.Barklem+AAP4391292005	-2.01	-2.01	0.09
HE0534-4615	L.Zhang+AAP528A922011		-2.01	0.24
HE0534-4615	J.Ren+AAP537A1182012	-2.01	-1.84	0.09
HE0538-4515	P.S.Barklem+AAP4391292005	-1.52	-1.52	0.11
HE0538-4515	L.Zhang+AAP528A922011		-1.52	0.23
HE0547-4539	P.S.Barklem+AAP4391292005	-3.01	-3.01	0.46
HE0547-4539	L.Zhang+AAP528A922011		-3.01	0.57
HE0557-4840	J.E.Norris+ApJ7531502012	-4.8	-4.79	1.76
HE0557-4840	J.E.Norris+ApJ6707742007	-4.8	-4.73	1.59
HE0858-0016	P.S.Barklem+AAP4391292005	-2.73	-2.75	-0.84
HE0858-0016	L.Zhang+AAP528A922011		-2.73	-0.79
HE0926-0508	P.S.Barklem+AAP4391292005	-2.78	-2.78	0.58
HE0926-0508	L.Zhang+AAP528A922011		-2.78	0.71
HE0926-0508	J.Ren+AAP537A1182012	-2.78	-2.61	0.58
HE0938+0114	P.S.Barklem+AAP4391292005	-2.51	-2.51	0.62
HE0938+0114	M.N.Ishigaki+ApJ753642012	-2.43	-2.43	
HE0938+0114	P.E.Nissen+AAP4693192007	-2.6	-2.6	
HE0938+0114	M.Ishigaki+PASJ621432010	-3.03	-3.03	
HE0938+0114	J.A.Rich+ApJ70115192009	-2.67	-2.67	
HE0938+0114	A.Ford+AAP3936172002	-2.81	-2.81	
HE0938+0114	E.Arnone+AAP4305072005		-2.88	
HE0938+0114	I.U.Roederer+AJ1471362014	-2.92	-3.09	
HE0938+0114	L.Zhang+ApJ70610952009	-2.82	-2.46	
HE0938+0114	L.Zhang+AAP528A922011		-2.51	0.61
HE0938+0114	M.N.Ishigaki+ApJ771672013	-2.45	-2.45	
HE0938+0114	C.Charbonnel+AAP4429612005	-2.79	-2.79	
HE0938+0114	D.Fabbian+AAP50011432009	-2.61	-2.66	0.34
HE0938+0114	T.Gehren+AAP45110652006	-2.54	-2.53	
HE0951-1152	P.S.Barklem+AAP4391292005	-2.62	-2.62	0.07
HE0951-1152	L.Zhang+AAP528A922011		-2.62	0.17
HE1001-0243	T.Masseron+AAP509A932010	-2.88	-2.93	1.6
HE1006-2218	P.S.Barklem+AAP4391292005	-2.69	-2.69	
HE1006-2218	L.Zhang+AAP528A922011		-2.69	0.67
HE1015-0027	P.S.Barklem+AAP4391292005	-2.66	-2.65	
HE1015-0027	L.Zhang+AAP528A922011		-2.66	0.76
HE1031-0020	J.G.Cohen+ApJ778562013	-2.81	-2.86	1.79
HE1031-0020	J.G.Cohen+AJ1321372006	-3.7	-2.91	1.84
HE1044-2509	P.S.Barklem+AAP4391292005	-2.89	-2.88	0.48
HE1044-2509	L.Zhang+AAP528A922011		-2.89	0.49
HE1045+0226	J.G.Cohen+ApJ778562013	-2.2	-2.25	1.18
HE1052-2548	P.S.Barklem+AAP4391292005	-2.29	-2.29	0.47
HE1052-2548	L.Zhang+AAP528A922011		-2.29	0.62
HE1052-2548	J.Ren+AAP537A1182012	-2.29	-2.12	0.47
HE1054-0059	P.S.Barklem+AAP4391292005	-3.34	-3.34	-0.77
HE1054-0059	L.Zhang+AAP528A922011		-3.34	-0.61
HE1059-0118	P.S.Barklem+AAP4391292005	-2.81	-2.8	0.32
HE1059-0118	L.Zhang+AAP528A922011		-2.81	0.36
HE1100-0137	P.S.Barklem+AAP4391292005	-2.92	-2.9	0.43
HE1100-0137	L.Zhang+AAP528A922011		-2.92	0.65
HE1100-0137	J.Ren+AAP537A1182012	-2.92	-2.75	0.43
HE1105+0027	P.S.Barklem+AAP4391292005	-2.42	-2.42	1.96
HE1105+0027	L.Zhang+AAP528A922011		-2.42	1.99
HE1111-3026	J.G.Cohen+ApJ778562013	-2	-2.05	1.18
HE1116-0634	C.M.Sakari+ApJ8681102018	-3.72	-3.72	
HE1116-0634	J.K.Hollek+ApJ742542011	-3.73	-3.73	0.08
HE1120-0153	P.S.Barklem+AAP4391292005	-2.77	-2.76	0.59
HE1120-0153	L.Zhang+AAP528A922011		-2.77	0.67
HE1122-1429	P.S.Barklem+AAP4391292005	-2.65	-2.65	0.4
HE1122-1429	L.Zhang+AAP528A922011		-2.65	0.51
HE1124-2335	P.S.Barklem+AAP4391292005	-2.95	-2.93	0.81
HE1124-2335	I.U.Roederer+AJ1471362014	-3.26	-3.36	0.74
HE1124-2335	L.Zhang+AAP528A922011		-2.95	0.95
HE1124-2335	J.Ren+AAP537A1182012	-2.95	-2.78	0.82
HE1126-1735	P.S.Barklem+AAP4391292005	-2.69	-2.69	0.19
HE1126-1735	L.Zhang+AAP528A922011		-2.69	0.37
HE1126-1735	J.Ren+AAP537A1182012	-2.69	-2.52	0.19
HE1127-1143	P.S.Barklem+AAP4391292005	-2.73	-2.72	0.5
HE1127-1143	L.Zhang+AAP528A922011		-2.73	0.55
HE1127-1143	J.Ren+AAP537A1182012	-2.73	-2.56	0.5
HE1128-0823	P.S.Barklem+AAP4391292005	-2.71	-2.71	0.43
HE1128-0823	L.Zhang+AAP528A922011		-2.71	0.69
HE1131+0141	P.S.Barklem+AAP4391292005	-2.48	-2.49	0.08
HE1131+0141	L.Zhang+AAP528A922011		-2.48	0.31
HE1132+0125	P.S.Barklem+AAP4391292005	-2.42	-2.38	0.2
HE1132+0125	L.Zhang+AAP528A922011		-2.42	0.34
HE1132+0204	P.S.Barklem+AAP4391292005	-2.55	-2.53	0.09
HE1132+0204	L.Zhang+AAP528A922011		-2.55	0.22
HE1132+0204	J.Ren+AAP537A1182012	-2.55	-2.38	0.09
HE1133-1641	J.G.Cohen+ApJ778562013	-2.82	-2.87	1.3
HE1135+0139	P.S.Barklem+AAP4391292005	-2.33	-2.31	1.16
HE1135+0139	L.Zhang+AAP528A922011		-2.33	1.1
HE1135-0344	P.S.Barklem+AAP4391292005	-2.63	-2.63	1
HE1135-0344	L.Zhang+AAP528A922011		-2.63	0.99
HE1141-0610	J.G.Cohen+ApJ61211072004	-2.5	-2.29	
HE1141-0610	J.G.Cohen+ApJ778562013	-2.28	-2.33	1.1
HE1144-1349	I.U.Roederer+ApJ8601252018	-2.85	-2.84	
HE1144-1349	A.M.Boesgaard+ApJ7431402011	-2.91	-2.91	
HE1144-1349	A.Hosford+AAP4936012009	-2.66	-2.72	
HE1144-1349	P.E.Nissen+AAP4693192007	-2.69	-2.69	
HE1144-1349	A.M.Boesgaard+AJ1174921999	-2.94	-2.77	
HE1144-1349	J.Melendez+ApJ64210822006	-2.5	-2.61	
HE1144-1349	C.J.Hansen+AAP545A312012	-2.56	-2.56	
HE1144-1349	J.A.Rich+ApJ70115192009	-2.91	-3.02	
HE1144-1349	C.J.Akerman+AAP4149312004	-2.61	-2.61	0.31
HE1144-1349	C.M.Sakari+ApJ8681102018	-2.8	-2.8	
HE1144-1349	L.Mashonkina+ApJ67915492008	-2.66	-2.66	
HE1144-1349	E.Arnone+AAP4305072005		-2.83	
HE1144-1349	M.Asplund+ApJ6442292006	-2.71	-2.71	
HE1144-1349	J.Melendez+AAP515L32010	-2.76	-2.76	
HE1144-1349	P.E.Nissen+AAP4159932004	-2.61	-2.61	
HE1148-0037	W.Aoki+ApJ69818032009	-3.46	-3.51	
HE1148-0037	P.S.Barklem+AAP4391292005	-3.47	-3.47	0.8
HE1148-0037	L.Zhang+AAP528A922011		-3.47	0.96
HE1152-0355	A.Goswami+MNRAS3723432006	-1.27	-1.32	0.59
HE1201-1512	D.Yong+ApJ762262013	-3.92	-3.86	1.14
HE1201-1512	J.E.Norris+ApJ762252013	-3.89		
HE1207-2031	P.S.Barklem+AAP4391292005	-2.82	-2.82	0.6
HE1207-2031	L.Zhang+AAP528A922011		-2.82	0.92
HE1207-2031	J.Ren+AAP537A1182012	-2.82	-2.65	0.6
HE1208-0040	A.M.Boesgaard+ApJ7431402011	-2.29	-2.29	
HE1208-0040	P.E.Nissen+AAP4693192007	-2.03	-2.03	
HE1208-0040	J.Melendez+ApJ64210822006	-1.9	-2.01	
HE1208-0040	J.A.Rich+ApJ70115192009	-2.29	-2.29	
HE1208-0040	C.J.Akerman+AAP4149312004	-2.09	-2.09	0.29
HE1208-0040	A.Stephens+AJ12316472002	-2.22	-2.2	
HE1208-0040	C.Charbonnel+AAP4429612005	-2.2	-2.2	
HE1208-0040	D.Fabbian+AAP50011432009	-2.03	-2.08	0.23
HE1208-0040	A.M.Boesgaard+ApJ6333982005	-2.22	-2.2	
HE1208-0040	J.Melendez+AAP515L32010	-2.08	-2.08	
HE1208-0040	P.E.Nissen+AAP4159932004	-2.09	-2.09	
HE1210+0048	P.S.Barklem+AAP4391292005	-2.28	-2.26	0.53
HE1210+0048	L.Zhang+AAP528A922011		-2.28	0.57
HE1210-1956	P.S.Barklem+AAP4391292005	-2.57	-2.57	0.18
HE1210-1956	L.Zhang+AAP528A922011		-2.57	0.24
HE1212-0127	P.S.Barklem+AAP4391292005	-2.15	-2.16	-0.42
HE1212-0127	L.Zhang+AAP528A922011		-2.15	-0.31
HE1214-1819	P.S.Barklem+AAP4391292005	-3.01	-3	0.31
HE1214-1819	L.Zhang+AAP528A922011		-3.01	0.44
HE1215+0149	P.S.Barklem+AAP4391292005	-2.9	-2.9	0.12
HE1215+0149	L.Zhang+AAP528A922011		-2.9	0.33
HE1217-0540	P.S.Barklem+AAP4391292005	-2.95	-2.94	0.77
HE1217-0540	L.Zhang+AAP528A922011		-2.95	0.91
HE1219-0312	P.S.Barklem+AAP4391292005	-2.81	-2.8	-0.12
HE1219-0312	L.Zhang+AAP528A922011		-2.81	0.27
HE1219-0312	I.U.Roederer+ApJ69819632009	-2.97	-2.97	
HE1219-0312	C.J.Hansen+AAP545A312012	-3.21	-3.21	
HE1221-0522	P.S.Barklem+AAP4391292005	-2.84	-2.84	0.49
HE1221-0522	L.Zhang+AAP528A922011		-2.84	0.67
HE1221-1948	P.S.Barklem+AAP4391292005	-3.36	-3.36	1.39
HE1221-1948	L.Zhang+AAP528A922011		-3.36	1.39
HE1221-1948	J.Ren+AAP537A1182012	-2.6	-2.43	1.38
HE1222-0200	P.S.Barklem+AAP4391292005	-2.45	-2.44	0.19
HE1222-0200	L.Zhang+AAP528A922011		-2.45	0.26
HE1222-0336	P.S.Barklem+AAP4391292005	-2.04	-2.04	0.18
HE1222-0336	L.Zhang+AAP528A922011		-2.04	0.15
HE1223-0133	A.M.Boesgaard+ApJ7431402011	-1.72	-1.72	
HE1223-0133	P.E.Nissen+AAP4693192007	-1.71	-1.71	
HE1223-0133	R.G.Gratton+AAP4041872003	-1.65	-1.7	
HE1223-0133	J.Melendez+ApJ64210822006	-1.5	-1.69	
HE1223-0133	C.J.Akerman+AAP4149312004	-1.74	-1.74	0.25
HE1223-0133	K.A.Venn+AJ12811772004		-1.65	
HE1223-0133	A.Ford+AAP3936172002	-1.98	-1.98	
HE1223-0133	G.S.Bai+AAP4256712004	-1.69	-1.69	
HE1223-0133	J.P.Fulbright+AJ12018412000	-1.5	-1.63	
HE1223-0133	T.Bensby+AAP562A712014	-1.75	-1.8	
HE1223-0133	C.Charbonnel+AAP4429612005	-1.82	-1.82	
HE1223-0133	E.Caffau+AAP4415332005	-1.69	-1.69	
HE1223-0133	D.Fabbian+AAP50011432009	-1.71	-1.76	0.23
HE1223-0133	R.Smiljanic+AAP4991032009	-1.5	-1.5	
HE1223-0133	J.Melendez+AAP515L32010	-1.65	-1.65	
HE1223-0133	P.E.Nissen+AAP4159932004	-1.74	-1.74	
HE1225+0155	P.S.Barklem+AAP4391292005	-2.75	-2.75	0.22
HE1225+0155	L.Zhang+AAP528A922011		-2.75	0.3
HE1225+0155	J.Ren+AAP537A1182012	-2.75	-2.58	0.22
HE1225-0515	P.S.Barklem+AAP4391292005	-1.96	-1.96	0.47
HE1225-0515	L.Zhang+AAP528A922011		-1.96	0.67
HE1226-1149	J.G.Cohen+ApJ778562013	-2.91	-2.96	0.63
HE1230-1724	P.S.Barklem+AAP4391292005	-2.3	-2.3	0.09
HE1230-1724	L.Zhang+AAP528A922011		-2.3	0.29
HE1237-3103	P.S.Barklem+AAP4391292005	-2.91	-2.91	-0.1
HE1237-3103	L.Zhang+AAP528A922011		-2.91	-0.01
HE1243-1425	P.S.Barklem+AAP4391292005	-2.67	-2.67	0.47
HE1243-1425	L.Zhang+AAP528A922011		-2.67	0.49
HE1245-0215	J.G.Cohen+ApJ778562013	-2.85	-2.9	1.87
HE1245-1616	P.S.Barklem+AAP4391292005	-2.98	-2.97	0.73
HE1245-1616	L.Zhang+AAP528A922011		-2.98	1.26
HE1245-1616	J.Ren+AAP537A1182012	-2.98	-2.81	0.73
HE1246-1344	P.S.Barklem+AAP4391292005	-3.4	-3.4	-0.1
HE1246-1344	L.Zhang+AAP528A922011		-3.4	-0.03
HE1246-1344	J.Ren+AAP537A1182012	-3.4	-3.23	-0.1
HE1247-2114	P.S.Barklem+AAP4391292005	-2.61	-2.61	0.28
HE1247-2114	L.Zhang+AAP528A922011		-2.61	0.44
HE1247-2114	J.Ren+AAP537A1182012	-2.61	-2.44	0.28
HE1248-1800	P.S.Barklem+AAP4391292005	-2.89	-2.89	0.48
HE1248-1800	L.Zhang+AAP528A922011		-2.89	0.65
HE1249-2932	P.S.Barklem+AAP4391292005	-2.65	-2.65	-0.46
HE1249-2932	L.Zhang+AAP528A922011		-2.65	-0.38
HE1249-3121	P.S.Barklem+AAP4391292005	-3.23	-3.23	1.81
HE1249-3121	L.Zhang+AAP528A922011		-3.23	1.91
HE1251-0104	P.S.Barklem+AAP4391292005	-2.73	-2.73	0.21
HE1251-0104	L.Zhang+AAP528A922011		-2.73	0.28
HE1251-0104	J.Ren+AAP537A1182012	-2.73	-2.56	0.21
HE1252+0044	P.S.Barklem+AAP4391292005	-3.28	-3.28	0.55
HE1252+0044	L.Zhang+AAP528A922011		-3.28	0.66
HE1252-0117	P.S.Barklem+AAP4391292005	-2.89	-2.86	-0.19
HE1252-0117	L.Zhang+AAP528A922011		-2.89	-0.09
HE1254+0009	P.S.Barklem+AAP4391292005	-2.94	-2.95	-0.14
HE1254+0009	L.Zhang+AAP528A922011		-2.94	-0.06
HE1256-0228	P.S.Barklem+AAP4391292005	-2.07	-2.08	-0.08
HE1256-0228	L.Zhang+AAP528A922011		-2.07	-0.03
HE1256-0651	P.S.Barklem+AAP4391292005	-2.36	-2.35	0.57
HE1256-0651	L.Zhang+AAP528A922011		-2.36	0.62
HE1256-0651	J.Ren+AAP537A1182012	-2.36	-2.19	0.58
HE1258-1317	J.G.Cohen+ApJ778562013	-2.9	-2.95	0.38
HE1259-0621	P.S.Barklem+AAP4391292005	-2.64	-2.64	0.37
HE1259-0621	L.Zhang+AAP528A922011		-2.64	0.56
HE1300+0157	P.S.Barklem+AAP4391292005	-3.76	-3.74	1.13
HE1300+0157	L.Zhang+AAP528A922011		-3.76	1.15
HE1300+0157	J.G.Cohen+ApJ778562013	-3.49	-3.54	1.34
HE1300+0157	J.G.Cohen+ApJ6723202008		-3.44	1.44
HE1300+0157	A.Frebel+ApJ6585342007	-3.88	-3.78	1.24
HE1300-0641	P.S.Barklem+AAP4391292005	-3.14	-3.14	1.25
HE1300-0641	L.Zhang+AAP528A922011		-3.14	1.24
HE1300-0642	P.S.Barklem+AAP4391292005	-3.03	-3.02	0.3
HE1300-0642	L.Zhang+AAP528A922011		-3.03	0.5
HE1300-0642	J.Ren+AAP537A1182012	-3.03	-2.86	0.3
HE1300-2201	P.S.Barklem+AAP4391292005	-2.61	-2.6	0.97
HE1300-2201	L.Zhang+AAP528A922011		-2.61	1.28
HE1300-2431	P.S.Barklem+AAP4391292005	-3.25	-3.25	-0.2
HE1300-2431	L.Zhang+AAP528A922011		-3.25	-0.01
HE1300-2431	J.Ren+AAP537A1182012	-3.25	-3.08	-0.2
HE1305+0007	A.Goswami+MNRAS3723432006	-2.03	-2.08	1.85
HE1305+0007	T.C.Beers+AJ13311932007	-2.5	-2.55	
HE1305-0331	P.S.Barklem+AAP4391292005	-3.26	-3.26	1.09
HE1305-0331	L.Zhang+AAP528A922011		-3.26	1.36
HE1305-0331	J.Ren+AAP537A1182012	-3.26	-3.09	1.09
HE1311-0131	J.K.Hollek+ApJ742542011	-3.15	-3.15	0.33
HE1311-1412	P.S.Barklem+AAP4391292005	-2.91	-2.88	-0.2
HE1311-1412	L.Zhang+AAP528A922011		-2.91	-0.11
HE1314-3036	P.S.Barklem+AAP4391292005	-2.99	-2.98	-0.18
HE1314-3036	L.Zhang+AAP528A922011		-2.99	-0.14
HE1317-0407	C.M.Sakari+ApJ8681102018	-2.89	-2.89	
HE1317-0407	J.K.Hollek+ApJ742542011	-3.1	-3.1	-0.52
HE1319-1935	W.Aoki+ApJ6554922007	-1.8	-1.79	1.46
HE1320+0139	J.G.Cohen+ApJ778562013	-2.66	-3.43	0.56
HE1320-1339	P.S.Barklem+AAP4391292005	-2.78	-2.78	-0.55
HE1320-1339	I.U.Roederer+AJ1471362014	-2.93	-3.18	-0.72
HE1320-1339	L.Zhang+AAP528A922011		-2.78	-0.5
HE1320-1339	C.M.Sakari+ApJ8681102018	-3.06	-3.06	
HE1330-0354	P.S.Barklem+AAP4391292005	-2.29	-2.29	1.01
HE1330-0354	L.Zhang+AAP528A922011		-2.29	0.87
HE1330-0354	J.Ren+AAP537A1182012	-2.29	-2.12	1.01
HE1330-0607	P.S.Barklem+AAP4391292005	-2.33	-2.33	0.17
HE1330-0607	L.Zhang+AAP528A922011		-2.33	0.27
HE1332-0309	P.S.Barklem+AAP4391292005	-2.46	-2.46	0.17
HE1332-0309	L.Zhang+AAP528A922011		-2.46	0.22
HE1332-0309	J.Ren+AAP537A1182012	-2.46	-2.29	0.17
HE1333-0340	P.S.Barklem+AAP4391292005	-2.64	-2.64	
HE1333-0340	L.Zhang+AAP528A922011		-2.64	0.47
HE1335+0135	P.S.Barklem+AAP4391292005	-2.47	-2.47	0.1
HE1335+0135	L.Zhang+AAP528A922011		-2.47	0.19
HE1337+0012	A.Hosford+AAP4936012009	-3.32	-3.4	
HE1337+0012	P.E.Nissen+AAP4693192007	-3.24	-3.24	
HE1337+0012	M.Ishigaki+PASJ621432010	-3.52	-3.56	
HE1337+0012	C.J.Akerman+AAP4149312004	-3.17	-3.17	0.42
HE1337+0012	T.Matsuno+AJ154522017	-3.38	-3.38	0.92
HE1337+0012	F.Primas+AAP364L422000	-3.3	-3.28	
HE1337+0012	A.M.Boesgaard+ApJ6333982005	-3.47	-3.45	
HE1337+0012	J.Melendez+AAP515L32010	-3.26	-3.26	
HE1337+0012	I.U.Roederer+ApJ8601252018	-3.3	-3.26	
HE1337+0012	M.N.Ishigaki+ApJ753642012	-3.21	-3.21	
HE1337+0012	I.U.Roederer+AJ1471362014	-3.39	-3.58	
HE1337+0012	M.N.Ishigaki+ApJ771672013	-3.24	-3.24	
HE1337+0012	C.Charbonnel+AAP4429612005	-3.38	-3.38	
HE1337+0012	D.Fabbian+AAP50011432009	-3.24	-3.29	0.53
HE1337+0012	T.Gehren+AAP45110652006	-3.12	-3.11	
HE1337+0012	W.Aoki+ApJ6398972006	-3.2	-3.25	0.5
HE1337+0012	W.Aoki+ApJ69818032009	-3.37	-3.42	
HE1337+0012	M.Bergemann+AAP522A92010	-3.12	-3.12	
HE1337+0012	J.A.Rich+ApJ70115192009	-3.45	-3.45	
HE1337+0012	C.J.Hansen+AAP545A312012	-3.1	-3.1	
HE1337+0012	G.Bihain+AAP4237772004	-3.05	-2.88	
HE1337+0012	D.S.Aguado+AAP60492017	-3.2		
HE1337+0012	E.Arnone+AAP4305072005		-3.35	
HE1337+0012	G.Israelian+ApJ5518332001	-3.37	-3.37	
HE1337+0012	M.Bergemann+MNRAS40113342010	-3.12	-3.12	
HE1337+0012	L.Zhang+AAP528A922011		-3.44	0.97
HE1337+0012	T.Matsuno+PASJ69242017	-3.36	-3.36	
HE1337+0012	P.E.Nissen+AAP4159932004	-3.17	-3.17	
HE1337+0012	P.S.Barklem+AAP4391292005	-3.44	-3.44	0.67
HE1337+0012	A.M.Boesgaard+ApJ7431402011	-3.45	-3.45	
HE1337+0012	J.Melendez+ApJ64210822006	-3	-3.24	
HE1337+0012	V.M.Placco+ApJ829242016	-3.29	-3.29	1.07
HE1337+0012	A.Stephens+AJ12316472002	-3.47	-3.46	
HE1337-0453	P.S.Barklem+AAP4391292005	-2.34	-2.34	0.08
HE1337-0453	L.Zhang+AAP528A922011		-2.34	0.42
HE1337-0453	J.Ren+AAP537A1182012	-2.34	-2.17	0.08
HE1338-0052	J.G.Cohen+ApJ778562013	-3	-3.06	1.53
HE1343-0640	P.S.Barklem+AAP4391292005	-1.9	-1.9	0.73
HE1343-0640	L.Zhang+AAP528A922011		-1.9	0.8
HE1345-0206	P.S.Barklem+AAP4391292005	-2.82	-2.82	0.3
HE1345-0206	L.Zhang+AAP528A922011		-2.82	0.44
HE1347-1025	J.G.Cohen+ApJ778562013	-3.48	-3.53	0.36
HE1347-1025	J.G.Cohen+ApJ6723202008		-3.53	0.36
HE1351-1049	P.S.Barklem+AAP4391292005	-3.46	-3.45	1.51
HE1351-1049	L.Zhang+AAP528A922011		-3.46	1.73
HE1351-1721	J.G.Cohen+ApJ778562013	-1.96	-2.01	1.21
HE1356-0622	J.G.Cohen+ApJ778562013	-3.49	-3.53	0.16
HE1356-0622	J.G.Cohen+ApJ6723202008		-3.54	
HE1357-0123	J.G.Cohen+ApJ778562013	-3.8	-3.85	-0.08
HE1405-0822	W.Y.Cui+AAP558A362013	-2.4	-2.37	1.9
HE1405-2512	J.G.Cohen+ApJ778562013	-2.8	-2.85	0.73
HE1410+0213	T.Masseron+AAP509A932010	-2.52	-2.57	
HE1410+0213	J.G.Cohen+ApJ778562013	-2.14	-2.19	1.92
HE1410+0213	J.G.Cohen+AJ1321372006	-3.17	-2.21	1.94
HE1413-1954	P.S.Barklem+AAP4391292005	-3.22	-3.19	1.41
HE1413-1954	L.Zhang+AAP528A922011		-3.22	1.67
HE1413-1954	L.Sbordone+AAP522A262010	-3.5	-3.5	
HE1419-1324	T.Masseron+AAP509A932010	-3.05	-3.1	1.77
HE1419-1759	P.S.Barklem+AAP4391292005	-3.18	-3.17	-0.24
HE1419-1759	L.Zhang+AAP528A922011		-3.18	-0.21
HE1421-2006	P.S.Barklem+AAP4391292005	-2.65	-2.65	0.26
HE1421-2006	L.Zhang+AAP528A922011		-2.65	0.42
HE1422-0818	J.G.Cohen+ApJ778562013	-3.29	-3.34	0.07
HE1429-0347	T.Hansen+ApJ8071732015	-2.7	-2.71	0.31
HE1430-0026	P.S.Barklem+AAP4391292005	-2.79	-2.78	0.48
HE1430-0026	L.Zhang+AAP528A922011		-2.79	0.57
HE1430-1123	P.S.Barklem+AAP4391292005	-2.71	-2.7	1.8
HE1430-1123	L.Zhang+AAP528A922011		-2.71	1.84
HE1431-2142	P.S.Barklem+AAP4391292005	-2.6	-2.6	0.45
HE1431-2142	L.Zhang+AAP528A922011		-2.6	0.57
HE1431-2142	J.Ren+AAP537A1182012	-2.6	-2.43	0.44
HE1432-1819	J.G.Cohen+ApJ778562013	-2.56	-2.61	1.04
HE1439-0218	J.G.Cohen+ApJ778562013	-2.65	-2.7	0.87
HE1443+0113	J.G.Cohen+ApJ778562013	-2.11	-2.16	1.73
HE1443+0113	J.G.Cohen+AJ1321372006	-3.13	-2.12	
HE1446-0140	J.G.Cohen+ApJ778562013	-2.38	-2.43	0.35
HE1500-1628	P.S.Barklem+AAP4391292005	-2.31	-2.31	0.09
HE1500-1628	L.Zhang+AAP528A922011		-2.31	0.18
HE1500-1628	J.G.Cohen+ApJ778562013	-2.38	-2.43	0.2
HE1506-0113	D.Yong+ApJ762262013	-3.54	-3.54	1.47
HE1506-0113	J.E.Norris+ApJ762252013	-3.54		
HE1523-1155	W.Aoki+ApJ6554922007	-2.2	-2.2	1.87
HE2122-4707	J.G.Cohen+ApJ778562013	-2.42	-2.47	1.81
HE2123-0329	J.K.Hollek+ApJ742542011	-3.22	-3.22	0.4
HE2133-1432	P.S.Barklem+AAP4391292005	-2.02	-2.02	0.08
HE2133-1432	L.Zhang+AAP528A922011		-2.02	0.22
HE2133-1432	J.Ren+AAP537A1182012	-2.02	-1.85	0.08
HE2134+0001	P.S.Barklem+AAP4391292005	-2.22	-2.22	0.17
HE2134+0001	L.Zhang+AAP528A922011		-2.22	0.3
HE2134+0001	J.Ren+AAP537A1182012	-2.22	-2.05	0.16
HE2138-0314	J.K.Hollek+ApJ742542011	-3.29	-3.29	0.78
HE2139-1851	P.S.Barklem+AAP4391292005	-3.25	-3.24	0.45
HE2139-1851	L.Zhang+AAP528A922011		-3.25	0.55
HE2141-3741	V.M.Placco+ApJ781402014	-3.3	-3.3	0.07
HE2142-5656	D.Yong+ApJ762262013	-2.87	-2.87	0.95
HE2142-5656	J.E.Norris+ApJ762252013	-2.87		
HE2143+0030	P.S.Barklem+AAP4391292005	-2.43	-2.43	-0.4
HE2143+0030	L.Zhang+AAP528A922011		-2.43	-0.27
HE2145-3025	P.S.Barklem+AAP4391292005	-2.69	-2.69	
HE2145-3025	L.Zhang+AAP528A922011		-2.69	-0.11
HE2145-3025	N.Christlieb+AAP42810272004	-2.4		
HE2148-1105A	J.K.Hollek+ApJ742542011	-2.98	-2.98	-0.42
HE2148-1247	J.G.Cohen+ApJ61211072004	-2.5		
HE2148-1247	J.G.Cohen+ApJ58810822003	-2.5	-2.37	
HE2148-1247	J.G.Cohen+ApJ778562013	-2.3	-2.35	2
HE2150-0825	P.S.Barklem+AAP4391292005	-1.98	-1.98	1.31
HE2150-0825	L.Zhang+AAP528A922011		-1.98	1.48
HE2151-2858	P.S.Barklem+AAP4391292005	-2.38	-2.38	0.06
HE2151-2858	L.Zhang+AAP528A922011		-2.38	0.31
HE2151-2858	J.Ren+AAP537A1182012	-2.38	-2.21	0.06
HE2153-2719	P.S.Barklem+AAP4391292005	-2.49	-2.49	0.08
HE2153-2719	L.Zhang+AAP528A922011		-2.49	0.13
HE2153-2719	J.Ren+AAP537A1182012	-2.49	-2.32	0.08
HE2154-2838	P.S.Barklem+AAP4391292005	-1.85	-1.85	0
HE2154-2838	L.Zhang+AAP528A922011		-1.85	0.05
HE2155+0136	P.S.Barklem+AAP4391292005	-2.07	-2.07	-0.04
HE2155+0136	L.Zhang+AAP528A922011		-2.07	0.02
HE2155-3750	J.G.Cohen+ApJ778562013	-2.59	-2.64	1.91
HE2157-3404	V.M.Placco+ApJ781402014	-2.89	-2.89	-0.54
HE2158-0348	J.G.Cohen+ApJ778562013	-2.66	-2.71	1.99
HE2158-0348	J.G.Cohen+AJ1321372006	-2.77	-2.75	
HE2159-0551	T.Hansen+ApJ8071732015	-2.8	-2.81	-0.24
HE2200-1946	J.G.Cohen+ApJ778562013	-2.63	-2.68	0.31
HE2200-2030	P.S.Barklem+AAP4391292005	-2	-2	0.06
HE2200-2030	L.Zhang+AAP528A922011		-2	0.3
HE2201-0637	P.S.Barklem+AAP4391292005	-2.61	-2.59	0.09
HE2201-0637	L.Zhang+AAP528A922011		-2.61	0.22
HE2204-1703	P.S.Barklem+AAP4391292005	-2.79	-2.79	0.17
HE2204-1703	L.Zhang+AAP528A922011		-2.79	0.24
HE2204-4034	J.G.Cohen+ApJ778562013	-2.98	-3.03	1.21
HE2206-2245	P.S.Barklem+AAP4391292005	-2.73	-2.73	0.17
HE2206-2245	L.Zhang+AAP528A922011		-2.73	0.29
HE2208-1239	T.Hansen+ApJ8071732015	-2.9	-2.88	1.3
