# Object	Reference	Metallicity	[Fe/H]	[C/Fe]
HD84937	T.V.Mishenina+AAP3961892002	-2	-2	
HD84937	T.Mishenina+MNRAS46943782017		-2.24	
HD84937	A.Ford+AAP3936172002	-2.49	-2.49	
HD84937	M.Spite+AAP600262017	-2.25	-2.25	0.26
HD84937	M.Takada-Hidai+ApJ5736142002	-2.15	-2.07	
HD84937	C.Charbonnel+AAP4429612005	-2.28	-2.28	
HD84937	D.Fabbian+AAP50011432009	-2.11	-2.16	0.26
HD84937	T.Gehren+AAP45110652006	-2.16	-2.15	
HD84937	K.Jonsell+AAP4403212005	-1.96	-1.96	
HD84937	W.Aoki+ApJ69818032009	-2.15	-2.2	
HD84937	M.Bergemann+AAP522A92010	-2.16	-2.16	
HD84937	J.A.Rich+ApJ70115192009	-2.2	-2.2	
HD84937	G.Bihain+AAP4237772004	-2.06	-1.89	
HD84937	L.Mashonkina+ApJ67915492008	-2.15	-2.15	
HD84937	E.Arnone+AAP4305072005		-2.36	
HD84937	M.Bergemann+MNRAS40113342010	-2.16	-2.16	
HD84937	M.Bergemann+AAP4928232008	-2.16	-2.16	
HD84937	A.M.Boesgaard+ApJ7431402011	-2.2	-2.2	
HD84937	A.M.Boesgaard+AJ1174921999	-2.14	-1.97	
HD84937	N.Ryde+AAP4155592004	-2.06	-2.06	
HD84937	K.A.Venn+AJ12811772004		-2.08	
HD84937	J.P.Fulbright+AJ12018412000	-2	-2.06	
HD84937	T.Bensby+AAP562A712014	-1.92	-1.97	
HD8638	B.E.Reddy+MNRAS36713292006	-0.41	-0.46	0.39
HD86728	Y.Takeda+PASJ57652005	0.27	0.27	0.07
HD86728	Y.Takeda+PASJ57452005	0.27	0.33	
HD86728	T.V.Mishenina+AAP552A1282013	0.22	0.22	
HD86728	Y.Takeda+PASJ593352007	0.27	0.27	
HD86728	T.V.Mishenina+AAP547A1062012	0.22	0.22	
HD87140	J.P.Fulbright+AJ12018412000	-1.8	-1.93	
HD87140	R.G.Gratton+AAP3541692000	-1.73	-1.77	-0.09
HD87140	J.P.Fulbright+ApJ59511542003	-2	-1.84	
HD87140	T.V.Mishenina+AAP3961892002	-1.71	-1.71	
HD87140	G.Bihain+AAP4237772004	-1.83	-1.66	
HD87140	K.A.Venn+AJ12811772004		-1.95	
HD87140	T.V.Mishenina+AAP3709512001	-1.71	-1.71	
HD87141	Y.Takeda+PASJ57652005	0.04	0.04	0.11
HD87141	Y.Takeda+PASJ57452005	0.04	0.09	
HD87141	Y.Takeda+PASJ593352007	0.04	0.04	
HD88609	C.J.Hansen+AAP545A312012	-2.87	-2.87	
HD88609	T.V.Mishenina+AAP3709512001	-2.66	-2.66	
HD88609	J.A.Johnson+ApJ5796162002		-2.79	
HD88609	S.Honda+ApJS1521132004			
HD88609	I.U.Roederer+ApJ7249752010		-3.07	
HD88609	J.A.Johnson+ApJ5548882001	-2.8	-2.8	
HD88609	S.Honda+ApJ6074742004	-3.07	-3.06	-0.39
HD88609	J.A.Johnson+ApJS1392192002	-2.8	-2.95	
HD88609	Y.Saito+PASJ615492009	-2.83	-3.02	
HD88609	T.V.Mishenina+AAP3961892002	-2.66	-2.66	
HD88609	N.Ryde+AAP4155592004	-2.85	-2.85	
HD88609	D.L.Burris+ApJ5443022000	-3	-2.76	
HD88609	K.A.Venn+AJ12811772004		-3.01	
HD88609	M.Takada-Hidai+ApJ5736142002	-2.7	-2.68	
HD88609	J.P.Fulbright+AJ12018412000	-2.9	-2.99	
HD88609	I.U.Roederer+AJ1471362014	-3.08	-3.29	-0.44
HD88609	S.Honda+ApJ66611892007	-3.07	-3.12	
HD88737	Y.Takeda+PASJ57652005	0.21	0.21	0.31
HD88737	Y.Takeda+PASJ57452005	0.21	0.36	
HD88737	Y.Takeda+PASJ593352007	0.21	0.21	
HD88986	Y.Takeda+PASJ57652005	0.05	0.05	0.58
HD88986	Y.Takeda+PASJ57452005	0.05	0.1	
HD88986	Y.Takeda+PASJ593352007	0.05	0.05	
HD89125	Y.Takeda+PASJ57652005	-0.39	-0.39	0.07
HD89125	Y.Takeda+PASJ57452005	-0.39	-0.69	
HD89125	Y.Takeda+PASJ593352007	-0.39	-0.39	
HD89707	B.E.Reddy+MNRAS36713292006	-0.48	-0.53	0.47
HD89707	K.A.Venn+AJ12811772004		-0.42	
HD89744	Y.Takeda+PASJ57652005	0.14	0.14	0.06
HD89744	Y.Takeda+PASJ57452005	0.14	0.3	
HD89744	Y.Takeda+PASJ593352007	0.14	0.14	
HD9051	R.G.Gratton+AAP3541692000	-1.57	-1.62	-0.11
HD9051	B.W.Carney+AJ1252932003	-1.5	-1.5	
HD91752	Y.Takeda+PASJ57652005	-0.15	-0.15	-0.23
HD91752	Y.Takeda+PASJ57452005	-0.15	-0.1	
HD91752	Y.Takeda+PASJ593352007	-0.15	-0.15	
HD91889	Y.Takeda+PASJ57652005	-0.21	-0.21	-0.39
HD91889	Y.Takeda+PASJ57452005	-0.21	-0.74	
HD91889	Y.Takeda+PASJ593352007	-0.21	-0.21	
HD91988	B.E.Reddy+MNRAS36713292006	-0.02	-0.07	0.26
HD94028	K.Jonsell+AAP4403212005	-1.39	-1.48	
HD94028	R.G.Gratton+AAP3541692000	-1.4	-1.44	0.05
HD94028	D.K.Lai+ApJ66711852007	-1.36	-1.19	-0.09
HD94028	I.U.Roederer+ApJ821372016	-1.62	-1.75	-0.06
HD94028	J.A.Rich+ApJ70115192009	-1.54	-1.54	
HD94028	G.Bihain+AAP4237772004	-1.49	-1.32	
HD94028	T.V.Mishenina+AAP3709512001	-1.43	-1.43	
HD94028	I.U.Roederer+ApJ7249752010		-1.4	
HD94028	R.Smiljanic+AAP4991032009	-1.4	-1.4	
HD94028	A.M.Besgaard+ApJ64111222006	-1.54	-1.53	
HD94028	I.U.Roederer+ApJ8601252018	-1.6	-1.54	
HD94028	A.M.Boesgaard+ApJ7431402011	-1.54	-1.54	
HD94028	J.R.Shi+AAP4655872007	-1.51	-1.5	
HD94028	R.G.Gratton+AAP4041872003	-1.44	-1.5	
HD94028	A.M.Boesgaard+AJ1174921999	-1.46	-1.29	
HD94028	T.V.Mishenina+AAP3961892002	-1.43	-1.43	
HD94028	N.Ryde+AAP4155592004	-1.35	-1.35	
HD94028	K.A.Venn+AJ12811772004		-1.55	
HD94028	A.Ford+AAP3936172002	-1.5	-1.5	
HD94028	M.Takada-Hidai+ApJ5736142002	-1.5	-1.45	
HD94028	I.U.Roederer+AJ1471362014	-1.81	-1.76	-0.1
HD94028	J.P.Fulbright+AJ12018412000	-1.4	-1.53	
HD94028	C.Charbonnel+AAP4429612005	-1.55	-1.55	
HD94028	J.Simmerer+ApJ61710912004	-1.4	-1.4	0.23
HD94028	T.Gehren+AAP45110652006	-1.51	-1.5	
HD94667	B.E.Reddy+MNRAS36713292006	0.11	0.06	0.38
HD95128	Y.Takeda+PASJ57652005	0.01	0.01	0.13
HD95128	Y.Takeda+PASJ57452005	0.01	0.14	
HD95128	T.V.Mishenina+AAP552A1282013	0.01	0.01	
HD95128	Y.Q.Chen+1414912000	-0.12	-0.12	
HD95128	Y.Takeda+PASJ593352007	0.01	0.01	
HD95241	Y.Takeda+PASJ57652005	-0.27	-0.27	-0.13
HD95241	Y.Takeda+PASJ57452005	-0.27	0	
HD95241	Y.Takeda+PASJ593352007	-0.27	-0.27	
HD9562	Y.Takeda+PASJ57652005	0.26	0.26	0.19
HD9562	Y.Takeda+PASJ57452005	0.26	0.34	
HD9562	Y.Takeda+PASJ593352007	0.26	0.26	
HD96094	B.E.Reddy+MNRAS36713292006	-0.39	-0.44	0.24
HD96094	T.Gehren+AAP45110652006	-0.46	-0.45	
HD9826	Y.Takeda+PASJ57652005	0.07	0.07	0.23
HD9826	Y.Takeda+PASJ57452005	0.07	0.13	
HD9826	T.V.Mishenina+AAP552A1282013	0.1	0.1	
HD9826	Y.Takeda+PASJ593352007	0.07	0.07	
HD98991	Y.Takeda+PASJ57652005	-0.19	-0.19	0.01
HD98991	Y.Takeda+PASJ57452005	-0.19	-0.14	
HD98991	Y.Takeda+PASJ593352007	-0.19	-0.19	
HD99491	Y.Takeda+PASJ57652005	0.33	0.33	-0.68
HD99491	Y.Takeda+PASJ57452005	0.33	0.84	
HD99491	Y.Takeda+PASJ593352007	0.33	0.33	
HE0005-0002	P.S.Barklem+AAP4391292005	-3.09	-3.06	0.13
HE0005-0002	L.Zhang+AAP528A922011		-3.09	0.2
HE0005-0002	J.Ren+AAP537A1182012	-3.09	-2.92	0.13
HE0008-3842	P.S.Barklem+AAP4391292005	-3.35	-3.33	-0.93
HE0008-3842	L.Zhang+AAP528A922011		-3.35	-0.88
HE0009-6039	J.G.Cohen+ApJ778562013	-3.29	-3.31	0.37
HE0010-3422	T.Hansen+ApJ8071732015	-2.7	-2.78	1.92
HE0011-0035	J.G.Cohen+ApJ778562013	-2.99	-3.04	0.21
HE0012-1441	J.G.Cohen+ApJ778562013	-2.52	-2.57	1.8
HE0012-1441	J.G.Cohen+AJ1321372006	-2.61	-2.57	1.8
HE0013-0257	J.K.Hollek+ApJ742542011	-3.82	-3.82	0.22
HE0013-0522	J.K.Hollek+ApJ742542011	-3.24	-3.24	0.42
HE0015+0048	J.K.Hollek+ApJ742542011	-3.07	-3.08	0.62
HE0017-4838	P.S.Barklem+AAP4391292005	-3.23	-3.23	-0.33
HE0017-4838	L.Zhang+AAP528A922011		-3.23	0.19
HE0018-1349	P.S.Barklem+AAP4391292005	-2.26	-2.27	0.33
HE0018-1349	L.Zhang+AAP528A922011		-2.26	0.31
HE0020-1741	V.Placco+ApJ833212016	-4.05	-4.05	1.4
HE0023-4825	P.S.Barklem+AAP4391292005	-2.06	-2.06	0.27
HE0023-4825	L.Zhang+AAP528A922011		-2.06	0.39
HE0023-4825	J.Ren+AAP537A1182012	-2.06	-1.89	0.27
HE0029-1839	P.S.Barklem+AAP4391292005	-2.5	-2.5	0.28
HE0029-1839	L.Zhang+AAP528A922011		-2.5	0.38
HE0029-1839	J.Ren+AAP537A1182012	-2.5	-2.33	0.27
HE0037-0348	J.G.Cohen+ApJ778562013	-3.15	-3.2	0.33
HE0037-2657	P.S.Barklem+AAP4391292005	-3.22	-3.22	0.27
HE0037-2657	L.Zhang+AAP528A922011		-3.22	0.28
HE0039-4154	P.S.Barklem+AAP4391292005	-3.38	-3.36	-0.18
HE0039-4154	L.Zhang+AAP528A922011		-3.38	0.02
HE0039-4154	J.G.Cohen+ApJ778562013	-3.18	-3.23	0.27
HE0039-4154	J.Ren+AAP537A1182012	-3.38	-3.21	-0.18
HE0043-2845	P.S.Barklem+AAP4391292005	-2.91	-2.91	0.16
HE0043-2845	L.Zhang+AAP528A922011		-2.91	0.33
HE0043-2845	J.Ren+AAP537A1182012	-2.91	-2.74	0.15
HE0044-2459	P.S.Barklem+AAP4391292005	-3.28	-3.28	0.41
HE0044-2459	L.Zhang+AAP528A922011		-3.28	0.52
HE0044-4023	P.S.Barklem+AAP4391292005	-2.56	-2.56	0.36
HE0044-4023	L.Zhang+AAP528A922011		-2.56	0.37
HE0045-2430	P.S.Barklem+AAP4391292005	-1.77	-1.77	-0.12
HE0045-2430	L.Zhang+AAP528A922011		-1.77	-0.11
HE0048-0611	J.G.Cohen+ApJ778562013	-2.66	-2.71	0.58
HE0048-6408	V.M.Placco+ApJ781402014	-3.75	-3.75	-0.28
HE0049-5700	P.S.Barklem+AAP4391292005	-2.41	-2.4	0.35
HE0049-5700	L.Zhang+AAP528A922011		-2.41	0.47
HE0051-2304	P.S.Barklem+AAP4391292005	-2.41	-2.44	-0.68
HE0051-2304	L.Zhang+AAP528A922011		-2.41	-0.53
HE0051-2304	J.Ren+AAP537A1182012	-2.41	-2.24	-0.68
HE0054-0657	P.S.Barklem+AAP4391292005	-2	-2	0.25
HE0054-0657	L.Zhang+AAP528A922011		-2	0.34
HE0054-0657	J.Ren+AAP537A1182012	-2	-1.83	0.25
HE0055-2314	J.G.Cohen+ApJ778562013	-2.66	-2.7	0.93
HE0056-3022	I.U.Roederer+AJ1471362014	-3.72	-3.77	0.25
HE0056-3022	B.W.Carney+AJ1252932003	-2.9	-2.9	
HE0056-3022	A.E.GarciaPerez+AAP4516212006	-3.04	-3.01	
HE0056-3022	A.E.GarciaPerez+AAP4472992006	-3.01	-3.01	
HE0057-4541	P.S.Barklem+AAP4391292005	-2.32	-2.31	0.14
HE0057-4541	L.Zhang+AAP528A922011		-2.32	0.26
HE0057-4541	C.SiqueiraMello+AAP565A932014	-2.4	-2.34	0.49
HE0057-5959	D.Yong+ApJ762262013	-4.08	-4.08	0.86
HE0057-5959	J.E.Norris+ApJ762252013	-4.08		
HE0102-0633	J.G.Cohen+ApJ61211072004	-2.5	-2.95	
HE0102-0633	J.G.Cohen+ApJ778562013	-3.1	-3.15	1.08
HE0103-0357	J.G.Cohen+ApJ778562013	-3.15	-3.2	0.73
HE0104-4007	P.S.Barklem+AAP4391292005	-3.3	-3.3	0.46
HE0104-4007	L.Zhang+AAP528A922011		-3.3	0.59
HE0104-5300	P.S.Barklem+AAP4391292005	-3.42	-3.31	-0.05
HE0104-5300	L.Zhang+AAP528A922011		-3.42	0.21
HE0105-6141	P.S.Barklem+AAP4391292005	-2.55	-2.55	0.16
HE0105-6141	L.Zhang+AAP528A922011		-2.55	0.24
HE0105-6141	C.SiqueiraMello+AAP565A932014	-2.57	-2.56	0.23
HE0105-6141	J.Ren+AAP537A1182012	-2.55	-2.38	0.16
HE0109-0742	P.S.Barklem+AAP4391292005	-2.53	-2.52	-0.19
HE0109-0742	L.Zhang+AAP528A922011		-2.53	0.07
HE0109-3711	P.S.Barklem+AAP4391292005	-1.91	-1.91	0.27
HE0109-3711	L.Zhang+AAP528A922011		-1.91	0.11
HE0109-3711	N.Christlieb+AAP42810272004	-3		
HE0109-3711	J.Ren+AAP537A1182012	-1.91	-1.74	0.27
HE0109-4510	T.Hansen+ApJ8071732015	-3	-2.96	0.43
HE0111-1454	P.S.Barklem+AAP4391292005	-2.99	-2.99	-0.26
HE0111-1454	L.Zhang+AAP528A922011		-2.99	-0.25
HE0121-2826	P.S.Barklem+AAP4391292005	-2.97	-2.97	0.51
HE0121-2826	L.Zhang+AAP528A922011		-2.97	0.57
HE0121-2826	J.Ren+AAP537A1182012	-2.97	-2.8	0.5
HE0122-1616	J.G.Cohen+ApJ778562013	-2.8	-2.85	0.42
HE0130-1749	J.G.Cohen+ApJ778562013	-3.34	-3.39	0.61
HE0131-2740	P.S.Barklem+AAP4391292005	-3.08	-3.08	0.31
HE0131-2740	L.Zhang+AAP528A922011		-3.08	0.27
HE0131-2740	N.Christlieb+AAP42810272004	-2.7		
HE0132-2439	J.G.Cohen+AJ1244702002	-3.56		
HE0132-2439	J.G.Cohen+ApJ778562013		-3.6	0.83
HE0132-2439	E.Carretta+AJ1244812002	-3.59	-3.71	
HE0132-2439	J.G.Cohen+ApJ6723202008		-3.6	0.83
HE0134-1519	T.Hansen+ApJ8071732015	-4	-3.98	1
HE0134-1519	T.Hansen+ApJ7871622014	-4	-3.98	1
HE0134-2504	J.G.Cohen+ApJ778562013	-2.74	-2.79	2
HE0139-2826	V.M.Placco+ApJ781402014	-3.46	-3.46	0.48
HE0143-0441	J.G.Cohen+ApJ61211072004	-3	-2.21	1.67
HE0143-0441	J.G.Cohen+ApJ778562013	-2.31	-2.36	
HE0143-0441	J.G.Cohen+AJ1321372006	-2.94	-2.36	
HE0143-1135	P.S.Barklem+AAP4391292005	-2.13	-2.13	0.19
HE0143-1135	L.Zhang+AAP528A922011		-2.13	0.32
HE0143-1135	J.Ren+AAP537A1182012	-2.13	-1.96	0.19
HE0143-4108	P.S.Barklem+AAP4391292005	-2.62	-2.62	0.12
HE0143-4108	L.Zhang+AAP528A922011		-2.62	0.31
HE0143-4146	P.S.Barklem+AAP4391292005	-2.94	-2.95	0.07
HE0143-4146	L.Zhang+AAP528A922011		-2.94	0.15
HE0146-1548	D.Yong+ApJ762262013	-3.46	-3.46	0.84
HE0146-1548	J.E.Norris+ApJ762252013	-3.46		
HE0157-3335	P.S.Barklem+AAP4391292005	-3.08	-3.08	-0.26
HE0157-3335	L.Zhang+AAP528A922011		-3.08	-0.13
HE0200-0955	P.S.Barklem+AAP4391292005	-2.46	-2.47	0.38
HE0200-0955	L.Zhang+AAP528A922011		-2.46	0.37
HE0202-2204	P.S.Barklem+AAP4391292005	-1.98	-1.98	1.12
HE0202-2204	L.Zhang+AAP528A922011		-1.98	1.21
HE0212-0557	J.G.Cohen+ApJ778562013	-2.27	-2.32	1.95
HE0212-0557	J.G.Cohen+AJ1321372006	-3.45	-2.32	1.95
HE0226+0103	J.G.Cohen+ApJ778562013	-2.81	-2.86	0.25
HE0231-4016	P.S.Barklem+AAP4391292005	-2.08	-2.08	1.32
HE0231-4016	L.Zhang+AAP528A922011		-2.08	1.29
HE0240-0807	P.S.Barklem+AAP4391292005	-2.68	-2.68	-0.38
HE0240-0807	L.Zhang+AAP528A922011		-2.68	-0.31
HE0240-0807	C.SiqueiraMello+AAP565A932014	-2.86	-2.86	-0.37
HE0240-0807	J.Ren+AAP537A1182012	-2.68	-2.51	-0.39
HE0240-6105	P.S.Barklem+AAP4391292005	-3.23	-3.23	-0.29
HE0240-6105	L.Zhang+AAP528A922011		-3.23	-0.26
HE0243-0753	P.S.Barklem+AAP4391292005	-2.49	-2.49	0.25
HE0243-0753	L.Zhang+AAP528A922011		-2.49	0.35
HE0243-5238	P.S.Barklem+AAP4391292005	-3.04	-3.04	0.36
HE0243-5238	L.Zhang+AAP528A922011		-3.04	0.42
HE0244-4111	P.S.Barklem+AAP4391292005	-2.56	-2.56	0.21
HE0244-4111	L.Zhang+AAP528A922011		-2.56	0.49
HE0248+0039	P.S.Barklem+AAP4391292005	-2.53	-2.53	0.06
HE0248+0039	L.Zhang+AAP528A922011		-2.53	0.16
HE0255-0859	J.G.Cohen+ApJ778562013	-2.55	-2.6	0.03
HE0256-1109	P.S.Barklem+AAP4391292005	-2.73	-2.73	0.63
HE0256-1109	L.Zhang+AAP528A922011		-2.73	0.83
HE0256-1109	N.Christlieb+AAP42810272004	-2.75		
HE0300-0751	P.S.Barklem+AAP4391292005	-2.27	-2.27	0.06
HE0300-0751	L.Zhang+AAP528A922011		-2.27	0.22
HE0300-0751	J.Ren+AAP537A1182012	-2.27	-2.1	0.06
HE0302-3417A	J.K.Hollek+ApJ742542011	-3.7	-3.7	0.48
HE0305-4520	P.S.Barklem+AAP4391292005	-2.91	-2.91	0.28
HE0305-4520	M.Spite+AAP571A402014	-3	-2.96	0.54
HE0305-4520	L.Zhang+AAP528A922011		-2.91	0.29
HE0305-5442	J.G.Cohen+ApJ778562013	-3.3	-3.35	0.48
HE0308-1154	P.S.Barklem+AAP4391292005	-2.82	-2.82	0.34
HE0308-1154	L.Zhang+AAP528A922011		-2.82	0.47
HE0312-5200	J.G.Cohen+ApJ778562013	-3.11	-3.16	0.47
HE0315+0000	P.S.Barklem+AAP4391292005	-2.73	-2.73	0.14
HE0315+0000	L.Zhang+AAP528A922011		-2.73	0.25
HE0315+0000	C.J.Hansen+AAP545A312012	-2.59	-2.59	
HE0315+0000	J.Ren+AAP537A1182012	-2.73	-2.56	0.14
HE0316+0214	P.S.Barklem+AAP4391292005	-3.13	-3.14	-0.75
HE0316+0214	L.Zhang+AAP528A922011		-3.13	-0.66
HE0317-0554	J.G.Cohen+ApJ778562013	-2.75	-2.8	0.61
HE0317-4640	P.S.Barklem+AAP4391292005	-2.33	-2.32	0.18
HE0317-4640	L.Zhang+AAP528A922011		-2.33	0.34
HE0323-4529	P.S.Barklem+AAP4391292005	-3.15	-3.14	0.34
HE0323-4529	L.Zhang+AAP528A922011		-3.15	0.53
HE0323-4529	J.Ren+AAP537A1182012	-3.15	-2.98	0.34
HE0324+0152A	J.K.Hollek+ApJ742542011	-3.32	-3.32	0.18
HE0328-1047	P.S.Barklem+AAP4391292005	-2.25	-2.24	0.1
HE0328-1047	L.Zhang+AAP528A922011		-2.25	0.2
HE0328-1047	J.Ren+AAP537A1182012	-2.25	-2.08	0.11
HE0330-4004	P.S.Barklem+AAP4391292005	-2.2	-2.19	0.04
HE0330-4004	L.Zhang+AAP528A922011		-2.2	0.17
HE0330-4144	P.S.Barklem+AAP4391292005	-1.9	-1.89	0.15
HE0330-4144	L.Zhang+AAP528A922011		-1.9	0.17
HE0330-4144	J.Ren+AAP537A1182012	-1.9	-1.73	0.15
HE0331-4939	P.S.Barklem+AAP4391292005	-2.9	-2.87	0.3
HE0331-4939	L.Zhang+AAP528A922011		-2.9	0.44
HE0332-1007	J.G.Cohen+ApJ778562013	-2.9	-2.95	-0.43
HE0333-4001	P.S.Barklem+AAP4391292005	-2.64	-2.64	0.27
HE0333-4001	L.Zhang+AAP528A922011		-2.64	0.39
HE0336-2412	I.U.Roederer+AJ1471362014	-3.02	-3.05	0.15
HE0336-2412	C.Charbonnel+AAP4429612005	-2.7	-2.7	
HE0336-2412	R.Smiljanic+AAP4991032009	-2.35	-2.35	
HE0336-2412	A.E.GarciaPerez+AAP4516212006	-2.27	-2.25	
HE0336-2412	A.E.GarciaPerez+AAP4472992006	-2.25	-2.25	
HE0336-2412	D.L.Burris+ApJ5443022000	-2.2	-2.53	
HE0336-3829	P.S.Barklem+AAP4391292005	-2.75	-2.75	0.19
HE0336-3829	L.Zhang+AAP528A922011		-2.75	0.47
HE0337-5127	P.S.Barklem+AAP4391292005	-2.62	-2.61	0.12
HE0337-5127	L.Zhang+AAP528A922011		-2.62	0.28
HE0339-4027	P.S.Barklem+AAP4391292005	-1.81	-1.81	0.14
HE0339-4027	L.Zhang+AAP528A922011		-1.81	0.25
HE0340-3430	P.S.Barklem+AAP4391292005	-1.95	-1.95	0.02
HE0340-3430	L.Zhang+AAP528A922011		-1.95	0.31
HE0340-5355	P.S.Barklem+AAP4391292005	-2.89	-2.88	-0.15
HE0340-5355	L.Zhang+AAP528A922011		-2.89	-0.13
HE0340-5355	J.Ren+AAP537A1182012	-2.89	-2.72	-0.15
HE0341-4024	P.S.Barklem+AAP4391292005	-1.82	-1.82	0.22
HE0341-4024	L.Zhang+AAP528A922011		-1.82	0.23
HE0341-4024	J.Ren+AAP537A1182012	-1.82	-1.65	0.23
HE0344+0139	P.S.Barklem+AAP4391292005	-1.81	-1.8	0.37
HE0344+0139	L.Zhang+AAP528A922011		-1.81	0.48
HE0344-0243	J.G.Cohen+ApJ778562013	-3.35	-3.4	0.12
HE0347-1819	P.S.Barklem+AAP4391292005	-2.78	-2.77	-0.01
HE0347-1819	L.Zhang+AAP528A922011		-2.78	0.13
HE0347-1819	J.Ren+AAP537A1182012	-2.78	-2.61	-0.01
HE0349-0045	J.G.Cohen+ApJ778562013	-2.23	-2.28	0.36
HE0353-6024	P.S.Barklem+AAP4391292005	-3.17	-3.17	0.25
HE0353-6024	L.Zhang+AAP528A922011		-3.17	0.38
HE0353-6024	J.Ren+AAP537A1182012	-3.17	-3	0.25
HE0400-2030	W.Aoki+ApJ6554922007	-1.8	-1.78	1.15
HE0400-2917	P.S.Barklem+AAP4391292005	-2.88	-2.88	0.11
HE0400-2917	L.Zhang+AAP528A922011		-2.88	0.17
HE0401-0138	P.S.Barklem+AAP4391292005	-3.34	-3.34	0.21
HE0401-0138	L.Zhang+AAP528A922011		-3.34	0.29
HE0401-3835	J.G.Cohen+ApJ778562013	-3.05	-3.1	0.99
HE0411-5725	J.G.Cohen+ApJ778562013	-3.08	-3.13	0.56
HE0414-0343	J.K.Hollek+ApJ8141212015	-2.24	-2.24	1.44
HE0417-0821	P.S.Barklem+AAP4391292005	-2.33	-2.33	0.21
HE0417-0821	L.Zhang+AAP528A922011		-2.33	0.48
HE0420+0123A	J.K.Hollek+ApJ742542011	-3.03	-3.03	0.33
HE0430-4404	P.S.Barklem+AAP4391292005	-2.07	-2.08	1.4
HE0430-4404	L.Zhang+AAP528A922011		-2.07	1.22
HE0430-4901	P.S.Barklem+AAP4391292005	-2.72	-2.72	0.05
HE0430-4901	L.Zhang+AAP528A922011		-2.72	0.09
HE0432-0923	P.S.Barklem+AAP4391292005	-3.19	-3.19	0.2
HE0432-0923	L.Zhang+AAP528A922011		-3.19	0.36
HE0432-1005A	J.K.Hollek+ApJ742542011	-3.21	-3.21	0.23
HE0436-4008	P.S.Barklem+AAP4391292005	-2.35	-2.35	0.45
HE0436-4008	L.Zhang+AAP528A922011		-2.35	0.53
HE0440-1049	T.Hansen+ApJ8071732015	-3	-3.02	0.69
HE0440-3426	T.Hansen+ApJ8071732015	-2.2	-2.19	1.51
HE0441-0652	W.Aoki+ApJ6554922007	-2.5	-2.52	1.39
HE0441-4343	P.S.Barklem+AAP4391292005	-2.52	-2.52	0.29
HE0441-4343	L.Zhang+AAP528A922011		-2.52	0.5
HE0442-1234	P.S.Barklem+AAP4391292005	-2.41	-2.41	-0.65
HE0442-1234	L.Zhang+AAP528A922011		-2.41	-0.56
HE0442-1234	C.J.Hansen+AAP545A312012	-2.32	-2.32	
HE0442-1234	J.Ren+AAP537A1182012	-2.41	-2.24	-0.65
HE0447-1858	J.G.Cohen+ApJ778562013	-2.56	-2.61	0.38
HE0447-4858	P.S.Barklem+AAP4391292005	-1.69	-1.69	0
HE0447-4858	L.Zhang+AAP528A922011		-1.69	0.07
HE0447-4858	N.Christlieb+AAP42810272004	-2.03		
HE0450-4705	P.S.Barklem+AAP4391292005	-3.1	-3.1	0.81
HE0450-4705	L.Zhang+AAP528A922011		-3.1	1.03
HE0450-4705	J.Ren+AAP537A1182012	-3.1	-2.93	0.8
HE0454-4758	P.S.Barklem+AAP4391292005	-3.1	-3.1	0.39
HE0454-4758	I.U.Roederer+AJ1471362014	-3.32	-3.38	0.33
HE0454-4758	L.Zhang+AAP528A922011		-3.1	0.54
HE0501-5139	P.S.Barklem+AAP4391292005	-2.38	-2.38	0.36
HE0501-5139	L.Zhang+AAP528A922011		-2.38	0.43
HE0501-5139	N.Christlieb+AAP42810272004	-2.86		
HE0501-5139	J.Ren+AAP537A1182012	-2.38	-2.21	0.36
HE0501-5644	P.S.Barklem+AAP4391292005	-2.41	-2.4	0.23
HE0501-5644	L.Zhang+AAP528A922011		-2.41	0.31
HE0507-1653	W.Aoki+ApJ6554922007	-1.5	-1.43	1.3
HE0512-3835	P.S.Barklem+AAP4391292005	-2.4	-2.39	-0.27
HE0512-3835	L.Zhang+AAP528A922011		-2.4	-0.21
HE0513-4557	P.S.Barklem+AAP4391292005	-2.79	-2.79	0.35
HE0513-4557	L.Zhang+AAP528A922011		-2.79	0.2
HE0513-4557	N.Christlieb+AAP42810272004	-3		
HE0516-3820	P.S.Barklem+AAP4391292005	-2.33	-2.32	0.35
HE0516-3820	L.Zhang+AAP528A922011		-2.33	0.46
HE0516-3820	C.SiqueiraMello+AAP565A932014	-2.51	-2.48	0.4
HE0517-1952	P.S.Barklem+AAP4391292005	-2.61	-2.61	-0.56
HE0517-1952	L.Zhang+AAP528A922011		-2.61	-0.36
HE0519-5525	P.S.Barklem+AAP4391292005	-2.52	-2.52	0.25
HE0519-5525	L.Zhang+AAP528A922011		-2.52	0.37
HE0519-5525	N.Christlieb+AAP42810272004	-2.42		
HE0520-1748	P.S.Barklem+AAP4391292005	-2.52	-2.52	0.41
HE0520-1748	L.Zhang+AAP528A922011		-2.52	0.49
HE0520-1748	J.Ren+AAP537A1182012	-2.52	-2.35	0.41
HE0524-2055	P.S.Barklem+AAP4391292005	-2.58	-2.59	-0.28
HE0524-2055	L.Zhang+AAP528A922011		-2.58	-0.26
HE0524-2055	C.SiqueiraMello+AAP565A932014	-2.77	-2.74	0.15
HE0524-2055	J.Ren+AAP537A1182012	-2.58	-2.41	-0.29
