# ngamma, nT
50 30
# T_centers_log10(K): 
1.100000e+00 1.300000e+00 1.500000e+00 1.700000e+00 1.900000e+00 2.100000e+00 2.300000e+00 2.500000e+00 2.700000e+00 2.900000e+00 3.100000e+00 3.300000e+00 3.500000e+00 3.700000e+00 3.900000e+00 4.100000e+00 4.300000e+00 4.500000e+00 4.700000e+00 4.900000e+00 5.100000e+00 5.300000e+00 5.500000e+00 5.700000e+00 5.900000e+00 6.100000e+00 6.300000e+00 6.500000e+00 6.700000e+00 6.900000e+00
# gamma_centers_log10(K**0.5 cm**-3):
-4.000000e+00 -3.795918e+00 -3.591837e+00 -3.387755e+00 -3.183673e+00 -2.979592e+00 -2.775510e+00 -2.571429e+00 -2.367347e+00 -2.163265e+00 -1.959184e+00 -1.755102e+00 -1.551020e+00 -1.346939e+00 -1.142857e+00 -9.387755e-01 -7.346939e-01 -5.306122e-01 -3.265306e-01 -1.224490e-01 8.163265e-02 2.857143e-01 4.897959e-01 6.938776e-01 8.979592e-01 1.102041e+00 1.306122e+00 1.510204e+00 1.714286e+00 1.918367e+00 2.122449e+00 2.326531e+00 2.530612e+00 2.734694e+00 2.938776e+00 3.142857e+00 3.346939e+00 3.551020e+00 3.755102e+00 3.959184e+00 4.163265e+00 4.367347e+00 4.571429e+00 4.775510e+00 4.979592e+00 5.183673e+00 5.387755e+00 5.591837e+00 5.795918e+00 6.000000e+00
# Columns: median values for each T bin from left to right
2.926164e-03 2.425056e-03 2.336664e-03 1.936359e-03 1.009404e-02 3.625547e-01 1.688813e+00 2.232229e-01 2.725631e-02 1.325304e-02 5.583327e-03 2.771848e-03 1.700098e-03 1.064614e-03 7.932563e-04 6.120331e-04 4.985201e-04 3.291661e-04 2.738657e-04 2.305003e-04 1.759556e-04 1.328897e-04 1.049377e-04 8.939601e-05 6.798641e-05 5.943638e-05 4.520690e-05 3.420044e-05 2.992546e-05 2.270477e-05
3.827079e-03 3.292006e-03 2.949981e-03 2.437383e-03 2.027431e-02 3.014006e-01 1.842527e+00 4.257338e-01 4.518671e-02 1.546875e-02 5.006021e-03 3.083119e-03 1.984214e-03 1.227154e-03 9.135560e-04 7.115501e-04 5.584395e-04 4.477056e-04 3.217335e-04 2.622190e-04 2.053606e-04 1.675570e-04 1.317006e-04 1.160960e-04 8.431763e-05 6.478940e-05 5.322122e-05 4.151235e-05 3.492649e-05 2.851143e-05
5.004795e-03 3.842139e-03 3.578860e-03 3.021154e-03 5.060324e-03 2.300467e-01 1.055053e+00 1.902985e-01 9.266410e-02 1.956507e-02 6.819139e-03 3.899052e-03 2.202255e-03 1.614607e-03 1.282406e-03 8.923110e-04 6.526512e-04 5.233081e-04 3.913946e-04 3.392007e-04 2.747146e-04 2.112680e-04 1.708144e-04 1.394412e-04 1.002444e-04 8.169117e-05 7.124435e-05 5.460227e-05 4.403785e-05 3.447143e-05
5.853291e-03 5.044188e-03 4.779393e-03 4.192476e-03 6.243566e-03 1.995927e-01 9.551598e-01 5.086867e-01 5.474772e-02 1.959042e-02 9.960344e-03 4.711558e-03 3.346434e-03 2.035817e-03 1.474545e-03 1.125091e-03 8.878071e-04 6.543474e-04 5.489733e-04 4.602157e-04 3.295449e-04 2.770814e-04 2.174626e-04 1.674436e-04 1.365490e-04 1.061460e-04 8.688461e-05 6.372720e-05 5.552611e-05 4.657173e-05
7.395453e-03 5.997604e-03 6.142863e-03 4.893061e-03 4.950046e-03 1.489571e-01 1.044724e+00 1.346769e+00 1.340668e-01 2.671179e-02 1.360924e-02 6.676903e-03 4.258225e-03 2.459882e-03 2.044861e-03 1.313112e-03 1.119412e-03 8.913263e-04 6.655370e-04 5.802733e-04 4.582732e-04 3.124002e-04 2.562597e-04 2.154138e-04 1.721708e-04 1.390528e-04 1.132642e-04 8.284701e-05 7.001190e-05 5.645351e-05
9.324445e-03 8.319973e-03 7.173700e-03 6.655044e-03 5.748442e-03 1.283226e-01 7.964427e-01 1.066051e+00 1.153489e-01 4.662608e-02 1.422031e-02 7.490672e-03 5.418020e-03 3.236559e-03 2.339991e-03 1.798420e-03 1.413773e-03 1.044124e-03 8.756651e-04 7.099956e-04 5.143063e-04 4.214800e-04 3.344163e-04 2.612128e-04 2.150967e-04 1.687509e-04 1.428117e-04 1.094521e-04 8.827536e-05 6.937143e-05
