x, y
4.11542237466797e-8, 6.638273442923081
6.659220928431603e-8, 5.269925931575656
1.0510457528519444e-7, 4.368686466212339
1.645190587753661e-7, 3.369526857124777
2.5539195182529575e-7, 2.793285250948253
3.3306003436245885e-7, 2.4180130845257204
5.759176127568771e-7, 1.8382773136737098
8.648423275731727e-7, 1.5460483002941368
0.0000012987139740036567, 1.245197084735032
0.0000018249932448161505, 1.062467830894041
0.000002419824022316293, 1.0472494122981486
0.0000030781394312622874, 1.062467830894041
0.000004115422374667962, 1.1255853867769894
0.000005928884267818091, 1.1924525393487007
0.000008126619200091945, 1.3002746261746316
0.00001068633609033138, 1.377519465024669
0.000014287457612450233, 1.459353153805986
0.000019421746814890283, 1.523903243738829
0.00002429884247496422, 1.5460483002941368
0.000030149442039320914, 1.5685151643735462
